"time","loadPQ.QPu","sVarCStandard.injector.QInjPu"
0.72,0,0
0.726,0,0
0.732,0,0
0.738,0,0
0.744,0,0
0.75,0,0
0.756,0,0
0.762,0,0
0.768,0,0
0.774,0,0
0.78,0,0
0.786,0,0
0.792,0,0
0.798,0,0
0.804,0,0
0.8100000000000001,0,0
0.8159999999999999,0,0
0.822,0,0
0.828,0,0
0.834,0,0
0.84,0,0
0.846,0,0
0.852,0,0
0.858,0,0
0.864,0,0
0.87,0,0
0.876,0,0
0.882,0,0
0.888,0,0
0.894,0,0
0.9,0,0
0.906,0,0
0.912,0,0
0.918,0,0
0.924,0,0
0.93,0,0
0.9360000000000001,0,0
0.9419999999999999,0,0
0.948,0,0
0.954,0,0
0.96,0,0
0.966,0,0
0.972,0,0
0.978,0,0
0.984,0,0
0.99,0,0
0.996,0,0
1.000000000200007,0,0
1.000000000200007,0,0.6238613752498555
1.002,0,0.8333591275348988
1.008,0,0.963835211746909
1.014,0,0.963835211746909
1.02,0,0.9638352117469088
1.026,0,0.9638352117469091
1.032,0,0.963835211746909
1.038,0,0.9638352117469088
1.044,0,0.9638352117469083
1.05,0,0.9638352117469093
1.056,0,0.9638352117469088
1.062,0,0.9638352117469088
1.068,0,0.9638352117469088
1.074,0,0.9638352117469088
1.08,0,0.9638352117469089
1.086,0,0.9638352117469089
1.092,0,0.9638352117469089
1.098,0,0.963835211746909
1.100000000210007,0,0.963835211746909
1.100000000210007,0,1.850707906247002
1.104,0,1.687769993573824
1.11,0,1.472444108927442
1.116,0,1.286964644821962
1.122,0,1.12664924852322
1.128,0,0.9876763631501515
1.134,0,0.86689591413219
1.14,0,0.7616908499339936
1.146,0,0.6698725453616977
1.152,0,0.5895995002433447
1.158,0,0.5193142873055113
1.164,0,0.4576927988196161
1.17,0,0.4036041877035795
1.176,0,0.3560789176457525
1.182,0,0.3142829973752653
1.188,0,0.277496704987248
1.194,0,0.2450967275867434
1.2,0,0.2165423845795476
1.206,0,0.1913638691105485
1.212,0,0.1691511927179732
1.218,0,0.1495464507660816
1.224,0,0.1322373701493837
1.23,0,0.1169501032492487
1.236,0,0.1034439013629398
1.242,0,0.09150886333279656
1.248,0,0.0809595228364479
1.254,0,0.07163312054782853
1.26,0,0.06338627946946329
1.266,0,0.05609288459029504
1.272,0,0.04964188517784744
1.278,0,0.04393534603126396
1.284,0,0.03888681464060473
1.29,0,0.03442000102053502
1.296,0,0.03046760965493008
1.302,0,0.026970098371086
1.308,0,0.02387486832230385
1.314,0,0.02113543840883202
1.32,0,0.01871077641562839
1.326,0,0.0165646629436089
1.332,0,0.01466506832425783
1.338,0,0.01298365316572062
1.344,0,0.01149523872939267
1.35,0,0.01017771441661399
1.356,0,0.009011282376441809
1.362,0,0.007978667318902035
1.368,0,0.007064371112592915
1.374,0,0.006254912588170395
1.38,0,0.005538195447491574
1.386,0,0.004903651953547626
1.392,0,0.004341828584615634
1.398,0,0.003844419218333336
1.404,0,0.003404010984278471
1.41,0,0.003014082748258438
1.416,0,0.002668822717104774
1.422,0,0.002363119927453321
1.428,0,0.002092430295324227
1.434,0,0.001852747432747713
1.44,0,0.001640521969353582
1.446,0,0.001452606214835367
1.452,0,0.001286224716001645
1.458,0,0.001138899499180058
1.464,0,0.001008458926199962
1.47,0,0.0008929531989933374
1.476,0,0.0007906840149257571
1.482,0,0.0007001207490290603
1.488,0,0.0006199354537780396
1.494,0,0.0005489280481832569
1.5,0,0.0004860588227123707
1.506,0,0.000430386119511243
1.512,0,0.0003810952417145651
1.518,0,0.000337446214371531
1.524,0,0.0002988007320074065
1.53,0,0.0002645779025313795
1.536,0,0.0002342773982356693
1.542,0,0.0002074451319149784
1.548,0,0.0001836964510990687
1.554,0,0.0001626827127645378
1.56,0,0.0001440971380681616
1.566,0,0.0001276650608552184
1.572,0,0.0001131369149280658
1.578,0,0.0001002808882095957
1.584,0,8.887598682489141e-05
1.59,0,7.872641312383e-05
1.596,0,6.97114695409456e-05
1.602,0,6.168887138781721e-05
1.608,0,5.455634064512911e-05
1.614,0,4.822525780396491e-05
1.62,0,4.253857065348932e-05
1.626,0,3.748602463468521e-05
1.632,0,3.30340704318804e-05
1.638,0,2.917063388865062e-05
1.644,0,2.566303089886224e-05
1.65,0,2.25509656037425e-05
1.656,0,1.982495082110935e-05
1.662,0,1.747340211212197e-05
1.668,0,1.538931238389251e-05
1.674,0,1.353126768065445e-05
1.68,0,1.190710521226327e-05
1.686,0,1.049944339994966e-05
1.692,0,9.271027813595702e-06
1.698,0,8.176459341712927e-06
1.704,0,7.21613692231319e-06
1.71,0,6.375158032697536e-06
1.716,0,5.638276123758281e-06
1.722,0,4.981241354186261e-06
1.728,0,4.4006126396744e-06
1.734,0,3.888579169857926e-06
1.74,0,3.439573756793709e-06
1.746,0,3.03347746936135e-06
1.752,0,2.672822980280711e-06
1.758,0,2.354802429063577e-06
1.764,0,2.07845713345702e-06
1.77,0,1.832044500198353e-06
1.776,0,1.613138513505653e-06
1.782,0,1.420926712990761e-06
1.788,0,1.252626736187539e-06
1.794,0,1.105363292026051e-06
1.8,0,9.759954482313159e-07
1.806,0,8.609439187220585e-07
1.812,0,7.56018351009463e-07
1.818,0,6.655660726628701e-07
1.824,0,6.042172653584524e-07
1.83,0,5.574481474658248e-07
1.836,0,5.236020841030822e-07
1.842,0,5.006401047607269e-07
1.848,0,4.86045253670817e-07
1.854,0,4.76726940176116e-07
1.86,0,4.689252890992413e-07
1.866,0,4.581154911118133e-07
1.872,0,4.543061837488895e-07
1.878,0,4.516478226352177e-07
1.884,0,4.473297094137034e-07
1.89,0,4.398153371731389e-07
1.896,0,4.275869470951633e-07
1.902,0,4.091455284542626e-07
1.908,0,3.830108186177705e-07
1.914,0,3.477213030458672e-07
1.92,0,3.166523101811589e-07
1.926,0,3.013151650451683e-07
1.932,0,2.860580761614685e-07
1.938,0,2.708810435300597e-07
1.944,0,2.557840671509417e-07
1.95,0,2.407671470241145e-07
1.956,0,2.258302831495782e-07
1.962,0,2.109734755273327e-07
1.968,0,1.96196724157378e-07
1.974,0,1.815000290397143e-07
1.98,0,1.668833901743413e-07
1.986,0,1.523468075612593e-07
1.992,0,1.37890281200468e-07
1.998,0,1.235138110919677e-07
2.004,0,1.092173972357582e-07
2.01,0,9.76565011117367e-08
2.016,0,9.511439939217292e-08
2.022,0,9.257229767260935e-08
2.028,0,9.003019595304558e-08
2.034,0,8.7488094233482e-08
2.04,0,8.494599251391824e-08
2.046,0,8.240389079435466e-08
2.052,0,7.98617890747909e-08
2.058,0,7.731968735522731e-08
2.064,0,7.477758563566355e-08
2.07,0,7.223548391609996e-08
2.076,0,6.96933821965362e-08
2.082,0,6.715128047697263e-08
2.088,0,6.460917875740886e-08
2.094,0,6.206707703784528e-08
2.1,0,5.952497531828152e-08
2.106,0,5.698287359871794e-08
2.112,0,5.444077187915417e-08
2.118,0,5.18986701595906e-08
2.124,0,4.935656844002683e-08
2.13,0,4.681446672046325e-08
2.136,0,4.427236500089948e-08
2.142,0,4.17302632813359e-08
2.148,0,3.918816156177214e-08
2.154,0,3.664605984220856e-08
2.16,0,3.41039581226448e-08
2.166,0,3.156185640308122e-08
2.172,0,2.901975468351745e-08
2.178,0,2.647765296395387e-08
2.184,0,2.393555124439011e-08
2.19,0,2.139344952482653e-08
2.196,0,2.065180711479895e-08
2.202,0,2.03492781397877e-08
2.208,0,2.004674916477643e-08
2.214,0,1.974422018976518e-08
2.22,0,1.94416912147539e-08
2.226,0,1.913916223974265e-08
2.232,0,1.883663326473138e-08
2.238,0,1.853410428972013e-08
2.244,0,1.823157531470886e-08
2.25,0,1.79290463396976e-08
2.256,0,1.762651736468635e-08
2.262,0,1.732398838967508e-08
2.268,0,1.702145941466383e-08
2.274,0,1.671893043965255e-08
2.28,0,1.64164014646413e-08
2.286,0,1.611387248963003e-08
2.292,0,1.581134351461878e-08
2.298,0,1.55088145396075e-08
2.304,0,1.520628556459625e-08
2.31,0,1.490375658958498e-08
2.316,0,1.460122761457373e-08
2.322,0,1.429869863956245e-08
2.328,0,1.39961696645512e-08
2.334,0,1.369364068953993e-08
2.34,0,1.339111171452868e-08
2.346,0,1.30885827395174e-08
2.352,0,1.278605376450615e-08
2.358,0,1.248352478949488e-08
2.364,0,1.218099581448363e-08
2.37,0,1.187846683947235e-08
2.376,0,1.15759378644611e-08
2.382,0,1.127340888944983e-08
2.388,0,1.097087991443858e-08
2.394,0,1.06683509394273e-08
2.4,0,1.036582196441605e-08
2.406,0,1.006329298940478e-08
2.412,0,9.760764014393526e-09
2.418,0,9.458235039382254e-09
2.424,0,9.155706064371003e-09
2.43,0,8.853177089359729e-09
2.436,0,8.550648114348477e-09
2.442,0,8.248119139337205e-09
2.448,0,7.945590164325952e-09
2.454,0,7.643061189314678e-09
2.46,0,7.340532214303428e-09
2.466,0,7.038003239292155e-09
2.472,0,6.735474264280903e-09
2.478,0,6.432945289269629e-09
2.484,0,6.130416314258378e-09
2.49,0,5.827887339247104e-09
2.496,0,5.525358364235854e-09
2.502,0,5.222829389224602e-09
2.508,0,4.920300414213328e-09
2.514,0,4.617771439202076e-09
2.52,0,4.315242464190803e-09
2.526,0,4.012713489179552e-09
2.532,0,3.710184514168278e-09
2.538,0,3.407655539157027e-09
2.544,0,3.105126564145754e-09
2.55,0,2.802597589134502e-09
2.556,0,2.500068614123228e-09
2.562,0,2.46817336023761e-09
2.568,0,2.4488359119904e-09
2.574,0,2.429498463743193e-09
2.58,0,2.410161015495983e-09
2.586,0,2.390823567248775e-09
2.592,0,2.371486119001566e-09
2.598,0,2.352148670754357e-09
2.604,0,2.332811222507148e-09
2.61,0,2.31347377425994e-09
2.616,0,2.294136326012731e-09
2.622,0,2.274798877765523e-09
2.628,0,2.255461429518313e-09
2.634,0,2.236123981271105e-09
2.64,0,2.216786533023896e-09
2.646,0,2.197449084776688e-09
2.652,0,2.178111636529478e-09
2.658,0,2.158774188282271e-09
2.664,0,2.139436740035061e-09
2.67,0,2.120099291787853e-09
2.676,0,2.100761843540644e-09
2.682,0,2.081424395293436e-09
2.688,0,2.062086947046226e-09
2.694,0,2.042749498799019e-09
2.7,0,2.023412050551809e-09
2.706,0,2.004074602304601e-09
2.712,0,1.984737154057391e-09
2.718,0,1.965399705810183e-09
2.724,0,1.946062257562974e-09
2.73,0,1.926724809315766e-09
2.736,0,1.907387361068557e-09
2.742,0,1.888049912821349e-09
2.748,0,1.868712464574139e-09
2.754,0,1.849375016326931e-09
2.76,0,1.830037568079724e-09
2.766,0,1.810700119832514e-09
2.772,0,1.791362671585306e-09
2.778,0,1.772025223338097e-09
2.784,0,1.752687775090889e-09
2.79,0,1.733350326843679e-09
2.796,0,1.714012878596471e-09
2.802,0,1.694675430349262e-09
2.808,0,1.675337982102054e-09
2.814,0,1.656000533854845e-09
2.82,0,1.636663085607637e-09
2.826,0,1.617325637360427e-09
2.832,0,1.597988189113219e-09
2.838,0,1.57865074086601e-09
2.844,0,1.559313292618802e-09
2.85,0,1.539975844371592e-09
2.856,0,1.520638396124384e-09
2.862,0,1.501300947877175e-09
2.868,0,1.481963499629967e-09
2.874,0,1.462626051382758e-09
2.88,0,1.44328860313555e-09
2.886,0,1.42395115488834e-09
2.892,0,1.404613706641132e-09
2.898,0,1.385276258393923e-09
2.904,0,1.365938810146715e-09
2.91,0,1.346601361899505e-09
2.916,0,1.327263913652297e-09
2.922,0,1.307926465405088e-09
2.928,0,1.28858901715788e-09
2.934,0,1.269251568910671e-09
2.94,0,1.249914120663463e-09
2.946,0,1.230576672416253e-09
2.952,0,1.211239224169045e-09
2.958,0,1.191901775921836e-09
2.964,0,1.172564327674628e-09
2.97,0,1.153226879427418e-09
2.976,0,1.13388943118021e-09
2.982,0,1.114551982933001e-09
2.988,0,1.095214534685793e-09
2.994,0,1.075877086438584e-09
3,0,1.056539638191376e-09
3,0,1.056539638191376e-09
