"time","loadPQ.QPu","sVarCStandard.injector.QInjPu"
1.188,1.5,0.6162743125247347
1.194,1.5,0.6176220962792833
1.2,1.5,0.6188116422678112
1.206,1.5,0.6198614229750771
1.212,1.5,0.620787851367847
1.218,1.5,0.6216053968304763
1.224,1.5,0.6223268250154912
1.23,1.5,0.6229634756840789
1.236,1.5,0.6235252540109267
1.242,1.5,0.6240210331943807
1.248,1.5,0.624458495859045
1.254,1.5,0.6248445584010748
1.26,1.5,0.6251852014490901
1.266,1.5,0.6254858069704755
1.272,1.5,0.6257510365602437
1.278,1.5,0.6259850889550487
1.284,1.5,0.6261915960620215
1.29,1.5,0.6263738298983305
1.296,1.5,0.6265346208811718
1.302,1.5,0.6266765104089497
1.308,1.5,0.626801706821108
1.314,1.5,0.6269121812324959
1.32,1.5,0.627009659086373
1.326,1.5,0.62709567010795
1.332,1.5,0.6271715640846142
1.338,1.5,0.6272385277654579
1.344,1.5,0.6272976177624296
1.35,1.5,0.6273497530457308
1.356,1.5,0.6273957593867965
1.362,1.5,0.6274363374547398
1.368,1.5,0.6274721172714115
1.374,1.5,0.6275036516849484
1.38,1.5,0.6275314338282585
1.386,1.5,0.6275559105134593
1.392,1.5,0.6275774957340674
1.398,1.5,0.6275965840364387
1.404,1.5,0.6276135096346431
1.41,1.5,0.6276284937967085
1.416,1.5,0.6276417800852433
1.422,1.5,0.6276535425532995
1.428,1.5,0.627663978228846
1.434,1.5,0.627673294166652
1.44,1.5,0.6276815226972238
1.446,1.5,0.6276887122132184
1.452,1.5,0.6276950075355074
1.458,1.5,0.6277006846428267
1.464,1.5,0.6277056646801219
1.47,1.5,0.6277099795328167
1.476,1.5,0.6277137135885941
1.482,1.5,0.6277170666906193
1.488,1.5,0.6277199937232599
1.494,1.5,0.627722529530477
1.5,1.5,0.6277247223475623
1.506,1.5,0.6277266734301246
1.512,1.5,0.6277283799431733
1.518,1.5,0.627729869828119
1.524,1.5,0.6277311707172731
1.53,1.5,0.6277323260742712
1.536,1.5,0.6277333434263597
1.542,1.5,0.6277342370862853
1.548,1.5,0.6277350205476006
1.554,1.5,0.6277357246147718
1.56,1.5,0.6277363469040536
1.566,1.5,0.6277368921869771
1.572,1.5,0.6277373642408516
1.578,1.5,0.6277377880715296
1.584,1.5,0.6277381597540592
1.59,1.5,0.6277384846288299
1.596,1.5,0.6277387679728522
1.602,1.5,0.6277390153338979
1.608,1.5,0.6277392328646416
1.614,1.5,0.627739427656799
1.62,1.5,0.6277396071216137
1.626,1.5,0.6277397292779074
1.632,1.5,0.6277398243661254
1.638,1.5,0.6277398953905652
1.644,1.5,0.6277399460200258
1.65,1.5,0.6277399807764685
1.656,1.5,0.6277400052236792
1.662,1.5,0.6277400261559307
1.668,1.5,0.6277400517866432
1.674,1.5,0.6277400643184697
1.68,1.5,0.6277400750579852
1.686,1.5,0.6277400883990215
1.692,1.5,0.6277401070690273
1.698,1.5,0.6277401337395384
1.704,1.5,0.6277401710261792
1.71,1.5,0.627740221488661
1.716,1.5,0.6277402876307832
1.722,1.5,0.6277403252732345
1.728,1.5,0.6277403536585181
1.734,1.5,0.6277403816425198
1.74,1.5,0.6277404092252395
1.746,1.5,0.6277404364066773
1.752,1.5,0.6277404631868332
1.758,1.5,0.627740489565707
1.764,1.5,0.6277405155432989
1.77,1.5,0.6277405411196089
1.776,1.5,0.6277405662946368
1.782,1.5,0.6277405910683829
1.788,1.5,0.627740615440847
1.794,1.5,0.6277406394120291
1.8,1.5,0.6277406629819293
1.806,1.5,0.6277406818871408
1.812,1.5,0.6277406859067485
1.818,1.5,0.6277406899263561
1.824,1.5,0.6277406939459638
1.83,1.5,0.6277406979655713
1.836,1.5,0.627740701985179
1.842,1.5,0.6277407060047866
1.848,1.5,0.6277407100243942
1.854,1.5,0.6277407140440018
1.86,1.5,0.6277407180636094
1.866,1.5,0.6277407220832171
1.872,1.5,0.6277407261028247
1.878,1.5,0.6277407301224323
1.884,1.5,0.6277407341420399
1.89,1.5,0.6277407381616475
1.896,1.5,0.6277407421812552
1.902,1.5,0.6277407462008627
1.908,1.5,0.6277407502204704
1.914,1.5,0.627740754240078
1.92,1.5,0.6277407582596857
1.926,1.5,0.6277407622792932
1.932,1.5,0.6277407662989009
1.938,1.5,0.6277407703185085
1.944,1.5,0.6277407743381161
1.95,1.5,0.6277407783577237
1.956,1.5,0.6277407823773313
1.962,1.5,0.627740786396939
1.968,1.5,0.6277407904165466
1.974,1.5,0.6277407944361542
1.98,1.5,0.6277407982936498
1.986,1.5,0.6277407987776423
1.992,1.5,0.6277407992616347
1.998,1.5,0.6277407997456272
2.004,1.5,0.6277408002296196
2.01,1.5,0.6277408007136122
2.016,1.5,0.6277408011976047
2.022,1.5,0.6277408016815971
2.028,1.5,0.6277408021655896
2.034,1.5,0.627740802649582
2.04,1.5,0.6277408031335745
2.046,1.5,0.627740803617567
2.052,1.5,0.6277408041015594
2.058,1.5,0.6277408045855519
2.064,1.5,0.6277408050695443
2.07,1.5,0.6277408055535368
2.076,1.5,0.6277408060375294
2.082,1.5,0.6277408065215218
2.088,1.5,0.6277408070055143
2.094,1.5,0.6277408074895067
2.1,1.5,0.6277408079734992
2.106,1.5,0.6277408084574917
2.112,1.5,0.6277408089414841
2.118,1.5,0.6277408094254766
2.124,1.5,0.6277408099094691
2.13,1.5,0.6277408103934615
2.136,1.5,0.627740810877454
2.142,1.5,0.6277408113614464
2.148,1.5,0.627740811845439
2.154,1.5,0.6277408123294315
2.16,1.5,0.6277408128134239
2.166,1.5,0.6277408132974164
2.172,1.5,0.6277408137814088
2.178,1.5,0.6277408142654013
2.184,1.5,0.6277408147493938
2.19,1.5,0.6277408152333862
2.196,1.5,0.6277408157173787
2.202,1.5,0.6277408162013711
2.208,1.5,0.6277408166853636
2.214,1.5,0.6277408171693561
2.22,1.5,0.6277408176533485
2.226,1.5,0.6277408181373411
2.232,1.5,0.6277408186213335
2.238,1.5,0.627740819105326
2.244,1.5,0.6277408195893185
2.25,1.5,0.6277408200733109
2.256,1.5,0.6277408205573034
2.262,1.5,0.6277408210412958
2.268,1.5,0.6277408215252883
2.274,1.5,0.6277408220092808
2.28,1.5,0.6277408224932732
2.286,1.5,0.6277408229772657
2.292,1.5,0.6277408234612581
2.298,1.5,0.6277408239452507
2.304,1.5,0.6277408244292432
2.31,1.5,0.6277408249132356
2.316,1.5,0.6277408253972281
2.322,1.5,0.6277408258812205
2.328,1.5,0.627740826365213
2.334,1.5,0.6277408265372708
2.34,1.5,0.6277408265682768
2.346,1.5,0.6277408265992828
2.352,1.5,0.6277408266302887
2.358,1.5,0.6277408266612947
2.364,1.5,0.6277408266923006
2.37,1.5,0.6277408267233066
2.376,1.5,0.6277408267543125
2.382,1.5,0.6277408267853185
2.388,1.5,0.6277408268163245
2.394,1.5,0.6277408268473305
2.4,1.5,0.6277408268783364
2.406,1.5,0.6277408269093423
2.412,1.5,0.6277408269403483
2.418,1.5,0.6277408269713542
2.424,1.5,0.6277408270023602
2.43,1.5,0.6277408270333662
2.436,1.5,0.6277408270643722
2.442,1.5,0.6277408270953782
2.448,1.5,0.627740827126384
2.454,1.5,0.62774082715739
2.46,1.5,0.627740827188396
2.466,1.5,0.6277408272194019
2.472,1.5,0.6277408272504079
2.478,1.5,0.6277408272814139
2.484,1.5,0.6277408273124199
2.49,1.5,0.6277408273434257
2.496,1.5,0.6277408273744317
2.502,1.5,0.6277408274054377
2.508,1.5,0.6277408274364437
2.514,1.5,0.6277408274674496
2.52,1.5,0.6277408274984556
2.526,1.5,0.6277408275294616
2.532,1.5,0.6277408275604675
2.538,1.5,0.6277408275914734
2.544,1.5,0.6277408276224794
2.55,1.5,0.6277408276534854
2.556,1.5,0.6277408276844914
2.562,1.5,0.6277408277154973
2.568,1.5,0.6277408277465032
2.574,1.5,0.6277408277775092
2.58,1.5,0.6277408278085151
2.586,1.5,0.6277408278395211
2.592,1.5,0.6277408278705271
2.598,1.5,0.6277408279015331
2.604,1.5,0.627740827932539
2.61,1.5,0.6277408279635449
2.616,1.5,0.6277408279945509
2.622,1.5,0.6277408280255569
2.628,1.5,0.6277408280565628
2.634,1.5,0.6277408280875688
2.64,1.5,0.6277408281185748
2.646,1.5,0.6277408281495808
2.652,1.5,0.6277408281805866
2.658,1.5,0.6277408282115926
2.664,1.5,0.6277408282425986
2.67,1.5,0.6277408282736046
2.676,1.5,0.6277408283046105
2.682,1.5,0.6277408283356165
2.688,1.5,0.6277408283666225
2.694,1.5,0.6277408283976283
2.7,1.5,0.6277408284286343
2.706,1.5,0.6277408284596403
2.712,1.5,0.6277408284906463
2.718,1.5,0.6277408285216522
2.724,1.5,0.6277408285526582
2.73,1.5,0.6277408285836642
2.736,1.5,0.6277408286146701
2.742,1.5,0.627740828645676
2.748,1.5,0.627740828676682
2.754,1.5,0.627740828707688
2.76,1.5,0.627740828738694
2.766,1.5,0.6277408287696999
2.772,1.5,0.6277408288007058
2.778,1.5,0.6277408288317118
2.784,1.5,0.6277408288627178
2.79,1.5,0.6277408288937237
2.796,1.5,0.6277408289247297
2.802,1.5,0.6277408289557357
2.808,1.5,0.6277408289867417
2.814,1.5,0.6277408290177475
2.82,1.5,0.6277408290487535
2.826,1.5,0.6277408290797595
2.832,1.5,0.6277408291107655
2.838,1.5,0.6277408291417714
2.844,1.5,0.6277408291727774
2.85,1.5,0.6277408292037834
2.856,1.5,0.6277408292347892
2.862,1.5,0.6277408292657952
2.868,1.5,0.6277408292968012
2.874,1.5,0.6277408293278072
2.88,1.5,0.6277408293588131
2.886,1.5,0.6277408293898191
2.892,1.5,0.6277408294208251
2.898,1.5,0.627740829451831
2.904,1.5,0.6277408294828369
2.91,1.5,0.6277408295138429
2.916,1.5,0.6277408295448489
2.922,1.5,0.6277408295758549
2.928,1.5,0.6277408296068608
2.934,1.5,0.6277408296378668
2.94,1.5,0.6277408296688727
2.946,1.5,0.6277408296998787
2.952,1.5,0.6277408297308846
2.958,1.5,0.6277408297618906
2.964,1.5,0.6277408297928966
2.97,1.5,0.6277408298239026
2.976,1.5,0.6277408298549084
2.982,1.5,0.6277408298859144
2.988,1.5,0.6277408299169204
2.994,1.5,0.6277408299479263
3,1.5,0.6277408299789323
3,1.5,0.6277408299789323
