time;WPP4A_WPP_wPPControl_measurements_PPu;WPP4A_WPP_wPPControl_measurements_QPu;WPP4A_WPP_wPPControl_measurements_UPu;WPP4A_WPP_terminal_V_re;WPP4A_WPP_terminal_V_im;WPP4A_WPP_terminal_i_re;WPP4A_WPP_terminal_i_im;WPP4A_WPP_wT4ACurrentSource_gridProtection_fOCB;
3.106170;0.467297;-0.210011;1.018588;1.015336;0.081332;-0.440842;-0.242151;-1.000000;
3.106439;0.467311;-0.210011;1.018588;1.015335;0.081335;-0.440855;-0.242154;-1.000000;
3.106573;0.467319;-0.210011;1.018588;1.015335;0.081337;-0.440862;-0.242156;-1.000000;
3.106841;0.467333;-0.210011;1.018587;1.015334;0.081341;-0.440875;-0.242158;-1.000000;
3.106976;0.467340;-0.210011;1.018587;1.015334;0.081343;-0.440882;-0.242160;-1.000000;
3.107244;0.467355;-0.210011;1.018587;1.015334;0.081346;-0.440895;-0.242163;-1.000000;
3.107379;0.467362;-0.210011;1.018587;1.015333;0.081348;-0.440902;-0.242164;-1.000000;
3.107647;0.467377;-0.210011;1.018587;1.015333;0.081352;-0.440915;-0.242167;-1.000000;
3.107782;0.467384;-0.210011;1.018587;1.015333;0.081354;-0.440922;-0.242168;-1.000000;
3.108050;0.467398;-0.210011;1.018587;1.015332;0.081357;-0.440936;-0.242171;-1.000000;
3.108185;0.467406;-0.210011;1.018586;1.015332;0.081359;-0.440942;-0.242172;-1.000000;
3.108453;0.467420;-0.210011;1.018586;1.015332;0.081363;-0.440956;-0.242175;-1.000000;
3.108588;0.467427;-0.210011;1.018586;1.015331;0.081365;-0.440962;-0.242176;-1.000000;
3.108856;0.467442;-0.210011;1.018586;1.015331;0.081368;-0.440976;-0.242179;-1.000000;
3.108991;0.467449;-0.210011;1.018586;1.015331;0.081370;-0.440982;-0.242181;-1.000000;
3.109259;0.467464;-0.210011;1.018586;1.015330;0.081374;-0.440996;-0.242183;-1.000000;
3.109394;0.467471;-0.210011;1.018586;1.015330;0.081376;-0.441002;-0.242185;-1.000000;
3.109662;0.467485;-0.210011;1.018585;1.015329;0.081379;-0.441016;-0.242188;-1.000000;
3.109797;0.467492;-0.210011;1.018585;1.015329;0.081381;-0.441022;-0.242189;-1.000000;
3.110065;0.467507;-0.210011;1.018585;1.015329;0.081385;-0.441036;-0.242192;-1.000000;
3.110200;0.467514;-0.210011;1.018585;1.015328;0.081387;-0.441042;-0.242193;-1.000000;
3.110468;0.467528;-0.210011;1.018585;1.015328;0.081390;-0.441056;-0.242196;-1.000000;
3.110603;0.467536;-0.210011;1.018585;1.015328;0.081392;-0.441062;-0.242197;-1.000000;
3.110871;0.467550;-0.210011;1.018585;1.015327;0.081396;-0.441076;-0.242200;-1.000000;
3.111006;0.467557;-0.210011;1.018584;1.015327;0.081398;-0.441082;-0.242202;-1.000000;
3.111274;0.467572;-0.210011;1.018584;1.015326;0.081401;-0.441096;-0.242204;-1.000000;
3.111409;0.467579;-0.210011;1.018584;1.015326;0.081403;-0.441102;-0.242206;-1.000000;
3.111677;0.467593;-0.210011;1.018584;1.015326;0.081407;-0.441115;-0.242208;-1.000000;
3.111812;0.467601;-0.210011;1.018584;1.015325;0.081409;-0.441122;-0.242210;-1.000000;
3.112080;0.467615;-0.210011;1.018584;1.015325;0.081412;-0.441135;-0.242213;-1.000000;
3.112215;0.467622;-0.210011;1.018584;1.015325;0.081414;-0.441142;-0.242214;-1.000000;
3.112483;0.467636;-0.210011;1.018583;1.015324;0.081418;-0.441155;-0.242217;-1.000000;
3.112618;0.467644;-0.210011;1.018583;1.015324;0.081420;-0.441162;-0.242218;-1.000000;
3.112886;0.467658;-0.210011;1.018583;1.015324;0.081423;-0.441175;-0.242221;-1.000000;
3.113021;0.467665;-0.210011;1.018583;1.015323;0.081425;-0.441182;-0.242222;-1.000000;
3.113289;0.467680;-0.210011;1.018583;1.015323;0.081429;-0.441195;-0.242225;-1.000000;
3.113424;0.467687;-0.210011;1.018583;1.015323;0.081431;-0.441202;-0.242226;-1.000000;
3.113692;0.467701;-0.210011;1.018583;1.015322;0.081434;-0.441215;-0.242229;-1.000000;
3.113827;0.467708;-0.210011;1.018582;1.015322;0.081436;-0.441222;-0.242231;-1.000000;
3.114095;0.467723;-0.210011;1.018582;1.015321;0.081440;-0.441235;-0.242233;-1.000000;
3.114230;0.467730;-0.210011;1.018582;1.015321;0.081442;-0.441241;-0.242235;-1.000000;
3.114498;0.467744;-0.210011;1.018582;1.015321;0.081445;-0.441255;-0.242237;-1.000000;
3.114633;0.467751;-0.210011;1.018582;1.015320;0.081447;-0.441261;-0.242239;-1.000000;
3.114901;0.467766;-0.210011;1.018582;1.015320;0.081451;-0.441275;-0.242242;-1.000000;
3.115035;0.467773;-0.210011;1.018582;1.015320;0.081453;-0.441281;-0.242243;-1.000000;
3.115304;0.467787;-0.210011;1.018581;1.015319;0.081456;-0.441294;-0.242246;-1.000000;
3.115438;0.467794;-0.210011;1.018581;1.015319;0.081458;-0.441301;-0.242247;-1.000000;
3.115707;0.467808;-0.210011;1.018581;1.015318;0.081462;-0.441314;-0.242250;-1.000000;
3.115841;0.467816;-0.210011;1.018581;1.015318;0.081463;-0.441321;-0.242251;-1.000000;
3.116110;0.467830;-0.210011;1.018581;1.015318;0.081467;-0.441334;-0.242254;-1.000000;
3.116244;0.467837;-0.210011;1.018581;1.015317;0.081469;-0.441341;-0.242255;-1.000000;
3.116513;0.467851;-0.210011;1.018581;1.015317;0.081473;-0.441354;-0.242258;-1.000000;
3.116647;0.467858;-0.210011;1.018580;1.015317;0.081474;-0.441360;-0.242260;-1.000000;
3.116916;0.467873;-0.210011;1.018580;1.015316;0.081478;-0.441374;-0.242262;-1.000000;
3.117050;0.467880;-0.210011;1.018580;1.015316;0.081480;-0.441380;-0.242264;-1.000000;
3.117319;0.467894;-0.210011;1.018580;1.015316;0.081483;-0.441393;-0.242266;-1.000000;
3.117453;0.467901;-0.210011;1.018580;1.015315;0.081485;-0.441400;-0.242268;-1.000000;
3.117722;0.467916;-0.210011;1.018580;1.015315;0.081489;-0.441413;-0.242271;-1.000000;
3.117856;0.467923;-0.210011;1.018580;1.015315;0.081491;-0.441420;-0.242272;-1.000000;
3.118125;0.467937;-0.210011;1.018579;1.015314;0.081494;-0.441433;-0.242275;-1.000000;
3.118259;0.467944;-0.210011;1.018579;1.015314;0.081496;-0.441439;-0.242276;-1.000000;
3.118528;0.467958;-0.210011;1.018579;1.015313;0.081500;-0.441452;-0.242279;-1.000000;
3.118662;0.467965;-0.210011;1.018579;1.015313;0.081502;-0.441459;-0.242280;-1.000000;
3.118931;0.467980;-0.210011;1.018579;1.015313;0.081505;-0.441472;-0.242283;-1.000000;
3.119065;0.467987;-0.210011;1.018579;1.015312;0.081507;-0.441479;-0.242284;-1.000000;
3.119334;0.468001;-0.210011;1.018579;1.015312;0.081511;-0.441492;-0.242287;-1.000000;
3.119468;0.468008;-0.210011;1.018578;1.015312;0.081512;-0.441498;-0.242288;-1.000000;
3.119737;0.468022;-0.210011;1.018578;1.015311;0.081516;-0.441512;-0.242291;-1.000000;
3.119871;0.468029;-0.210011;1.018578;1.015311;0.081518;-0.441518;-0.242292;-1.000000;
3.120140;0.468044;-0.210011;1.018578;1.015310;0.081521;-0.441531;-0.242295;-1.000000;
3.120274;0.468051;-0.210011;1.018578;1.015310;0.081523;-0.441538;-0.242297;-1.000000;
3.120543;0.468065;-0.210011;1.018578;1.015310;0.081527;-0.441551;-0.242299;-1.000000;
3.120677;0.468072;-0.210011;1.018578;1.015310;0.081529;-0.441557;-0.242301;-1.000000;
3.120946;0.468086;-0.210011;1.018577;1.015309;0.081532;-0.441570;-0.242303;-1.000000;
3.121080;0.468093;-0.210011;1.018577;1.015309;0.081534;-0.441577;-0.242305;-1.000000;
3.121349;0.468107;-0.210011;1.018577;1.015308;0.081538;-0.441590;-0.242307;-1.000000;
3.121483;0.468114;-0.210011;1.018577;1.015308;0.081540;-0.441597;-0.242309;-1.000000;
3.121752;0.468129;-0.210011;1.018577;1.015308;0.081543;-0.441610;-0.242312;-1.000000;
3.121886;0.468136;-0.210011;1.018577;1.015307;0.081545;-0.441616;-0.242313;-1.000000;
3.122155;0.468150;-0.210011;1.018577;1.015307;0.081549;-0.441629;-0.242316;-1.000000;
3.122289;0.468157;-0.210011;1.018577;1.015307;0.081550;-0.441636;-0.242317;-1.000000;
3.122558;0.468171;-0.210011;1.018576;1.015306;0.081554;-0.441649;-0.242320;-1.000000;
3.122692;0.468178;-0.210011;1.018576;1.015306;0.081556;-0.441655;-0.242321;-1.000000;
3.122961;0.468192;-0.210011;1.018576;1.015305;0.081559;-0.441668;-0.242324;-1.000000;
3.123095;0.468199;-0.210011;1.018576;1.015305;0.081561;-0.441675;-0.242325;-1.000000;
3.123364;0.468213;-0.210011;1.018576;1.015305;0.081565;-0.441688;-0.242328;-1.000000;
3.123498;0.468220;-0.210011;1.018576;1.015305;0.081566;-0.441695;-0.242329;-1.000000;
3.123767;0.468235;-0.210011;1.018575;1.015304;0.081570;-0.441708;-0.242332;-1.000000;
3.123901;0.468242;-0.210011;1.018575;1.015304;0.081572;-0.441714;-0.242333;-1.000000;
3.124170;0.468256;-0.210011;1.018575;1.015303;0.081575;-0.441727;-0.242336;-1.000000;
3.124304;0.468263;-0.210011;1.018575;1.015303;0.081577;-0.441734;-0.242337;-1.000000;
3.124573;0.468277;-0.210011;1.018575;1.015303;0.081581;-0.441747;-0.242340;-1.000000;
3.124707;0.468284;-0.210011;1.018575;1.015302;0.081583;-0.441753;-0.242342;-1.000000;
3.124976;0.468298;-0.210011;1.018575;1.015302;0.081586;-0.441766;-0.242344;-1.000000;
3.125110;0.468305;-0.210011;1.018575;1.015302;0.081588;-0.441773;-0.242346;-1.000000;
3.125379;0.468319;-0.210011;1.018574;1.015301;0.081592;-0.441786;-0.242348;-1.000000;
3.125513;0.468326;-0.210011;1.018574;1.015301;0.081593;-0.441792;-0.242350;-1.000000;
3.125782;0.468340;-0.210011;1.018574;1.015300;0.081597;-0.441805;-0.242352;-1.000000;
3.125916;0.468347;-0.210011;1.018574;1.015300;0.081599;-0.441812;-0.242354;-1.000000;
3.126185;0.468361;-0.210011;1.018574;1.015300;0.081602;-0.441825;-0.242356;-1.000000;
3.126319;0.468368;-0.210011;1.018574;1.015300;0.081604;-0.441831;-0.242358;-1.000000;
3.126588;0.468382;-0.210011;1.018573;1.015299;0.081608;-0.441844;-0.242361;-1.000000;
3.126722;0.468389;-0.210011;1.018573;1.015299;0.081609;-0.441851;-0.242362;-1.000000;
3.126991;0.468403;-0.210011;1.018573;1.015298;0.081613;-0.441863;-0.242365;-1.000000;
3.127125;0.468410;-0.210011;1.018573;1.015298;0.081615;-0.441870;-0.242366;-1.000000;
3.127394;0.468424;-0.210011;1.018573;1.015298;0.081618;-0.441883;-0.242369;-1.000000;
3.127528;0.468431;-0.210011;1.018573;1.015297;0.081620;-0.441889;-0.242370;-1.000000;
3.127797;0.468445;-0.210011;1.018573;1.015297;0.081624;-0.441902;-0.242373;-1.000000;
3.127931;0.468452;-0.210011;1.018573;1.015297;0.081626;-0.441909;-0.242374;-1.000000;
3.128200;0.468466;-0.210011;1.018572;1.015296;0.081629;-0.441922;-0.242377;-1.000000;
3.128334;0.468473;-0.210011;1.018572;1.015296;0.081631;-0.441928;-0.242378;-1.000000;
3.128603;0.468487;-0.210011;1.018572;1.015295;0.081634;-0.441941;-0.242381;-1.000000;
3.128737;0.468494;-0.210011;1.018572;1.015295;0.081636;-0.441948;-0.242382;-1.000000;
3.129006;0.468508;-0.210011;1.018572;1.015295;0.081640;-0.441960;-0.242385;-1.000000;
3.129140;0.468515;-0.210011;1.018572;1.015295;0.081642;-0.441967;-0.242386;-1.000000;
3.129409;0.468529;-0.210011;1.018572;1.015294;0.081645;-0.441980;-0.242389;-1.000000;
3.129543;0.468536;-0.210011;1.018571;1.015294;0.081647;-0.441986;-0.242390;-1.000000;
3.129812;0.468550;-0.210011;1.018571;1.015293;0.081650;-0.441999;-0.242393;-1.000000;
3.129946;0.468557;-0.210011;1.018571;1.015293;0.081652;-0.442006;-0.242394;-1.000000;
3.130215;0.468571;-0.210011;1.018571;1.015293;0.081656;-0.442019;-0.242397;-1.000000;
3.130349;0.468578;-0.210011;1.018571;1.015292;0.081658;-0.442025;-0.242398;-1.000000;
3.130618;0.468592;-0.210011;1.018571;1.015292;0.081661;-0.442038;-0.242401;-1.000000;
3.130752;0.468599;-0.210011;1.018571;1.015292;0.081663;-0.442044;-0.242402;-1.000000;
3.131021;0.468613;-0.210011;1.018570;1.015291;0.081666;-0.442057;-0.242405;-1.000000;
3.131155;0.468620;-0.210011;1.018570;1.015291;0.081668;-0.442064;-0.242406;-1.000000;
3.131423;0.468634;-0.210011;1.018570;1.015291;0.081672;-0.442076;-0.242409;-1.000000;
3.131558;0.468641;-0.210011;1.018570;1.015290;0.081673;-0.442083;-0.242410;-1.000000;
3.131826;0.468655;-0.210011;1.018570;1.015290;0.081677;-0.442096;-0.242413;-1.000000;
3.131961;0.468662;-0.210011;1.018570;1.015290;0.081679;-0.442102;-0.242414;-1.000000;
3.132229;0.468676;-0.210011;1.018570;1.015289;0.081682;-0.442115;-0.242417;-1.000000;
3.132364;0.468683;-0.210011;1.018569;1.015289;0.081684;-0.442121;-0.242418;-1.000000;
3.132632;0.468697;-0.210011;1.018569;1.015288;0.081688;-0.442134;-0.242421;-1.000000;
3.132767;0.468704;-0.210011;1.018569;1.015288;0.081689;-0.442141;-0.242423;-1.000000;
3.133035;0.468718;-0.210010;1.018569;1.015288;0.081693;-0.442154;-0.242425;-1.000000;
3.133170;0.468724;-0.210010;1.018569;1.015287;0.081695;-0.442160;-0.242427;-1.000000;
3.133438;0.468738;-0.210010;1.018569;1.015287;0.081698;-0.442173;-0.242429;-1.000000;
3.133573;0.468745;-0.210010;1.018569;1.015287;0.081700;-0.442179;-0.242431;-1.000000;
3.133841;0.468759;-0.210010;1.018568;1.015286;0.081704;-0.442192;-0.242433;-1.000000;
3.133976;0.468766;-0.210010;1.018568;1.015286;0.081705;-0.442198;-0.242435;-1.000000;
3.134244;0.468780;-0.210010;1.018568;1.015286;0.081709;-0.442211;-0.242437;-1.000000;
3.134379;0.468787;-0.210010;1.018568;1.015285;0.081711;-0.442218;-0.242439;-1.000000;
3.134647;0.468801;-0.210010;1.018568;1.015285;0.081714;-0.442230;-0.242441;-1.000000;
3.134782;0.468808;-0.210010;1.018568;1.015285;0.081716;-0.442237;-0.242443;-1.000000;
3.135050;0.468822;-0.210010;1.018568;1.015284;0.081719;-0.442250;-0.242445;-1.000000;
3.135185;0.468828;-0.210010;1.018568;1.015284;0.081721;-0.442256;-0.242447;-1.000000;
3.135453;0.468842;-0.210010;1.018567;1.015283;0.081725;-0.442269;-0.242449;-1.000000;
3.135588;0.468849;-0.210010;1.018567;1.015283;0.081726;-0.442275;-0.242451;-1.000000;
3.135856;0.468863;-0.210010;1.018567;1.015283;0.081730;-0.442288;-0.242453;-1.000000;
3.135991;0.468870;-0.210010;1.018567;1.015283;0.081732;-0.442294;-0.242455;-1.000000;
3.136259;0.468884;-0.210010;1.018567;1.015282;0.081735;-0.442307;-0.242457;-1.000000;
3.136394;0.468891;-0.210010;1.018567;1.015282;0.081737;-0.442313;-0.242459;-1.000000;
3.136662;0.468905;-0.210010;1.018567;1.015281;0.081741;-0.442326;-0.242461;-1.000000;
3.136797;0.468911;-0.210010;1.018566;1.015281;0.081742;-0.442333;-0.242463;-1.000000;
3.137065;0.468925;-0.210010;1.018566;1.015281;0.081746;-0.442345;-0.242465;-1.000000;
3.137200;0.468932;-0.210010;1.018566;1.015280;0.081748;-0.442352;-0.242467;-1.000000;
3.137468;0.468946;-0.210010;1.018566;1.015280;0.081751;-0.442364;-0.242469;-1.000000;
3.137603;0.468953;-0.210010;1.018566;1.015280;0.081753;-0.442371;-0.242471;-1.000000;
3.137871;0.468967;-0.210010;1.018566;1.015279;0.081756;-0.442384;-0.242473;-1.000000;
3.138006;0.468973;-0.210010;1.018566;1.015279;0.081758;-0.442390;-0.242475;-1.000000;
3.138274;0.468987;-0.210010;1.018565;1.015279;0.081762;-0.442403;-0.242477;-1.000000;
3.138409;0.468994;-0.210010;1.018565;1.015278;0.081763;-0.442409;-0.242479;-1.000000;
3.138677;0.469008;-0.210010;1.018565;1.015278;0.081767;-0.442422;-0.242481;-1.000000;
3.138812;0.469015;-0.210010;1.018565;1.015278;0.081769;-0.442428;-0.242483;-1.000000;
3.139080;0.469029;-0.210010;1.018565;1.015277;0.081772;-0.442441;-0.242485;-1.000000;
3.139215;0.469035;-0.210010;1.018565;1.015277;0.081774;-0.442447;-0.242487;-1.000000;
3.139483;0.469049;-0.210010;1.018565;1.015276;0.081777;-0.442460;-0.242489;-1.000000;
3.139617;0.469056;-0.210010;1.018565;1.015276;0.081779;-0.442466;-0.242491;-1.000000;
3.139886;0.469070;-0.210010;1.018564;1.015276;0.081783;-0.442479;-0.242493;-1.000000;
3.140020;0.469077;-0.210010;1.018564;1.015276;0.081784;-0.442485;-0.242495;-1.000000;
3.140289;0.469090;-0.210010;1.018564;1.015275;0.081788;-0.442498;-0.242497;-1.000000;
3.140423;0.469097;-0.210010;1.018564;1.015275;0.081790;-0.442504;-0.242499;-1.000000;
3.140692;0.469111;-0.210010;1.018564;1.015274;0.081793;-0.442517;-0.242501;-1.000000;
3.140826;0.469118;-0.210010;1.018564;1.015274;0.081795;-0.442523;-0.242503;-1.000000;
3.141095;0.469132;-0.210010;1.018564;1.015274;0.081798;-0.442536;-0.242505;-1.000000;
3.141229;0.469138;-0.210010;1.018563;1.015273;0.081800;-0.442542;-0.242507;-1.000000;
3.141498;0.469152;-0.210010;1.018563;1.015273;0.081804;-0.442555;-0.242509;-1.000000;
3.141632;0.469159;-0.210010;1.018563;1.015273;0.081805;-0.442561;-0.242510;-1.000000;
3.141901;0.469173;-0.210010;1.018563;1.015272;0.081809;-0.442574;-0.242513;-1.000000;
3.142035;0.469179;-0.210010;1.018563;1.015272;0.081811;-0.442580;-0.242514;-1.000000;
3.142304;0.469193;-0.210010;1.018563;1.015272;0.081814;-0.442593;-0.242517;-1.000000;
3.142438;0.469200;-0.210010;1.018563;1.015271;0.081816;-0.442599;-0.242518;-1.000000;
3.142707;0.469214;-0.210010;1.018562;1.015271;0.081819;-0.442612;-0.242521;-1.000000;
3.142841;0.469221;-0.210010;1.018562;1.015271;0.081821;-0.442618;-0.242522;-1.000000;
3.143110;0.469234;-0.210010;1.018562;1.015270;0.081824;-0.442631;-0.242525;-1.000000;
3.143244;0.469241;-0.210010;1.018562;1.015270;0.081826;-0.442637;-0.242526;-1.000000;
3.143513;0.469255;-0.210010;1.018562;1.015270;0.081830;-0.442650;-0.242529;-1.000000;
3.143647;0.469261;-0.210010;1.018562;1.015269;0.081831;-0.442656;-0.242530;-1.000000;
3.143916;0.469275;-0.210010;1.018562;1.015269;0.081835;-0.442668;-0.242533;-1.000000;
3.144050;0.469282;-0.210010;1.018561;1.015269;0.081837;-0.442675;-0.242534;-1.000000;
3.144319;0.469296;-0.210010;1.018561;1.015268;0.081840;-0.442687;-0.242537;-1.000000;
3.144453;0.469302;-0.210010;1.018561;1.015268;0.081842;-0.442694;-0.242538;-1.000000;
3.144722;0.469316;-0.210010;1.018561;1.015267;0.081845;-0.442706;-0.242541;-1.000000;
3.144856;0.469323;-0.210010;1.018561;1.015267;0.081847;-0.442713;-0.242542;-1.000000;
3.145125;0.469336;-0.210010;1.018561;1.015267;0.081850;-0.442725;-0.242545;-1.000000;
3.145259;0.469343;-0.210010;1.018561;1.015266;0.081852;-0.442731;-0.242546;-1.000000;
3.145528;0.469357;-0.210010;1.018560;1.015266;0.081856;-0.442744;-0.242549;-1.000000;
3.145662;0.469364;-0.210010;1.018560;1.015266;0.081857;-0.442750;-0.242550;-1.000000;
3.145931;0.469377;-0.210010;1.018560;1.015265;0.081861;-0.442763;-0.242553;-1.000000;
3.146065;0.469384;-0.210010;1.018560;1.015265;0.081863;-0.442769;-0.242554;-1.000000;
3.146334;0.469398;-0.210010;1.018560;1.015265;0.081866;-0.442782;-0.242557;-1.000000;
3.146468;0.469404;-0.210010;1.018560;1.015264;0.081868;-0.442788;-0.242558;-1.000000;
3.146737;0.469418;-0.210010;1.018560;1.015264;0.081871;-0.442800;-0.242561;-1.000000;
3.146871;0.469425;-0.210010;1.018560;1.015264;0.081873;-0.442807;-0.242562;-1.000000;
3.147140;0.469438;-0.210010;1.018559;1.015263;0.081876;-0.442819;-0.242565;-1.000000;
3.147274;0.469445;-0.210010;1.018559;1.015263;0.081878;-0.442826;-0.242566;-1.000000;
3.147543;0.469459;-0.210010;1.018559;1.015263;0.081882;-0.442838;-0.242568;-1.000000;
3.147677;0.469466;-0.210010;1.018559;1.015262;0.081883;-0.442844;-0.242570;-1.000000;
3.147946;0.469479;-0.210010;1.018559;1.015262;0.081887;-0.442857;-0.242572;-1.000000;
3.148080;0.469486;-0.210010;1.018559;1.015262;0.081888;-0.442863;-0.242574;-1.000000;
3.148349;0.469499;-0.210010;1.018559;1.015261;0.081892;-0.442876;-0.242576;-1.000000;
3.148483;0.469506;-0.210010;1.018558;1.015261;0.081894;-0.442882;-0.242578;-1.000000;
3.148752;0.469520;-0.210010;1.018558;1.015261;0.081897;-0.442894;-0.242580;-1.000000;
3.148886;0.469527;-0.210010;1.018558;1.015260;0.081899;-0.442901;-0.242582;-1.000000;
3.149155;0.469540;-0.210010;1.018558;1.015260;0.081902;-0.442913;-0.242584;-1.000000;
3.149289;0.469547;-0.210010;1.018558;1.015260;0.081904;-0.442919;-0.242585;-1.000000;
3.149558;0.469560;-0.210010;1.018558;1.015259;0.081907;-0.442932;-0.242588;-1.000000;
3.149692;0.469567;-0.210010;1.018558;1.015259;0.081909;-0.442938;-0.242589;-1.000000;
3.149961;0.469581;-0.210010;1.018557;1.015258;0.081913;-0.442951;-0.242592;-1.000000;
3.150095;0.469587;-0.210010;1.018557;1.015258;0.081914;-0.442957;-0.242593;-1.000000;
3.150364;0.469601;-0.210010;1.018557;1.015258;0.081918;-0.442969;-0.242596;-1.000000;
3.150498;0.469608;-0.210010;1.018557;1.015258;0.081919;-0.442975;-0.242597;-1.000000;
3.150767;0.469621;-0.210010;1.018557;1.015257;0.081923;-0.442988;-0.242600;-1.000000;
3.150901;0.469628;-0.210010;1.018557;1.015257;0.081925;-0.442994;-0.242601;-1.000000;
3.151170;0.469641;-0.210010;1.018557;1.015256;0.081928;-0.443007;-0.242604;-1.000000;
3.151304;0.469648;-0.210010;1.018557;1.015256;0.081930;-0.443013;-0.242605;-1.000000;
3.151573;0.469662;-0.210010;1.018556;1.015256;0.081933;-0.443025;-0.242608;-1.000000;
3.151707;0.469668;-0.210010;1.018556;1.015255;0.081935;-0.443032;-0.242609;-1.000000;
3.151976;0.469682;-0.210010;1.018556;1.015255;0.081938;-0.443044;-0.242612;-1.000000;
3.152110;0.469689;-0.210010;1.018556;1.015255;0.081940;-0.443050;-0.242613;-1.000000;
3.152379;0.469702;-0.210010;1.018556;1.015254;0.081943;-0.443063;-0.242616;-1.000000;
3.152513;0.469709;-0.210010;1.018556;1.015254;0.081945;-0.443069;-0.242617;-1.000000;
3.152782;0.469722;-0.210010;1.018556;1.015254;0.081949;-0.443081;-0.242619;-1.000000;
3.152916;0.469729;-0.210010;1.018556;1.015253;0.081950;-0.443087;-0.242621;-1.000000;
3.153185;0.469742;-0.210010;1.018555;1.015253;0.081954;-0.443100;-0.242623;-1.000000;
3.153319;0.469749;-0.210010;1.018555;1.015253;0.081955;-0.443106;-0.242625;-1.000000;
3.153588;0.469762;-0.210010;1.018555;1.015252;0.081959;-0.443118;-0.242627;-1.000000;
3.153722;0.469769;-0.210010;1.018555;1.015252;0.081961;-0.443125;-0.242629;-1.000000;
3.153991;0.469783;-0.210010;1.018555;1.015252;0.081964;-0.443137;-0.242631;-1.000000;
3.154125;0.469789;-0.210010;1.018555;1.015251;0.081966;-0.443143;-0.242632;-1.000000;
3.154394;0.469803;-0.210010;1.018555;1.015251;0.081969;-0.443156;-0.242635;-1.000000;
3.154528;0.469809;-0.210010;1.018554;1.015251;0.081971;-0.443162;-0.242636;-1.000000;
3.154797;0.469823;-0.210010;1.018554;1.015250;0.081974;-0.443174;-0.242639;-1.000000;
3.154931;0.469830;-0.210010;1.018554;1.015250;0.081976;-0.443180;-0.242640;-1.000000;
3.155200;0.469843;-0.210010;1.018554;1.015250;0.081979;-0.443193;-0.242643;-1.000000;
3.155334;0.469850;-0.210010;1.018554;1.015249;0.081981;-0.443199;-0.242644;-1.000000;
3.155603;0.469863;-0.210010;1.018554;1.015249;0.081984;-0.443211;-0.242647;-1.000000;
3.155737;0.469870;-0.210010;1.018554;1.015249;0.081986;-0.443217;-0.242648;-1.000000;
3.156005;0.469883;-0.210010;1.018553;1.015248;0.081990;-0.443230;-0.242651;-1.000000;
3.156140;0.469890;-0.210010;1.018553;1.015248;0.081991;-0.443236;-0.242652;-1.000000;
3.156408;0.469903;-0.210010;1.018553;1.015247;0.081995;-0.443248;-0.242654;-1.000000;
3.156543;0.469910;-0.210010;1.018553;1.015247;0.081996;-0.443255;-0.242656;-1.000000;
3.156811;0.469923;-0.210010;1.018553;1.015247;0.082000;-0.443267;-0.242658;-1.000000;
3.156946;0.469930;-0.210010;1.018553;1.015247;0.082001;-0.443273;-0.242660;-1.000000;
3.157214;0.469943;-0.210010;1.018553;1.015246;0.082005;-0.443285;-0.242662;-1.000000;
3.157349;0.469950;-0.210010;1.018553;1.015246;0.082007;-0.443292;-0.242664;-1.000000;
3.157617;0.469963;-0.210010;1.018552;1.015245;0.082010;-0.443304;-0.242666;-1.000000;
3.157752;0.469970;-0.210010;1.018552;1.015245;0.082012;-0.443310;-0.242667;-1.000000;
3.158020;0.469983;-0.210010;1.018552;1.015245;0.082015;-0.443322;-0.242670;-1.000000;
3.158155;0.469990;-0.210010;1.018552;1.015245;0.082017;-0.443328;-0.242671;-1.000000;
3.158423;0.470003;-0.210010;1.018552;1.015244;0.082020;-0.443341;-0.242674;-1.000000;
3.158558;0.470010;-0.210010;1.018552;1.015244;0.082022;-0.443347;-0.242675;-1.000000;
3.158826;0.470023;-0.210010;1.018552;1.015243;0.082025;-0.443359;-0.242678;-1.000000;
3.158961;0.470030;-0.210010;1.018551;1.015243;0.082027;-0.443365;-0.242679;-1.000000;
3.159229;0.470043;-0.210010;1.018551;1.015243;0.082030;-0.443378;-0.242682;-1.000000;
3.159364;0.470050;-0.210010;1.018551;1.015242;0.082032;-0.443384;-0.242683;-1.000000;
3.159632;0.470063;-0.210010;1.018551;1.015242;0.082035;-0.443396;-0.242685;-1.000000;
3.159767;0.470070;-0.210010;1.018551;1.015242;0.082037;-0.443402;-0.242687;-1.000000;
3.160035;0.470083;-0.210010;1.018551;1.015241;0.082040;-0.443414;-0.242689;-1.000000;
3.160170;0.470090;-0.210010;1.018551;1.015241;0.082042;-0.443421;-0.242691;-1.000000;
3.160438;0.470103;-0.210010;1.018550;1.015241;0.082045;-0.443433;-0.242693;-1.000000;
3.160573;0.470110;-0.210010;1.018550;1.015240;0.082047;-0.443439;-0.242694;-1.000000;
3.160841;0.470123;-0.210010;1.018550;1.015240;0.082051;-0.443451;-0.242697;-1.000000;
3.160976;0.470129;-0.210010;1.018550;1.015240;0.082052;-0.443457;-0.242698;-1.000000;
3.161244;0.470143;-0.210010;1.018550;1.015239;0.082056;-0.443470;-0.242701;-1.000000;
3.161379;0.470149;-0.210010;1.018550;1.015239;0.082057;-0.443476;-0.242702;-1.000000;
3.161647;0.470163;-0.210010;1.018550;1.015239;0.082061;-0.443488;-0.242705;-1.000000;
