time;SynchronousGenerator_generator_UPu;SynchronousGenerator_generator_efdPu;SynchronousGenerator_generator_PGenPu;SynchronousGenerator_generator_QGenPu;SynchronousGenerator_generator_omegaPu;SynchronousGenerator_pss_VPssPu;
0.521348;0.934107;5.884711;7.395782;1.647054;0.990427;-0.064510;
0.522739;0.935212;5.879871;7.380280;1.652147;0.990334;-0.067003;
0.525521;0.937439;5.869621;7.348397;1.662441;0.990150;-0.071975;
0.528303;0.939687;5.858615;7.315328;1.672879;0.989968;-0.076926;
0.531086;0.941955;5.846853;7.281056;1.683459;0.989789;-0.081856;
0.533868;0.944241;5.834339;7.245564;1.694182;0.989612;-0.086762;
0.536650;0.946544;5.821075;7.208837;1.705048;0.989438;-0.091642;
0.539432;0.948861;5.807064;7.170861;1.716055;0.989266;-0.096496;
0.541452;0.950553;5.796429;7.142503;1.724132;0.989143;-0.100000;
0.541452;0.950553;5.796429;7.142503;1.724132;0.989143;-0.100000;
0.541454;0.950555;5.796417;7.142472;1.724145;0.989143;-0.100000;
0.541456;0.950557;5.796404;7.142439;1.724154;0.989143;-0.100000;
0.541461;0.950561;5.796379;7.142371;1.724173;0.989142;-0.100000;
0.541471;0.950569;5.796328;7.142238;1.724211;0.989142;-0.100000;
0.541489;0.950584;5.796227;7.141970;1.724287;0.989141;-0.100000;
0.541527;0.950616;5.796025;7.141434;1.724439;0.989138;-0.100000;
0.541603;0.950679;5.795620;7.140360;1.724742;0.989134;-0.100000;
0.541753;0.950806;5.794808;7.138211;1.725349;0.989125;-0.100000;
0.542055;0.951060;5.793182;7.133898;1.726564;0.989106;-0.100000;
0.542658;0.951567;5.789910;7.125221;1.729001;0.989070;-0.100000;
0.543262;0.952076;5.786621;7.116483;1.731445;0.989034;-0.100000;
0.543865;0.952585;5.783313;7.107685;1.733895;0.988998;-0.100000;
0.545072;0.953603;5.776652;7.089929;1.738812;0.988926;-0.100000;
0.546279;0.954624;5.769923;7.071941;1.743755;0.988855;-0.100000;
0.547485;0.955645;5.763121;7.053711;1.748723;0.988784;-0.100000;
0.549899;0.957694;5.749296;7.016521;1.758741;0.988645;-0.100000;
0.552312;0.959749;5.735180;6.978353;1.768862;0.988507;-0.100000;
0.557139;0.963871;5.706080;6.899074;1.789417;0.988240;-0.100000;
0.561966;0.968005;5.675833;6.815839;1.810386;0.987982;-0.100000;
0.566793;0.972140;5.644453;6.728631;1.831764;0.987735;-0.100000;
0.571620;0.976271;5.611963;6.637449;1.853550;0.987498;-0.100000;
0.576447;0.980387;5.578388;6.542307;1.875737;0.987273;-0.100000;
0.581273;0.984481;5.543756;6.443234;1.898315;0.987060;-0.100000;
0.586100;0.988545;5.508100;6.340275;1.921275;0.986859;-0.100000;
0.590927;0.992571;5.471460;6.233493;1.944606;0.986671;-0.100000;
0.595754;0.996551;5.433876;6.122966;1.968295;0.986496;-0.100000;
0.600581;1.000478;5.395396;6.008791;1.992327;0.986334;-0.100000;
0.605408;1.004343;5.356071;5.891083;2.016686;0.986187;-0.100000;
0.609752;1.007767;5.320003;5.782255;2.038926;0.986067;-0.100000;
0.613662;1.010795;5.287025;5.682012;2.059106;0.985970;-0.100000;
0.617572;1.013771;5.253597;5.579708;2.079466;0.985882;-0.100000;
0.621481;1.016692;5.219753;5.475439;2.099994;0.985805;-0.100000;
0.625391;1.019554;5.185530;5.369305;2.120679;0.985738;-0.100000;
0.629301;1.022355;5.150966;5.261416;2.141507;0.985682;-0.100000;
0.633211;1.025093;5.116101;5.151885;2.162463;0.985636;-0.100000;
0.636729;1.027499;5.084497;5.052000;2.181423;0.985604;-0.100000;
0.640248;1.029851;5.052712;4.950976;2.200465;0.985582;-0.100000;
0.643767;1.032145;5.020776;4.848909;2.219578;0.985568;-0.100000;
0.647286;1.034381;4.988722;4.745900;2.238750;0.985564;-0.100000;
0.650805;1.036558;4.956581;4.642051;2.257970;0.985568;-0.100000;
0.654323;1.038673;4.924386;4.537470;2.277224;0.985582;-0.100000;
0.657842;1.040728;4.892169;4.432265;2.296502;0.985606;-0.100000;
0.661361;1.042720;4.859961;4.326547;2.315791;0.985639;-0.100000;
0.664880;1.044649;4.827796;4.220432;2.335077;0.985681;-0.100000;
0.668399;1.046515;4.795706;4.114034;2.354348;0.985733;-0.100000;
0.671917;1.048318;4.763721;4.007471;2.373592;0.985794;-0.100000;
0.675436;1.050057;4.731874;3.900860;2.392794;0.985865;-0.100000;
0.678955;1.051732;4.700194;3.794323;2.411943;0.985945;-0.100000;
0.682474;1.053345;4.668711;3.687977;2.431026;0.986035;-0.100000;
0.685993;1.054894;4.637455;3.581945;2.450029;0.986134;-0.100000;
0.689511;1.056381;4.606451;3.476347;2.468940;0.986243;-0.100000;
0.693030;1.057807;4.575728;3.371301;2.487747;0.986361;-0.100000;
0.696549;1.059172;4.545310;3.266928;2.506436;0.986488;-0.100000;
0.700068;1.060477;4.515220;3.163347;2.524997;0.986625;-0.100000;
0.703587;1.061723;4.485481;3.060674;2.543416;0.986771;-0.100000;
0.707105;1.062912;4.456113;2.959026;2.561683;0.986925;-0.100000;
0.710624;1.064045;4.427135;2.858515;2.579786;0.987089;-0.100000;
0.714143;1.065123;4.398564;2.759255;2.597715;0.987262;-0.100000;
0.717662;1.066148;4.370415;2.661356;2.615458;0.987443;-0.100000;
0.721181;1.067122;4.342701;2.564924;2.633006;0.987634;-0.100000;
0.724699;1.068046;4.315433;2.470065;2.650349;0.987832;-0.100000;
0.728218;1.068922;4.288620;2.376880;2.667478;0.988039;-0.100000;
0.731737;1.069753;4.262271;2.285470;2.684384;0.988254;-0.100000;
0.735256;1.070539;4.236390;2.195928;2.701060;0.988477;-0.100000;
0.738775;1.071284;4.210981;2.108349;2.717497;0.988708;-0.100000;
0.742293;1.071990;4.186046;2.022821;2.733688;0.988947;-0.100000;
0.745812;1.072657;4.161585;1.939430;2.749627;0.989193;-0.100000;
0.749331;1.073290;4.137597;1.858259;2.765309;0.989446;-0.100000;
0.752850;1.073888;4.114078;1.779386;2.780723;0.989706;-0.100000;
0.756369;1.074457;4.091023;1.702890;2.795873;0.989973;-0.100000;
0.759887;1.074996;4.068427;1.628835;2.810747;0.990247;-0.100000;
0.763406;1.075509;4.046283;1.557294;2.825345;0.990527;-0.100000;
0.766925;1.075998;4.024582;1.488329;2.839663;0.990814;-0.100000;
0.770444;1.076464;4.003315;1.422001;2.853699;0.991106;-0.100000;
0.773963;1.076911;3.982470;1.358368;2.867450;0.991404;-0.100000;
0.777481;1.077339;3.962038;1.297481;2.880914;0.991707;-0.100000;
0.781000;1.077752;3.942007;1.239392;2.894091;0.992016;-0.100000;
0.784519;1.078151;3.922364;1.184145;2.906980;0.992329;-0.100000;
0.788038;1.078539;3.903098;1.131784;2.919581;0.992647;-0.100000;
0.791557;1.078917;3.884195;1.082348;2.931894;0.992970;-0.100000;
0.795075;1.079287;3.865643;1.035872;2.943920;0.993296;-0.100000;
0.798594;1.079650;3.847429;0.992390;2.955660;0.993627;-0.100000;
0.802113;1.080009;3.829540;0.951931;2.967115;0.993961;-0.100000;
0.805632;1.080366;3.811965;0.914521;2.978288;0.994299;-0.100000;
0.809150;1.080720;3.794691;0.880184;2.989182;0.994639;-0.100000;
0.812669;1.081075;3.777707;0.848941;2.999797;0.994982;-0.100000;
0.816188;1.081432;3.761002;0.820808;3.010139;0.995328;-0.100000;
0.819707;1.081791;3.744565;0.795802;3.020210;0.995676;-0.100000;
0.822961;1.082126;3.729591;0.775466;3.029287;0.996000;-0.100000;
0.822961;1.082126;3.729591;0.775466;3.029287;0.996000;-0.100000;
0.822965;1.082126;3.729574;0.775442;3.029297;0.996000;-0.100000;
0.822969;1.082127;3.729556;0.775419;3.029307;0.996001;-0.100000;
0.822977;1.082128;3.729520;0.775374;3.029329;0.996002;-0.100000;
0.822993;1.082129;3.729449;0.775283;3.029372;0.996003;-0.100000;
0.823024;1.082132;3.729307;0.775102;3.029457;0.996006;-0.100000;
0.823086;1.082139;3.729023;0.774740;3.029628;0.996012;-0.100000;
0.823210;1.082152;3.728455;0.774022;3.029970;0.996025;-0.100000;
0.823459;1.082178;3.727321;0.772601;3.030653;0.996050;-0.100000;
0.823957;1.082229;3.725056;0.769821;3.032012;0.996099;-0.100000;
0.824455;1.082281;3.722797;0.767105;3.033366;0.996149;-0.100000;
0.824953;1.082333;3.720542;0.764452;3.034715;0.996199;-0.100000;
0.825949;1.082437;3.716045;0.759293;3.037402;0.996299;-0.100000;
0.826945;1.082542;3.711566;0.754372;3.040070;0.996398;-0.100000;
0.827941;1.082647;3.707105;0.749697;3.042717;0.996498;-0.100000;
0.829933;1.082858;3.698242;0.741108;3.047950;0.996698;-0.100000;
0.831924;1.083072;3.689454;0.733530;3.053102;0.996898;-0.100000;
0.835908;1.083506;3.672096;0.721411;3.063165;0.997300;-0.100000;
0.839891;1.083950;3.655023;0.713341;3.072911;0.997702;-0.100000;
0.843875;1.084403;3.638228;0.709318;3.082347;0.998105;-0.100000;
0.847858;1.084868;3.621704;0.709334;3.091477;0.998508;-0.100000;
0.851841;1.085344;3.605445;0.713378;3.100311;0.998910;-0.100000;
0.855825;1.085831;3.589448;0.721437;3.108855;0.999312;-0.100000;
0.859808;1.086329;3.573711;0.733492;3.117116;0.999712;-0.100000;
0.862678;1.086695;3.562534;0.744640;3.122895;1.000000;-0.100000;
0.862678;1.086695;3.562534;0.744640;3.122895;1.000000;-0.100000;
0.862682;1.086695;3.562520;0.744655;3.122904;1.000000;-0.100000;
0.862682;1.086695;3.562520;0.744655;3.122904;1.000000;-0.100000;
0.862682;1.086695;3.562518;0.744657;3.122905;1.000000;-0.100000;
0.862682;1.086695;3.562518;0.744657;3.122905;1.000000;-0.100000;
0.862682;1.086695;3.562518;0.744657;3.122905;1.000000;-0.100000;
0.862686;1.086696;3.562504;0.744672;3.122912;1.000001;-0.100000;
0.862690;1.086696;3.562489;0.744688;3.122919;1.000001;-0.100000;
0.862697;1.086697;3.562460;0.744720;3.122934;1.000002;-0.100000;
0.862712;1.086699;3.562402;0.744784;3.122964;1.000003;-0.100000;
0.862742;1.086703;3.562287;0.744911;3.123024;1.000006;-0.100000;
0.862802;1.086711;3.562055;0.745167;3.123142;1.000012;-0.100000;
0.862921;1.086726;3.561593;0.745682;3.123380;1.000024;-0.100000;
0.863161;1.086757;3.560668;0.746726;3.123853;1.000048;-0.100000;
0.863639;1.086818;3.558824;0.748872;3.124797;1.000096;-0.100000;
0.864117;1.086880;3.556983;0.751075;3.125736;1.000144;-0.100000;
0.864596;1.086942;3.555145;0.753335;3.126672;1.000191;-0.100000;
0.865553;1.087067;3.551479;0.757988;3.128535;1.000287;-0.100000;
0.866510;1.087192;3.547828;0.762855;3.130384;1.000382;-0.100000;
0.867467;1.087317;3.544190;0.767943;3.132218;1.000478;-0.100000;
0.869380;1.087570;3.536961;0.778799;3.135841;1.000668;-0.100000;
0.871294;1.087825;3.529791;0.790556;3.139405;1.000857;-0.100000;
0.875122;1.088342;3.515632;0.816754;3.146359;1.001234;-0.100000;
0.878949;1.088867;3.501717;0.846510;3.153087;1.001608;-0.100000;
0.882777;1.089398;3.488048;0.879792;3.159592;1.001979;-0.100000;
0.883190;1.089456;3.486588;0.883592;3.160280;1.002019;-0.100000;
0.883190;1.089456;3.486588;0.883592;3.160280;1.002019;-0.100000;
0.883193;1.089456;3.486577;0.883620;3.160286;1.002019;-0.099994;
0.883196;1.089457;3.486566;0.883648;3.160291;1.002020;-0.099988;
0.883202;1.089457;3.486545;0.883705;3.160302;1.002020;-0.099975;
0.883214;1.089459;3.486502;0.883817;3.160322;1.002021;-0.099950;
0.883239;1.089463;3.486416;0.884042;3.160362;1.002024;-0.099900;
0.883287;1.089469;3.486244;0.884493;3.160443;1.002028;-0.099799;
0.883385;1.089483;3.485902;0.885397;3.160605;1.002038;-0.099599;
0.883579;1.089510;3.485218;0.887211;3.160928;1.002057;-0.099197;
0.883968;1.089565;3.483857;0.890866;3.161572;1.002094;-0.098392;
0.884747;1.089674;3.481162;0.898285;3.162855;1.002169;-0.096780;
0.886303;1.089893;3.475880;0.913551;3.165393;1.002318;-0.093543;
0.889416;1.090333;3.465747;0.945788;3.170369;1.002614;-0.087025;
0.892529;1.090776;3.456195;0.980284;3.175211;1.002908;-0.080450;
0.895642;1.091220;3.447231;1.017015;3.179926;1.003199;-0.073820;
0.898755;1.091666;3.438861;1.055956;3.184516;1.003487;-0.067140;
0.901868;1.092112;3.431092;1.097079;3.188987;1.003772;-0.060415;
0.904981;1.092558;3.423932;1.140357;3.193344;1.004053;-0.053647;
0.908094;1.093003;3.417386;1.185759;3.197590;1.004331;-0.046841;
0.911207;1.093445;3.411462;1.233254;3.201730;1.004605;-0.040002;
0.914320;1.093885;3.406165;1.282810;3.205768;1.004875;-0.033133;
0.917433;1.094320;3.401502;1.334391;3.209709;1.005141;-0.026238;
0.920546;1.094751;3.397478;1.387962;3.213557;1.005404;-0.019322;
0.923659;1.095176;3.394100;1.443487;3.217316;1.005661;-0.012389;
0.926772;1.095594;3.391372;1.500927;3.220991;1.005915;-0.005443;
0.929886;1.096004;3.389300;1.560241;3.224584;1.006164;0.001512;
0.932999;1.096405;3.387888;1.621389;3.228100;1.006408;0.008470;
0.936112;1.096796;3.387139;1.684327;3.231543;1.006647;0.015429;
0.939225;1.097176;3.387059;1.749012;3.234917;1.006881;0.022384;
0.942338;1.097544;3.387650;1.815398;3.238224;1.007111;0.029329;
0.945451;1.097898;3.388914;1.883438;3.241470;1.007335;0.036262;
0.948564;1.098239;3.390855;1.953084;3.244656;1.007553;0.043178;
0.951677;1.098564;3.393473;2.024286;3.247786;1.007766;0.050073;
0.954790;1.098873;3.396770;2.096993;3.250863;1.007974;0.056941;
0.957903;1.099165;3.400745;2.171153;3.253890;1.008175;0.063780;
0.961016;1.099438;3.405400;2.246712;3.256871;1.008371;0.070584;
0.964129;1.099692;3.410733;2.323617;3.259808;1.008561;0.077350;
0.967242;1.099926;3.416742;2.401810;3.262702;1.008745;0.084073;
0.970355;1.100139;3.423427;2.481235;3.265558;1.008923;0.090750;
0.973468;1.100329;3.430782;2.561834;3.268378;1.009095;0.097375;
0.974709;1.100398;3.433900;2.594266;3.269489;1.009162;0.100000;
0.974709;1.100399;3.433898;2.594264;3.269504;1.009162;0.100000;
0.974710;1.100399;3.433901;2.594305;3.269504;1.009162;0.100000;
0.974712;1.100399;3.433905;2.594345;3.269506;1.009162;0.100000;
0.974715;1.100399;3.433913;2.594426;3.269508;1.009162;0.100000;
0.974721;1.100399;3.433929;2.594587;3.269514;1.009162;0.100000;
0.974733;1.100400;3.433960;2.594909;3.269525;1.009163;0.100000;
0.974758;1.100401;3.434023;2.595553;3.269547;1.009164;0.100000;
0.974807;1.100404;3.434148;2.596841;3.269591;1.009167;0.100000;
0.974905;1.100409;3.434400;2.599419;3.269679;1.009172;0.100000;
0.975101;1.100420;3.434904;2.604578;3.269854;1.009183;0.100000;
0.975494;1.100441;3.435915;2.614914;3.270205;1.009203;0.100000;
0.975887;1.100461;3.436930;2.625267;3.270555;1.009224;0.100000;
0.976673;1.100501;3.438973;2.646041;3.271251;1.009265;0.100000;
0.977380;1.100535;3.440824;2.664790;3.271876;1.009301;0.100000;
0.978087;1.100568;3.442687;2.683596;3.272502;1.009337;0.100000;
0.978795;1.100600;3.444563;2.702454;3.273124;1.009373;0.100000;
0.980209;1.100660;3.448347;2.740285;3.274363;1.009444;0.100000;
0.981623;1.100715;3.452177;2.778302;3.275602;1.009514;0.100000;
0.983038;1.100765;3.456054;2.816513;3.276832;1.009582;0.100000;
0.985867;1.100848;3.463949;2.893497;3.279275;1.009715;0.100000;
0.988695;1.100910;3.472028;2.971193;3.281691;1.009842;0.100000;
0.991524;1.100949;3.480288;3.049558;3.284080;1.009963;0.100000;
0.994353;1.100964;3.488724;3.128542;3.286443;1.010079;0.100000;
0.997182;1.100957;3.497332;3.208097;3.288779;1.010190;0.100000;
1.000011;1.100925;3.506106;3.288175;3.291089;1.010295;0.100000;
1.002839;1.100868;3.515040;3.368724;3.293372;1.010394;0.100000;
1.005668;1.100787;3.524130;3.449696;3.295627;1.010488;0.100000;
1.008497;1.100680;3.533369;3.531040;3.297854;1.010576;0.100000;
1.011326;1.100547;3.542751;3.612706;3.300053;1.010658;0.100000;
1.014155;1.100389;3.552270;3.694644;3.302223;1.010735;0.100000;
1.016983;1.100204;3.561919;3.776804;3.304363;1.010805;0.100000;
1.019812;1.099992;3.571692;3.859135;3.306472;1.010870;0.100000;
1.022641;1.099754;3.581581;3.941586;3.308549;1.010930;0.100000;
1.025470;1.099489;3.591581;4.024108;3.310595;1.010983;0.100000;
1.028298;1.099197;3.601682;4.106652;3.312606;1.011031;0.100000;
1.031127;1.098878;3.611880;4.189167;3.314584;1.011073;0.100000;
1.033956;1.098532;3.622166;4.271604;3.316526;1.011109;0.100000;
1.036785;1.098159;3.632533;4.353914;3.318432;1.011139;0.100000;
1.039614;1.097759;3.642974;4.436049;3.320300;1.011164;0.100000;
1.042442;1.097333;3.653482;4.517961;3.322130;1.011182;0.100000;
1.045271;1.096880;3.664049;4.599604;3.323920;1.011196;0.100000;
1.048100;1.096400;3.674669;4.680929;3.325670;1.011203;0.100000;
1.050929;1.095894;3.685334;4.761891;3.327377;1.011205;0.100000;
1.053758;1.095363;3.696038;4.842445;3.329042;1.011201;0.100000;
1.056586;1.094806;3.706774;4.922546;3.330664;1.011191;0.100000;
1.059415;1.094224;3.717534;5.002151;3.332240;1.011176;0.100000;
1.062244;1.093618;3.728312;5.081217;3.333770;1.011156;0.100000;
1.065073;1.092987;3.739103;5.159702;3.335253;1.011129;0.100000;
1.067902;1.092333;3.749898;5.237565;3.336689;1.011098;0.100000;
1.070730;1.091656;3.760692;5.314767;3.338075;1.011061;0.100000;
1.073559;1.090956;3.771479;5.391268;3.339412;1.011018;0.100000;
1.076388;1.090235;3.782254;5.467031;3.340699;1.010970;0.100000;
1.079217;1.089493;3.793009;5.542020;3.341934;1.010917;0.100000;
1.082046;1.088731;3.803740;5.616199;3.343117;1.010859;0.100000;
1.084874;1.087949;3.814442;5.689534;3.344247;1.010796;0.100000;
1.087703;1.087149;3.825108;5.761992;3.345325;1.010727;0.100000;
1.090532;1.086330;3.835735;5.833541;3.346348;1.010653;0.100000;
1.093361;1.085495;3.846316;5.904151;3.347317;1.010575;0.100000;
1.096189;1.084644;3.856848;5.973792;3.348232;1.010491;0.100000;
1.099018;1.083778;3.867326;6.042437;3.349092;1.010403;0.100000;
1.101847;1.082898;3.877746;6.110059;3.349897;1.010310;0.100000;
1.104676;1.082004;3.888103;6.176633;3.350646;1.010212;0.100000;
1.107505;1.081099;3.898394;6.242134;3.351341;1.010109;0.100000;
1.110333;1.080183;3.908614;6.306539;3.351980;1.010002;0.100000;
1.113162;1.079257;3.918760;6.369828;3.352564;1.009891;0.100000;
1.115991;1.078322;3.928828;6.431981;3.353094;1.009775;0.100000;
1.118820;1.077379;3.938816;6.492977;3.353569;1.009654;0.100000;
1.121649;1.076430;3.948719;6.552801;3.353991;1.009530;0.100000;
1.124477;1.075476;3.958535;6.611434;3.354359;1.009401;0.100000;
1.127306;1.074517;3.968260;6.668863;3.354674;1.009268;0.100000;
1.130135;1.073556;3.977893;6.725073;3.354937;1.009132;0.100000;
1.131372;1.073135;3.982073;6.749260;3.355038;1.009071;0.100000;
1.132964;1.072593;3.987429;6.780051;3.355149;1.008991;0.100000;
1.135793;1.071629;3.996867;6.833787;3.355312;1.008846;0.100000;
1.141450;1.069706;4.015433;6.937469;3.355511;1.008546;0.100000;
1.146542;1.067985;4.031779;7.026434;3.355515;1.008264;0.100000;
1.151634;1.066282;4.047769;7.111244;3.355375;1.007970;0.100000;
1.156726;1.064602;4.063389;7.191869;3.355100;1.007666;0.100000;
1.161817;1.062955;4.078627;7.268289;3.354700;1.007352;0.100000;
1.166909;1.061345;4.093472;7.340492;3.354186;1.007029;0.100000;
1.172001;1.059782;4.107911;7.408474;3.353569;1.006696;0.100000;
1.177093;1.058270;4.121934;7.472239;3.352862;1.006355;0.100000;
1.182185;1.056817;4.135527;7.531796;3.352079;1.006007;0.100000;
1.187277;1.055430;4.148681;7.587159;3.351233;1.005650;0.100000;
1.192368;1.054113;4.161383;7.638347;3.350339;1.005287;0.100000;
1.197460;1.052874;4.173620;7.685382;3.349413;1.004918;0.100000;
1.202552;1.051718;4.185381;7.728289;3.348471;1.004542;0.100000;
1.207644;1.050650;4.196653;7.767095;3.347528;1.004161;0.100000;
1.212736;1.049675;4.207422;7.801829;3.346603;1.003776;0.100000;
1.217827;1.048797;4.217674;7.832518;3.345712;1.003386;0.100000;
1.220045;1.048447;4.221973;7.844629;3.345347;1.003215;0.100000;
1.220045;1.048447;4.221973;7.844629;3.345347;1.003215;0.100000;
1.220050;1.048446;4.221982;7.844653;3.345341;1.003215;0.100000;
1.220055;1.048446;4.221992;7.844679;3.345341;1.003214;0.100000;
1.220065;1.048444;4.222010;7.844730;3.345339;1.003214;0.100000;
1.220084;1.048441;4.222048;7.844833;3.345336;1.003212;0.100000;
1.220123;1.048435;4.222122;7.845038;3.345329;1.003209;0.100000;
1.220200;1.048423;4.222271;7.845447;3.345316;1.003203;0.100000;
1.220356;1.048400;4.222567;7.846261;3.345290;1.003191;0.100000;
1.220666;1.048353;4.223159;7.847874;3.345239;1.003167;0.100000;
1.221287;1.048260;4.224333;7.851041;3.345136;1.003119;0.100000;
1.221908;1.048169;4.225500;7.854149;3.345035;1.003071;0.100000;
1.222530;1.048080;4.226659;7.857197;3.344934;1.003023;0.100000;
1.223772;1.047905;4.228957;7.863153;3.344736;1.002926;0.100000;
1.225014;1.047737;4.231224;7.868887;3.344543;1.002829;0.100000;
1.226256;1.047574;4.233459;7.874389;3.344354;1.002732;0.100000;
1.228741;1.047268;4.237830;7.884683;3.343992;1.002538;0.100000;
1.231225;1.046989;4.242067;7.894035;3.343651;1.002343;0.100000;
1.236194;1.046510;4.250128;7.909923;3.343049;1.001952;0.100000;
1.241163;1.046140;4.257630;7.922074;3.342561;1.001558;0.100000;
1.246131;1.045881;4.264559;7.930507;3.342203;1.001163;0.100000;
1.251100;1.045735;4.270898;7.935240;3.341993;1.000768;0.100000;
1.256069;1.045702;4.276633;7.936286;3.341946;1.000371;0.100000;
1.260720;1.045776;4.281438;7.933935;3.342067;1.000000;0.100000;
1.260720;1.045776;4.281438;7.933935;3.342067;1.000000;0.100000;
1.260725;1.045776;4.281442;7.933931;3.342067;1.000000;0.100000;
1.260725;1.045776;4.281443;7.933931;3.342067;1.000000;0.100000;
1.260725;1.045776;4.281443;7.933931;3.342067;1.000000;0.100000;
1.260730;1.045776;4.281447;7.933927;3.342067;0.999999;0.100000;
1.260734;1.045776;4.281452;7.933923;3.342067;0.999999;0.100000;
1.260743;1.045777;4.281461;7.933915;3.342068;0.999998;0.100000;
1.260762;1.045777;4.281478;7.933900;3.342069;0.999997;0.100000;
1.260798;1.045778;4.281514;7.933868;3.342070;0.999994;0.100000;
1.260872;1.045780;4.281585;7.933804;3.342073;0.999988;0.100000;
1.261018;1.045784;4.281727;7.933672;3.342080;0.999976;0.100000;
1.261312;1.045793;4.282009;7.933396;3.342094;0.999953;0.100000;
1.261899;1.045812;4.282563;7.932793;3.342124;0.999906;0.100000;
1.262486;1.045832;4.283108;7.932139;3.342158;0.999859;0.100000;
1.263073;1.045854;4.283644;7.931434;3.342194;0.999813;0.100000;
1.264246;1.045903;4.284695;7.929903;3.342274;0.999719;0.100000;
1.265420;1.045957;4.285712;7.928181;3.342364;0.999625;0.100000;
1.266594;1.046017;4.286694;7.926258;3.342466;0.999532;0.100000;
1.268941;1.046158;4.288546;7.921799;3.342708;0.999345;0.100000;
1.271289;1.046324;4.290251;7.916524;3.343000;0.999159;0.100000;
1.275984;1.046733;4.293207;7.903528;3.343744;0.998786;0.100000;
1.280679;1.047246;4.295550;7.887264;3.344711;0.998416;0.100000;
1.285374;1.047859;4.297266;7.867731;3.345913;0.998047;0.100000;
1.290070;1.048573;4.298342;7.844923;3.347364;0.997681;0.100000;
1.294765;1.049386;4.298764;7.818836;3.349076;0.997318;0.100000;
1.296358;1.049683;4.298756;7.809238;3.349714;0.997195;0.100000;
1.296358;1.049683;4.298756;7.809238;3.349714;0.997195;0.100000;
1.296361;1.049684;4.298756;7.809219;3.349721;0.997195;0.099993;
1.296365;1.049685;4.298756;7.809197;3.349723;0.997195;0.099986;
1.296372;1.049686;4.298756;7.809153;3.349725;0.997194;0.099973;
1.296386;1.049689;4.298756;7.809065;3.349732;0.997193;0.099945;
1.296415;1.049695;4.298755;7.808888;3.349744;0.997191;0.099890;
1.296472;1.049706;4.298753;7.808534;3.349767;0.997186;0.099780;
1.296587;1.049728;4.298747;7.807824;3.349815;0.997177;0.099561;
1.296817;1.049772;4.298732;7.806397;3.349911;0.997160;0.099121;
1.297276;1.049861;4.298686;7.803511;3.350106;0.997125;0.098240;
1.297736;1.049951;4.298623;7.800594;3.350304;0.997089;0.097359;
1.298195;1.050043;4.298544;7.797645;3.350504;0.997054;0.096478;
1.299114;1.050227;4.298345;7.791672;3.350911;0.996984;0.094712;
1.300033;1.050415;4.298083;7.785580;3.351328;0.996914;0.092945;
1.300952;1.050606;4.297756;7.779365;3.351756;0.996844;0.091174;
1.302789;1.051000;4.296900;7.766554;3.352644;0.996704;0.087626;
1.304627;1.051407;4.295774;7.753238;3.353577;0.996565;0.084069;
1.308302;1.052264;4.292709;7.725086;3.355575;0.996288;0.076930;
1.311977;1.053176;4.288558;7.694899;3.357754;0.996015;0.069762;
1.315652;1.054140;4.283315;7.662671;3.360114;0.995744;0.062569;
1.319328;1.055156;4.276979;7.628395;3.362659;0.995476;0.055359;
1.323003;1.056221;4.269546;7.592064;3.365389;0.995211;0.048134;
1.326678;1.057333;4.261017;7.553675;3.368307;0.994950;0.040902;
1.330353;1.058491;4.251392;7.513223;3.371413;0.994692;0.033668;
1.334028;1.059692;4.240673;7.470704;3.374708;0.994438;0.026436;
1.337704;1.060934;4.228863;7.426116;3.378193;0.994188;0.019212;
1.341379;1.062216;4.215966;7.379458;3.381868;0.993943;0.012001;
1.345054;1.063534;4.201989;7.330730;3.385731;0.993701;0.004808;
1.348729;1.064885;4.186939;7.279934;3.389784;0.993464;-0.002362;
1.352405;1.066269;4.170824;7.227074;3.394025;0.993232;-0.009503;
1.356080;1.067682;4.153654;7.172156;3.398452;0.993005;-0.016612;
1.359755;1.069121;4.135441;7.115187;3.403064;0.992783;-0.023682;
1.363430;1.070584;4.116198;7.056180;3.407860;0.992566;-0.030709;
1.367105;1.072068;4.095938;6.995146;3.412837;0.992354;-0.037689;
1.370781;1.073570;4.074677;6.932101;3.417992;0.992149;-0.044616;
1.374456;1.075088;4.052432;6.867065;3.423322;0.991949;-0.051486;
1.378131;1.076620;4.029221;6.800059;3.428823;0.991755;-0.058294;
1.381806;1.078161;4.005065;6.731107;3.434493;0.991568;-0.065036;
1.385481;1.079709;3.979985;6.660238;3.440326;0.991387;-0.071708;
1.389157;1.081262;3.954002;6.587485;3.446319;0.991213;-0.078304;
1.392832;1.082817;3.927140;6.512881;3.452465;0.991045;-0.084820;
1.396507;1.084370;3.899426;6.436467;3.458760;0.990885;-0.091253;
1.400182;1.085920;3.870884;6.358284;3.465198;0.990732;-0.097598;
1.400424;1.086022;3.868979;6.353080;3.465625;0.990722;-0.098012;
1.400424;1.086022;3.868979;6.353080;3.465625;0.990722;-0.098012;
1.400426;1.086024;3.868965;6.353053;3.465651;0.990722;-0.098015;
1.400428;1.086025;3.868952;6.353015;3.465654;0.990722;-0.098018;
1.400431;1.086026;3.868924;6.352939;3.465659;0.990721;-0.098024;
1.400438;1.086029;3.868869;6.352788;3.465673;0.990721;-0.098036;
