time;Generator_generator_UPu;Generator_generator_PGen;Generator_generator_QGen;Generator_generator_PGenPu;Generator_generator_QGenPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Transformer_i1_value;NETWORK_Transformer_i2_value;NETWORK_Transformer_P1_value;NETWORK_Transformer_P2_value;NETWORK_Transformer_Q1_value;NETWORK_Transformer_Q2_value;NETWORK_Transformer_iS1ToS2Side1_value;NETWORK_Transformer_iS2ToS1Side1_value;NETWORK_Transformer_iS1ToS2Side2_value;NETWORK_Transformer_iS2ToS1Side2_value;NETWORK_Transformer_iSide1_value;NETWORK_Transformer_iSide2_value;NETWORK_VL1_BUS1_U;NETWORK_VL1_BUS1_phi;NETWORK_VL2_BUS1_U;NETWORK_VL2_BUS1_phi;
22.3000000000;0.9999996651;9.0849087105;1.5087754726;0.0908490871;0.0150877547;0.0900000000;0.0100000000;0.0920925765;0.0920934452;-0.0900000000;0.0908490871;-0.0100000000;0.0150877547;-5316.9673841379;5316.9673841379;-5317.0175384105;5317.0175384105;5316.9673841379;5317.0175384105;0.9832915397;-47.2995761066;0.9999996651;-44.2097615749;
22.4000000000;0.9999996672;9.0849087101;1.5087754704;0.0908490871;0.0150877547;0.0900000000;0.0100000000;0.0920925763;0.0920934450;-0.0900000000;0.0908490871;-0.0100000000;0.0150877547;-5316.9673727929;5316.9673727929;-5317.0175270656;5317.0175270656;5316.9673727929;5317.0175270656;0.9832915418;-47.6235379003;0.9999996672;-44.5337233816;
22.5000000000;0.9999996692;9.0849087097;1.5087754682;0.0908490871;0.0150877547;0.0900000000;0.0100000000;0.0920925761;0.0920934448;-0.0900000000;0.0908490871;-0.0100000000;0.0150877547;-5316.9673615174;5316.9673615174;-5317.0175157902;5317.0175157902;5316.9673615174;5317.0175157902;0.9832915439;-47.9481691315;0.9999996692;-44.8583546257;
22.6000000000;0.9999996712;9.0849087093;1.5087754661;0.0908490871;0.0150877547;0.0900000000;0.0100000000;0.0920925759;0.0920934446;-0.0900000000;0.0908490871;-0.0100000000;0.0150877547;-5316.9673503109;5316.9673503109;-5317.0175045839;5317.0175045839;5316.9673503109;5317.0175045839;0.9832915460;-48.2734656923;0.9999996712;-45.1836511992;
22.7000000000;0.9999996732;9.0849087089;1.5087754640;0.0908490871;0.0150877546;0.0900000000;0.0100000000;0.0920925757;0.0920934444;-0.0900000000;0.0908490871;-0.0100000000;0.0150877546;-5316.9673391731;5316.9673391731;-5317.0174934462;5317.0174934462;5316.9673391731;5317.0174934462;0.9832915480;-48.5994234999;0.9999996732;-45.5096090196;
22.8000000000;0.9999996752;9.0849087086;1.5087754618;0.0908490871;0.0150877546;0.0900000000;0.0100000000;0.0920925755;0.0920934442;-0.0900000000;0.0908490871;-0.0100000000;0.0150877546;-5316.9673281036;5316.9673281036;-5317.0174823767;5317.0174823767;5316.9673281036;5317.0174823767;0.9832915501;-48.9260384966;0.9999996752;-45.8362240289;
22.9000000000;0.9999996772;9.0849087082;1.5087754597;0.0908490871;0.0150877546;0.0900000000;0.0100000000;0.0920925754;0.0920934441;-0.0900000000;0.0908490871;-0.0100000000;0.0150877546;-5316.9673171017;5316.9673171017;-5317.0174713750;5317.0174713750;5316.9673171017;5317.0174713750;0.9832915521;-49.2533066496;0.9999996772;-46.1634921945;
23.0000000000;0.9999996792;9.0849087078;1.5087754576;0.0908490871;0.0150877546;0.0900000000;0.0100000000;0.0920925752;0.0920934439;-0.0900000000;0.0908490871;-0.0100000000;0.0150877546;-5316.9673061673;5316.9673061673;-5317.0174604407;5317.0174604407;5316.9673061673;5317.0174604407;0.9832915541;-49.5812239509;0.9999996792;-46.4914095083;
23.1000000000;0.9999996812;9.0849087075;1.5087754555;0.0908490871;0.0150877546;0.0900000000;0.0100000000;0.0920925750;0.0920934437;-0.0900000000;0.0908490871;-0.0100000000;0.0150877546;-5316.9672952999;5316.9672952999;-5317.0174495733;5317.0174495733;5316.9672952999;5317.0174495733;0.9832915561;-49.9097864169;0.9999996812;-46.8199719867;
23.2000000000;0.9999996831;9.0849087071;1.5087754535;0.0908490871;0.0150877545;0.0900000000;0.0100000000;0.0920925748;0.0920934435;-0.0900000000;0.0908490871;-0.0100000000;0.0150877545;-5316.9672844990;5316.9672844990;-5317.0174387726;5317.0174387726;5316.9672844990;5317.0174387726;0.9832915581;-50.2389900887;0.9999996831;-47.1491756708;
23.3000000000;0.9999996851;9.0849087068;1.5087754514;0.0908490871;0.0150877545;0.0900000000;0.0100000000;0.0920925746;0.0920934433;-0.0900000000;0.0908490871;-0.0100000000;0.0150877545;-5316.9672737642;5316.9672737642;-5317.0174280379;5317.0174280379;5316.9672737642;5317.0174280379;0.9832915601;-50.5688310315;0.9999996851;-47.4790166259;
23.4000000000;0.9999996870;9.0849087064;1.5087754494;0.0908490871;0.0150877545;0.0900000000;0.0100000000;0.0920925744;0.0920934431;-0.0900000000;0.0908490871;-0.0100000000;0.0150877545;-5316.9672630952;5316.9672630952;-5317.0174173690;5317.0174173690;5316.9672630952;5317.0174173690;0.9832915621;-50.8993053347;0.9999996870;-47.8094909412;
23.5000000000;0.9999996889;9.0849087060;1.5087754473;0.0908490871;0.0150877545;0.0900000000;0.0100000000;0.0920925742;0.0920934429;-0.0900000000;0.0908490871;-0.0100000000;0.0150877545;-5316.9672524916;5316.9672524916;-5317.0174067655;5317.0174067655;5316.9672524916;5317.0174067655;0.9832915640;-51.2304091117;0.9999996889;-48.1405947304;
23.6000000000;0.9999996908;9.0849087057;1.5087754453;0.0908490871;0.0150877545;0.0900000000;0.0100000000;0.0920925741;0.0920934427;-0.0900000000;0.0908490871;-0.0100000000;0.0150877545;-5316.9672419529;5316.9672419529;-5317.0173962269;5317.0173962269;5316.9672419529;5317.0173962269;0.9832915660;-51.5621384998;0.9999996908;-48.4723241305;
23.7000000000;0.9999996927;9.0849087053;1.5087754433;0.0908490871;0.0150877544;0.0900000000;0.0100000000;0.0920925739;0.0920934426;-0.0900000000;0.0908490871;-0.0100000000;0.0150877544;-5316.9672314788;5316.9672314788;-5317.0173857528;5317.0173857528;5316.9672314788;5317.0173857528;0.9832915679;-51.8944896598;0.9999996927;-48.8046753025;
23.8000000000;0.9999996946;9.0849087050;1.5087754413;0.0908490870;0.0150877544;0.0900000000;0.0100000000;0.0920925737;0.0920934424;-0.0900000000;0.0908490870;-0.0100000000;0.0150877544;-5316.9672210688;5316.9672210688;-5317.0173753429;5317.0173753429;5316.9672210688;5317.0173753429;0.9832915698;-52.2274587764;0.9999996946;-49.1376444309;
23.9000000000;0.9999996965;9.0849087046;1.5087754393;0.0908490870;0.0150877544;0.0900000000;0.0100000000;0.0920925735;0.0920934422;-0.0900000000;0.0908490870;-0.0100000000;0.0150877544;-5316.9672107225;5316.9672107225;-5317.0173649968;5317.0173649968;5316.9672107225;5317.0173649968;0.9832915718;-52.5610420574;0.9999996965;-49.4712277237;
24.0000000000;0.9999996984;9.0849087043;1.5087754374;0.0908490870;0.0150877544;0.0900000000;0.0100000000;0.0920925733;0.0920934420;-0.0900000000;0.0908490870;-0.0100000000;0.0150877544;-5316.9672004397;5316.9672004397;-5317.0173547141;5317.0173547141;5316.9672004397;5317.0173547141;0.9832915737;-52.8952357340;0.9999996984;-49.8054214121;
24.1000000000;0.9999997002;9.0849087039;1.5087754354;0.0908490870;0.0150877544;0.0900000000;0.0100000000;0.0920925732;0.0920934419;-0.0900000000;0.0908490870;-0.0100000000;0.0150877544;-5316.9671902198;5316.9671902198;-5317.0173444942;5317.0173444942;5316.9671902198;5317.0173444942;0.9832915755;-53.2300360605;0.9999997002;-50.1402217503;
24.2000000000;0.9999997020;9.0849087036;1.5087754335;0.0908490870;0.0150877543;0.0900000000;0.0100000000;0.0920925730;0.0920934417;-0.0900000000;0.0908490870;-0.0100000000;0.0150877543;-5316.9671800625;5316.9671800625;-5317.0173343371;5317.0173343371;5316.9671800625;5317.0173343371;0.9832915774;-53.5654393142;0.9999997020;-50.4756250156;
24.3000000000;0.9999997039;9.0849087033;1.5087754315;0.0908490870;0.0150877543;0.0900000000;0.0100000000;0.0920925728;0.0920934415;-0.0900000000;0.0908490870;-0.0100000000;0.0150877543;-5316.9671699675;5316.9671699675;-5317.0173242421;5317.0173242421;5316.9671699675;5317.0173242421;0.9832915793;-53.9014417953;0.9999997039;-50.8116275081;
24.4000000000;0.9999997057;9.0849087029;1.5087754296;0.0908490870;0.0150877543;0.0900000000;0.0100000000;0.0920925726;0.0920934413;-0.0900000000;0.0908490870;-0.0100000000;0.0150877543;-5316.9671599343;5316.9671599343;-5317.0173142090;5317.0173142090;5316.9671599343;5317.0173142090;0.9832915811;-54.2380398265;0.9999997057;-51.1482255508;
24.5000000000;0.9999997075;9.0849087026;1.5087754277;0.0908490870;0.0150877543;0.0900000000;0.0100000000;0.0920925725;0.0920934412;-0.0900000000;0.0908490870;-0.0100000000;0.0150877543;-5316.9671499625;5316.9671499625;-5317.0173042373;5317.0173042373;5316.9671499625;5317.0173042373;0.9832915830;-54.5752297532;0.9999997075;-51.4854154889;
24.6000000000;0.9999997093;9.0849087022;1.5087754258;0.0908490870;0.0150877543;0.0900000000;0.0100000000;0.0920925723;0.0920934410;-0.0900000000;0.0908490870;-0.0100000000;0.0150877543;-5316.9671400518;5316.9671400518;-5317.0172943267;5317.0172943267;5316.9671400518;5317.0172943267;0.9832915848;-54.9130079434;0.9999997093;-51.8231936904;
24.7000000000;0.9999997111;9.0849087019;1.5087754239;0.0908490870;0.0150877542;0.0900000000;0.0100000000;0.0920925721;0.0920934408;-0.0900000000;0.0908490870;-0.0100000000;0.0150877542;-5316.9671302019;5316.9671302019;-5317.0172844769;5317.0172844769;5316.9671302019;5317.0172844769;0.9832915866;-55.2513707870;0.9999997111;-52.1615565452;
24.8000000000;0.9999997128;9.0849087016;1.5087754220;0.0908490870;0.0150877542;0.0900000000;0.0100000000;0.0920925719;0.0920934406;-0.0900000000;0.0908490870;-0.0100000000;0.0150877542;-5316.9671204122;5316.9671204122;-5317.0172746873;5317.0172746873;5316.9671204122;5317.0172746873;0.9832915884;-55.5903146964;0.9999997128;-52.5005004658;
24.9000000000;0.9999997146;9.0849087013;1.5087754202;0.0908490870;0.0150877542;0.0900000000;0.0100000000;0.0920925718;0.0920934405;-0.0900000000;0.0908490870;-0.0100000000;0.0150877542;-5316.9671106825;5316.9671106825;-5317.0172649577;5317.0172649577;5316.9671106825;5317.0172649577;0.9832915902;-55.9298361057;0.9999997146;-52.8400218863;
25.0000000000;0.9999997164;9.0849087009;1.5087754183;0.0908490870;0.0150877542;0.0900000000;0.0100000000;0.0920925716;0.0920934403;-0.0900000000;0.0908490870;-0.0100000000;0.0150877542;-5316.9671010125;5316.9671010125;-5317.0172552878;5317.0172552878;5316.9671010125;5317.0172552878;0.9832915920;-56.2699314712;0.9999997164;-53.1801172628;
25.1000000000;0.9999997181;9.0849087006;1.5087754165;0.0908490870;0.0150877542;0.0900000000;0.0100000000;0.0920925714;0.0920934401;-0.0900000000;0.0908490870;-0.0100000000;0.0150877542;-5316.9670914017;5316.9670914017;-5317.0172456771;5317.0172456771;5316.9670914017;5317.0172456771;0.9832915938;-56.6105972708;0.9999997181;-53.5207830734;
25.2000000000;0.9999997198;9.0849087003;1.5087754146;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925713;0.0920934400;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670818497;5316.9670818497;-5317.0172361252;5317.0172361252;5316.9670818497;5317.0172361252;0.9832915956;-56.9518300039;0.9999997198;-53.8620158174;
25.3000000000;0.9999997215;9.0849087000;1.5087754128;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925711;0.0920934398;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670723563;5316.9670723563;-5317.0172266318;5317.0172266318;5316.9670723563;5317.0172266318;0.9832915973;-57.2936261916;0.9999997215;-54.2038120159;
25.4000000000;0.9999997233;9.0849086996;1.5087754110;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925710;0.0920934396;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670629210;5316.9670629210;-5317.0172171967;5317.0172171967;5316.9670629210;5317.0172171967;0.9832915991;-57.6359823761;0.9999997233;-54.5461682112;
25.5000000000;0.9999997250;9.0849086993;1.5087754092;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925708;0.0920934395;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670535435;5316.9670535435;-5317.0172078192;5317.0172078192;5316.9670535435;5317.0172078192;0.9832916008;-57.9788951211;0.9999997250;-54.8890809668;
25.6000000000;0.9999997266;9.0849086990;1.5087754074;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925706;0.0920934393;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670442234;5316.9670442234;-5317.0171984993;5317.0171984993;5316.9670442234;5317.0171984993;0.9832916025;-58.3223610111;0.9999997266;-55.2325468675;
25.7000000000;0.9999997283;9.0849086987;1.5087754056;0.0908490870;0.0150877541;0.0900000000;0.0100000000;0.0920925705;0.0920934392;-0.0900000000;0.0908490870;-0.0100000000;0.0150877541;-5316.9670349605;5316.9670349605;-5317.0171892364;5317.0171892364;5316.9670349605;5317.0171892364;0.9832916042;-58.6663766517;0.9999997283;-55.5765625186;
25.8000000000;0.9999997300;9.0849086984;1.5087754039;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925703;0.0920934390;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9670257543;5316.9670257543;-5317.0171800303;5317.0171800303;5316.9670257543;5317.0171800303;0.9832916059;-59.0109386693;0.9999997300;-55.9211245468;
25.9000000000;0.9999997316;9.0849086981;1.5087754021;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925701;0.0920934388;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9670166045;5316.9670166045;-5317.0171708806;5317.0171708806;5316.9670166045;5317.0171708806;0.9832916076;-59.3560437112;0.9999997316;-56.2662295991;
26.0000000000;0.9999997333;9.0849086978;1.5087754004;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925700;0.0920934387;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9670075107;5316.9670075107;-5317.0171617869;5317.0171617869;5316.9670075107;5317.0171617869;0.9832916093;-59.7016884449;0.9999997333;-56.6118743432;
26.1000000000;0.9999997349;9.0849086975;1.5087753987;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925698;0.0920934385;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9669984727;5316.9669984727;-5317.0171527490;5317.0171527490;5316.9669984727;5317.0171527490;0.9832916110;-60.0478695585;0.9999997349;-56.9580554672;
26.2000000000;0.9999997365;9.0849086971;1.5087753969;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925697;0.0920934384;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9669894900;5316.9669894900;-5317.0171437664;5317.0171437664;5316.9669894900;5317.0171437664;0.9832916126;-60.3945837606;0.9999997365;-57.3047696795;
26.3000000000;0.9999997382;9.0849086968;1.5087753952;0.0908490870;0.0150877540;0.0900000000;0.0100000000;0.0920925695;0.0920934382;-0.0900000000;0.0908490870;-0.0100000000;0.0150877540;-5316.9669805624;5316.9669805624;-5317.0171348388;5317.0171348388;5316.9669805624;5317.0171348388;0.9832916143;-60.7418277799;0.9999997382;-57.6520137089;
26.4000000000;0.9999997398;9.0849086965;1.5087753935;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925694;0.0920934381;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669716894;5316.9669716894;-5317.0171259660;5317.0171259660;5316.9669716894;5317.0171259660;0.9832916159;-61.0895983649;0.9999997398;-57.9997843041;
26.5000000000;0.9999997414;9.0849086962;1.5087753918;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925692;0.0920934379;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669628708;5316.9669628708;-5317.0171171474;5317.0171171474;5316.9669628708;5317.0171171474;0.9832916175;-61.4378922845;0.9999997414;-58.3480782338;
26.6000000000;0.9999997430;9.0849086959;1.5087753901;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925691;0.0920934378;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669541063;5316.9669541063;-5317.0171083830;5317.0171083830;5316.9669541063;5317.0171083830;0.9832916192;-61.7867063271;0.9999997430;-58.6968922863;
26.7000000000;0.9999997445;9.0849086956;1.5087753885;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925689;0.0920934376;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669453954;5316.9669453954;-5317.0170996722;5317.0170996722;5316.9669453954;5317.0170996722;0.9832916208;-62.1360373008;0.9999997445;-59.0462232701;
26.8000000000;0.9999997461;9.0849086954;1.5087753868;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925688;0.0920934375;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669367379;5316.9669367379;-5317.0170910148;5317.0170910148;5316.9669367379;5317.0170910148;0.9832916224;-62.4858820337;0.9999997461;-59.3960680128;
26.9000000000;0.9999997477;9.0849086951;1.5087753852;0.0908490870;0.0150877539;0.0900000000;0.0100000000;0.0920925686;0.0920934373;-0.0900000000;0.0908490870;-0.0100000000;0.0150877539;-5316.9669281334;5316.9669281334;-5317.0170824104;5317.0170824104;5316.9669281334;5317.0170824104;0.9832916240;-62.8362373727;0.9999997477;-59.7464233617;
27.0000000000;0.9999997492;9.0849086948;1.5087753835;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925685;0.0920934372;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9669195817;5316.9669195817;-5317.0170738587;5317.0170738587;5316.9669195817;5317.0170738587;0.9832916255;-63.1871001847;0.9999997492;-60.0972861834;
27.1000000000;0.9999997507;9.0849086945;1.5087753819;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925683;0.0920934370;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9669110824;5316.9669110824;-5317.0170653594;5317.0170653594;5316.9669110824;5317.0170653594;0.9832916271;-63.5384673554;0.9999997507;-60.4486533638;
27.2000000000;0.9999997523;9.0849086942;1.5087753803;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925682;0.0920934369;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9669026351;5316.9669026351;-5317.0170569122;5317.0170569122;5316.9669026351;5317.0170569122;0.9832916287;-63.8903357897;0.9999997523;-60.8005218078;
27.3000000000;0.9999997538;9.0849086939;1.5087753787;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925680;0.0920934367;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9668942396;5316.9668942396;-5317.0170485168;5317.0170485168;5316.9668942396;5317.0170485168;0.9832916302;-64.2427024116;0.9999997538;-61.1528884393;
27.4000000000;0.9999997553;9.0849086936;1.5087753771;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925679;0.0920934366;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9668858955;5316.9668858955;-5317.0170401728;5317.0170401728;5316.9668858955;5317.0170401728;0.9832916318;-64.5955641640;0.9999997553;-61.5057502011;
27.5000000000;0.9999997568;9.0849086933;1.5087753755;0.0908490869;0.0150877538;0.0900000000;0.0100000000;0.0920925677;0.0920934364;-0.0900000000;0.0908490869;-0.0100000000;0.0150877538;-5316.9668776025;5316.9668776025;-5317.0170318799;5317.0170318799;5316.9668776025;5317.0170318799;0.9832916333;-64.9489180082;0.9999997568;-61.8591040548;
27.6000000000;0.9999997583;9.0849086931;1.5087753739;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925676;0.0920934363;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668693604;5316.9668693604;-5317.0170236378;5317.0170236378;5316.9668693604;5317.0170236378;0.9832916348;-65.3027609247;0.9999997583;-62.2129469807;
27.7000000000;0.9999997598;9.0849086928;1.5087753723;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925675;0.0920934362;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668611687;5316.9668611687;-5317.0170154463;5317.0170154463;5316.9668611687;5317.0170154463;0.9832916363;-65.6570899120;0.9999997598;-62.5672759774;
27.8000000000;0.9999997613;9.0849086925;1.5087753708;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925673;0.0920934360;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668530272;5316.9668530272;-5317.0170073049;5317.0170073049;5316.9668530272;5317.0170073049;0.9832916378;-66.0119019874;0.9999997613;-62.9220880621;
27.9000000000;0.9999997627;9.0849086922;1.5087753692;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925672;0.0920934359;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668449357;5316.9668449357;-5317.0169992134;5317.0169992134;5316.9668449357;5317.0169992134;0.9832916393;-66.3671941864;0.9999997627;-63.2773802702;
28.0000000000;0.9999997642;9.0849086920;1.5087753677;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925670;0.0920934357;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668368937;5316.9668368937;-5317.0169911714;5317.0169911714;5316.9668368937;5317.0169911714;0.9832916408;-66.7229635625;0.9999997642;-63.6331496555;
28.1000000000;0.9999997656;9.0849086917;1.5087753661;0.0908490869;0.0150877537;0.0900000000;0.0100000000;0.0920925669;0.0920934356;-0.0900000000;0.0908490869;-0.0100000000;0.0150877537;-5316.9668289009;5316.9668289009;-5317.0169831788;5317.0169831788;5316.9668289009;5317.0169831788;0.9832916423;-67.0792071875;0.9999997656;-63.9893932897;
28.2000000000;0.9999997671;9.0849086914;1.5087753646;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925668;0.0920934355;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9668209572;5316.9668209572;-5317.0169752351;5317.0169752351;5316.9668209572;5317.0169752351;0.9832916438;-67.4359221511;0.9999997671;-64.3461082623;
28.3000000000;0.9999997685;9.0849086911;1.5087753631;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925666;0.0920934353;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9668130621;5316.9668130621;-5317.0169673401;5317.0169673401;5316.9668130621;5317.0169673401;0.9832916452;-67.7931055608;0.9999997685;-64.7032916811;
28.4000000000;0.9999997699;9.0849086909;1.5087753616;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925665;0.0920934352;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9668052154;5316.9668052154;-5317.0169594935;5317.0169594935;5316.9668052154;5317.0169594935;0.9832916467;-68.1507545420;0.9999997699;-65.0609406712;
28.5000000000;0.9999997713;9.0849086906;1.5087753601;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925664;0.0920934351;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9667974168;5316.9667974168;-5317.0169516949;5317.0169516949;5316.9667974168;5317.0169516949;0.9832916481;-68.5088662376;0.9999997713;-65.4190523757;
28.6000000000;0.9999997727;9.0849086903;1.5087753586;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925662;0.0920934349;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9667896659;5316.9667896659;-5317.0169439441;5317.0169439441;5316.9667896659;5317.0169439441;0.9832916495;-68.8674378081;0.9999997727;-65.7776239550;
28.7000000000;0.9999997741;9.0849086901;1.5087753571;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925661;0.0920934348;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9667819626;5316.9667819626;-5317.0169362409;5317.0169362409;5316.9667819626;5317.0169362409;0.9832916510;-69.2264664313;0.9999997741;-66.1366525871;
28.8000000000;0.9999997755;9.0849086898;1.5087753557;0.0908490869;0.0150877536;0.0900000000;0.0100000000;0.0920925660;0.0920934347;-0.0900000000;0.0908490869;-0.0100000000;0.0150877536;-5316.9667743064;5316.9667743064;-5317.0169285848;5317.0169285848;5316.9667743064;5317.0169285848;0.9832916524;-69.5859493025;0.9999997755;-66.4961354670;
28.9000000000;0.9999997769;9.0849086896;1.5087753542;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925658;0.0920934345;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667666972;5316.9667666972;-5317.0169209756;5317.0169209756;5316.9667666972;5317.0169209756;0.9832916538;-69.9458836341;0.9999997769;-66.8560698073;
29.0000000000;0.9999997782;9.0849086893;1.5087753528;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925657;0.0920934344;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667591346;5316.9667591346;-5317.0169134131;5317.0169134131;5316.9667591346;5317.0169134131;0.9832916552;-70.3062666557;0.9999997782;-67.2164528375;
29.1000000000;0.9999997796;9.0849086890;1.5087753513;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925656;0.0920934343;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667516183;5316.9667516183;-5317.0169058969;5317.0169058969;5316.9667516183;5317.0169058969;0.9832916566;-70.6670956137;0.9999997796;-67.5772818041;
29.2000000000;0.9999997810;9.0849086888;1.5087753499;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925654;0.0920934341;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667441481;5316.9667441481;-5317.0168984268;5317.0168984268;5316.9667441481;5317.0168984268;0.9832916579;-71.0283677716;0.9999997810;-67.9385539706;
29.3000000000;0.9999997823;9.0849086885;1.5087753485;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925653;0.0920934340;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667367237;5316.9667367237;-5317.0168910024;5317.0168910024;5316.9667367237;5317.0168910024;0.9832916593;-71.3900804096;0.9999997823;-68.3002666171;
29.4000000000;0.9999997836;9.0849086883;1.5087753471;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925652;0.0920934339;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667293447;5316.9667293447;-5317.0168836235;5317.0168836235;5316.9667293447;5317.0168836235;0.9832916607;-71.7522308247;0.9999997836;-68.6624170405;
29.5000000000;0.9999997850;9.0849086880;1.5087753456;0.0908490869;0.0150877535;0.0900000000;0.0100000000;0.0920925650;0.0920934337;-0.0900000000;0.0908490869;-0.0100000000;0.0150877535;-5316.9667220110;5316.9667220110;-5317.0168762899;5317.0168762899;5316.9667220110;5317.0168762899;0.9832916620;-72.1148163302;0.9999997850;-69.0250025544;
29.6000000000;0.9999997863;9.0849086878;1.5087753443;0.0908490869;0.0150877534;0.0900000000;0.0100000000;0.0920925649;0.0920934336;-0.0900000000;0.0908490869;-0.0100000000;0.0150877534;-5316.9667147222;5316.9667147222;-5317.0168690012;5317.0168690012;5316.9667147222;5317.0168690012;0.9832916634;-72.4778342563;0.9999997863;-69.3880204888;
29.7000000000;0.9999997876;9.0849086875;1.5087753429;0.0908490869;0.0150877534;0.0900000000;0.0100000000;0.0920925648;0.0920934335;-0.0900000000;0.0908490869;-0.0100000000;0.0150877534;-5316.9667074781;5316.9667074781;-5317.0168617571;5317.0168617571;5316.9667074781;5317.0168617571;0.9832916647;-72.8412819491;0.9999997876;-69.7514681899;
