time;SM_gen_cePu;SM_gen_PePu;SM_gen_cmPu;SM_gen_PmPu;SM_gen_ufPu;SM_gen_efdPu;SM_gen_omegaPu;SM_gen_theta;SM_gen_PGenPu;SM_gen_QGenPu;SM_gen_PGen;SM_gen_QGen;SM_gen_UPu;SM_gen_IStatorPu;SM_gen_IRotorPu;SM_gen_UStatorPu;SM_gen_QStatorPu;SM_gen_thetaInternal;SM_gover_PmRefPu;
3.07177;0.918709;0.918845;0.922124;0.922261;0.00106942;2.44488;1.00015;1.2406;20.3293;9.81466;2032.93;981.466;0.998793;22.6018;2.44803;0.998793;9.81466;0.735988;0.923;
3.09709;0.919895;0.92004;0.922065;0.922211;0.00107094;2.44836;1.00016;1.24181;20.3557;9.82135;2035.57;982.135;0.998619;22.6324;2.44996;0.998619;9.82135;0.736384;0.923;
3.12241;0.921138;0.921289;0.922032;0.922183;0.00107252;2.45196;1.00016;1.24308;20.3832;9.82848;2038.32;982.848;0.99844;22.6644;2.45202;0.99844;9.82848;0.736805;0.923;
3.1452;0.922278;0.92243;0.922026;0.922178;0.00107394;2.45521;1.00016;1.24425;20.4083;9.8351;2040.83;983.51;0.998277;22.6937;2.45395;0.998277;9.8351;0.737197;0.923;
3.16799;0.92341;0.92356;0.922042;0.922191;0.00107533;2.45839;1.00016;1.24541;20.4333;9.84175;2043.33;984.175;0.998118;22.7227;2.4559;0.998118;9.84175;0.737592;0.923;
3.19078;0.92451;0.924654;0.922078;0.922222;0.00107667;2.46145;1.00016;1.24654;20.4574;9.84829;2045.74;984.829;0.997965;22.7508;2.45782;0.997965;9.84829;0.73798;0.923;
3.21357;0.925553;0.925688;0.922134;0.922269;0.00107792;2.46431;1.00015;1.24761;20.4802;9.85456;2048.02;985.456;0.997822;22.7774;2.45968;0.997822;9.85456;0.738353;0.923;
3.23635;0.926518;0.926642;0.922208;0.922332;0.00107906;2.46692;1.00013;1.24861;20.5012;9.86044;2050.12;986.044;0.997691;22.8019;2.46142;0.997691;9.86044;0.738704;0.923;
3.25914;0.927385;0.927495;0.922298;0.922408;0.00108007;2.46922;1.00012;1.24951;20.52;9.86579;2052;986.579;0.997577;22.8238;2.46303;0.997577;9.86579;0.739025;0.923;
3.28193;0.928137;0.928231;0.922402;0.922495;0.00108092;2.47116;1.0001;1.25029;20.5362;9.87051;2053.62;987.051;0.997479;22.8427;2.46445;0.997479;9.87051;0.739309;0.923;
3.30472;0.92876;0.928835;0.922517;0.922592;0.00108159;2.47271;1.00008;1.25094;20.5495;9.8745;2054.95;987.45;0.997402;22.8583;2.46567;0.997402;9.8745;0.739551;0.923;
3.32751;0.929242;0.929298;0.92264;0.922696;0.00108209;2.47384;1.00006;1.25145;20.5597;9.87769;2055.97;987.769;0.997345;22.8702;2.46666;0.997345;9.87769;0.739748;0.923;
3.35029;0.929576;0.929612;0.922769;0.922805;0.00108239;2.47454;1.00004;1.2518;20.5667;9.88001;2056.67;988.001;0.997311;22.8782;2.4674;0.997311;9.88001;0.739894;0.923;
3.37308;0.929758;0.929774;0.9229;0.922915;0.0010825;2.47479;1.00002;1.252;20.5702;9.88145;2057.02;988.145;0.997298;22.8824;2.46789;0.997298;9.88145;0.73999;0.923;
3.39587;0.929788;0.929783;0.92303;0.923025;0.00108242;2.4746;0.999995;1.25204;20.5704;9.88197;2057.04;988.197;0.997307;22.8826;2.46811;0.997307;9.88197;0.740033;0.923;
3.44145;0.929411;0.929368;0.923275;0.923232;0.00108173;2.47302;0.999954;1.25168;20.5613;9.8804;2056.13;988.04;0.997386;22.8718;2.46778;0.997386;9.8804;0.739966;0.923;
3.48098;0.92865;0.928578;0.923461;0.923389;0.00108061;2.47046;0.999922;1.25092;20.5439;9.87638;2054.39;987.638;0.997514;22.8514;2.46673;0.997514;9.87638;0.739754;0.923;
3.51656;0.927671;0.927578;0.923598;0.923505;0.00107926;2.46738;0.999899;1.24994;20.5218;9.87095;2052.18;987.095;0.997668;22.8256;2.46523;0.997668;9.87095;0.739457;0.923;
3.54859;0.926601;0.926493;0.923691;0.923583;0.00107785;2.46415;0.999883;1.24886;20.4979;9.86485;2049.79;986.485;0.99783;22.7976;2.46352;0.99783;9.86485;0.739118;0.923;
3.57741;0.925526;0.925409;0.923748;0.923631;0.00107647;2.46098;0.999874;1.24777;20.474;9.85863;2047.4;985.863;0.997988;22.7698;2.46176;0.997988;9.85863;0.738769;0.923;
3.60335;0.924502;0.924381;0.923775;0.923654;0.00107518;2.45804;0.999869;1.24673;20.4514;9.85263;2045.14;985.263;0.998135;22.7433;2.46004;0.998135;9.85263;0.73843;0.923;
3.62928;0.923457;0.923336;0.923779;0.923658;0.00107389;2.45509;0.999869;1.24567;20.4283;9.84645;2042.83;984.645;0.998283;22.7165;2.45827;0.998283;9.84645;0.738079;0.923;
3.65522;0.922423;0.922304;0.923761;0.923642;0.00107264;2.45224;0.999872;1.24462;20.4056;9.84027;2040.56;984.027;0.998426;22.6901;2.45648;0.998426;9.84027;0.737726;0.923;
3.68116;0.921428;0.921316;0.923721;0.923609;0.00107146;2.44955;0.999878;1.24361;20.3838;9.83426;2038.38;983.426;0.99856;22.6647;2.45473;0.99856;9.83426;0.737382;0.923;
3.7071;0.920501;0.920398;0.923662;0.923559;0.00107039;2.4471;0.999888;1.24266;20.3636;9.82859;2036.36;982.859;0.998683;22.6412;2.45308;0.998683;9.82859;0.737057;0.923;
3.73304;0.919666;0.919575;0.923585;0.923494;0.00106945;2.44495;0.999901;1.24181;20.3454;9.82341;2034.54;982.341;0.99879;22.6202;2.45156;0.99879;9.82341;0.736758;0.923;
3.75898;0.918946;0.91887;0.923493;0.923416;0.00106867;2.44317;0.999917;1.24108;20.3299;9.81886;2032.99;981.886;0.998879;22.6022;2.45021;0.998879;9.81886;0.736495;0.923;
3.78492;0.91836;0.9183;0.923388;0.923328;0.00106807;2.44178;0.999935;1.24047;20.3173;9.81505;2031.73;981.505;0.998948;22.5876;2.44908;0.998948;9.81505;0.736274;0.923;
3.81086;0.91792;0.917878;0.923275;0.923232;0.00106765;2.44083;0.999954;1.24002;20.308;9.81207;2030.8;981.207;0.998996;22.5769;2.44818;0.998996;9.81207;0.736101;0.923;
3.83679;0.917637;0.917613;0.923157;0.923132;0.00106743;2.44033;0.999974;1.23973;20.3022;9.80999;2030.22;980.999;0.999021;22.5701;2.44754;0.999021;9.80999;0.735979;0.923;
3.86273;0.917514;0.917509;0.923036;0.923031;0.00106741;2.44027;0.999994;1.2396;20.2999;9.80885;2029.99;980.885;0.999024;22.5675;2.44717;0.999024;9.80885;0.735912;0.923;
3.88867;0.917553;0.917565;0.922918;0.922931;0.00106758;2.44066;1.00001;1.23963;20.3011;9.80865;2030.11;980.865;0.999004;22.569;2.44707;0.999004;9.80865;0.7359;0.923;
3.92277;0.917836;0.917872;0.922771;0.922806;0.00106808;2.44181;1.00004;1.23991;20.3079;9.80978;2030.79;980.978;0.998947;22.5769;2.44736;0.998947;9.80978;0.735965;0.923;
3.95688;0.918363;0.918419;0.922639;0.922696;0.00106886;2.44359;1.00006;1.24044;20.3199;9.81239;2031.99;981.239;0.998858;22.5909;2.44807;0.998858;9.81239;0.736116;0.923;
3.99098;0.9191;0.919173;0.92253;0.922603;0.00106988;2.44592;1.00008;1.24118;20.3366;9.81631;2033.66;981.631;0.998741;22.6102;2.44917;0.998741;9.81631;0.736344;0.923;
4.02167;0.91991;0.919995;0.922453;0.922538;0.00107095;2.44838;1.00009;1.242;20.3547;9.82077;2035.47;982.077;0.998618;22.6313;2.45044;0.998618;9.82077;0.736604;0.923;
4.05237;0.92082;0.920913;0.9224;0.922494;0.00107213;2.45107;1.0001;1.24293;20.3749;9.8259;2037.49;982.59;0.998484;22.6548;2.45192;0.998484;9.8259;0.736904;0.923;
4.07999;0.921694;0.921791;0.922374;0.922472;0.00107323;2.4536;1.00011;1.24382;20.3943;9.83091;2039.43;983.091;0.998357;22.6773;2.45337;0.998357;9.83091;0.737198;0.923;
4.10761;0.922589;0.922687;0.922369;0.922467;0.00107435;2.45615;1.00011;1.24473;20.414;9.83612;2041.4;983.612;0.99823;22.7003;2.45488;0.99823;9.83612;0.737504;0.923;
4.13524;0.923474;0.92357;0.922384;0.92248;0.00107544;2.45863;1.0001;1.24564;20.4335;9.84135;2043.35;984.135;0.998106;22.723;2.45641;0.998106;9.84135;0.737811;0.923;
4.16286;0.924323;0.924413;0.922419;0.922509;0.00107646;2.46097;1.0001;1.24651;20.4521;9.84643;2045.21;984.643;0.997989;22.7446;2.4579;0.997989;9.84643;0.73811;0.923;
4.19049;0.925107;0.92519;0.922471;0.922554;0.00107739;2.46309;1.00009;1.24732;20.4692;9.85119;2046.92;985.119;0.997883;22.7646;2.45931;0.997883;9.85119;0.738392;0.923;
4.21811;0.925804;0.925876;0.92254;0.922612;0.00107819;2.46493;1.00008;1.24804;20.4843;9.85549;2048.43;985.549;0.997791;22.7822;2.46059;0.997791;9.85549;0.738647;0.923;
4.24573;0.926393;0.926452;0.922621;0.92268;0.00107885;2.46643;1.00006;1.24865;20.497;9.8592;2049.7;985.92;0.997716;22.797;2.46171;0.997716;9.8592;0.738868;0.923;
4.27336;0.926858;0.926903;0.922713;0.922758;0.00107934;2.46757;1.00005;1.24913;20.5069;9.8622;2050.69;986.22;0.997659;22.8086;2.46263;0.997659;9.8622;0.739049;0.923;
4.30098;0.927187;0.927217;0.922812;0.922841;0.00107966;2.4683;1.00003;1.24947;20.5139;9.86443;2051.39;986.443;0.997623;22.8166;2.46332;0.997623;9.86443;0.739185;0.923;
4.3286;0.927373;0.927387;0.922914;0.922928;0.0010798;2.46861;1.00001;1.24967;20.5176;9.86582;2051.76;986.582;0.997607;22.821;2.46377;0.997607;9.86582;0.739273;0.923;
4.35623;0.927414;0.927412;0.923016;0.923014;0.00107976;2.46851;0.999997;1.24972;20.5182;9.86636;2051.82;986.636;0.997612;22.8216;2.46398;0.997612;9.86636;0.739312;0.923;
4.41147;0.927088;0.927055;0.923205;0.923174;0.00107917;2.46717;0.999965;1.24941;20.5103;9.86497;2051.03;986.497;0.997679;22.8124;2.46367;0.997679;9.86497;0.739246;0.923;
4.45755;0.926438;0.926386;0.923338;0.923286;0.00107824;2.46504;0.999943;1.24876;20.4955;9.86151;2049.55;986.151;0.997785;22.7951;2.46273;0.997785;9.86151;0.739057;0.923;
4.49902;0.925618;0.925551;0.923429;0.923362;0.00107714;2.46252;0.999928;1.24793;20.4771;9.85692;2047.71;985.692;0.997912;22.7736;2.46145;0.997912;9.85692;0.738801;0.923;
4.53558;0.92476;0.924685;0.923481;0.923406;0.00107602;2.45997;0.999919;1.24706;20.4581;9.852;2045.81;985.2;0.998039;22.7513;2.46006;0.998039;9.852;0.738522;0.923;
4.56849;0.923924;0.923845;0.923505;0.923426;0.00107497;2.45756;0.999915;1.24621;20.4395;9.84713;2043.95;984.713;0.998159;22.7297;2.45866;0.998159;9.84713;0.738244;0.923;
4.59811;0.923152;0.923074;0.923505;0.923427;0.00107402;2.45539;0.999915;1.24542;20.4225;9.84257;2042.25;984.257;0.998268;22.7099;2.45735;0.998268;9.84257;0.737983;0.923;
4.62773;0.922395;0.922319;0.923487;0.923411;0.00107311;2.4533;0.999918;1.24465;20.4059;9.83804;2040.59;983.804;0.998372;22.6906;2.45603;0.998372;9.83804;0.737723;0.923;
4.65734;0.921679;0.921609;0.923452;0.923381;0.00107226;2.45138;0.999924;1.24392;20.3903;9.83371;2039.03;983.371;0.998469;22.6724;2.45477;0.998469;9.83371;0.737473;0.923;
4.68696;0.921031;0.920969;0.9234;0.923338;0.00107152;2.44968;0.999933;1.24326;20.3762;9.82972;2037.62;982.972;0.998553;22.656;2.4536;0.998553;9.82972;0.737241;0.923;
4.71658;0.920473;0.920421;0.923335;0.923283;0.0010709;2.44827;0.999943;1.24269;20.3641;9.82622;2036.41;982.622;0.998624;22.642;2.45256;0.998624;9.82622;0.737038;0.923;
4.7462;0.920024;0.919983;0.923259;0.923219;0.00107043;2.44718;0.999956;1.24223;20.3544;9.82333;2035.44;982.333;0.998678;22.6308;2.45169;0.998678;9.82333;0.736868;0.923;
4.77581;0.919696;0.919669;0.923176;0.923149;0.00107011;2.44646;0.99997;1.24189;20.3475;9.82113;2034.75;982.113;0.998714;22.6228;2.45103;0.998714;9.82113;0.736739;0.923;
4.80543;0.9195;0.919487;0.923088;0.923075;0.00106996;2.44612;0.999985;1.24168;20.3435;9.81968;2034.35;981.968;0.998731;22.6181;2.45058;0.998731;9.81968;0.736653;0.923;
4.83505;0.91944;0.91944;0.923;0.923;0.00106998;2.44616;1;1.24162;20.3424;9.81903;2034.24;981.903;0.99873;22.617;2.45035;0.99873;9.81903;0.736612;0.923;
4.86466;0.919512;0.919526;0.922914;0.922927;0.00107016;2.44656;1.00001;1.24169;20.3443;9.81916;2034.43;981.916;0.998709;22.6192;2.45036;0.998709;9.81916;0.736618;0.923;
4.90201;0.919782;0.919811;0.922813;0.922842;0.00107059;2.44755;1.00003;1.24195;20.3506;9.8204;2035.06;982.04;0.99866;22.6265;2.45069;0.99866;9.8204;0.736688;0.923;
4.93935;0.92023;0.920272;0.922727;0.92277;0.00107123;2.44901;1.00005;1.2424;20.3608;9.82273;2036.08;982.273;0.998587;22.6383;2.45133;0.998587;9.82273;0.736821;0.923;
4.97669;0.920823;0.920875;0.92266;0.922713;0.00107202;2.45083;1.00006;1.243;20.3741;9.82597;2037.41;982.597;0.998496;22.6538;2.45225;0.998496;9.82597;0.737008;0.923;
5.01403;0.921521;0.921581;0.922615;0.922675;0.00107293;2.45291;1.00007;1.24371;20.3896;9.82991;2038.96;982.991;0.998392;22.6719;2.45337;0.998392;9.82991;0.737237;0.923;
5.04764;0.922207;0.92227;0.922594;0.922657;0.0010738;2.45489;1.00007;1.24441;20.4048;9.83386;2040.48;983.386;0.998293;22.6896;2.45451;0.998293;9.83386;0.737466;0.923;
5.08124;0.922909;0.922973;0.922593;0.922656;0.00107467;2.45688;1.00007;1.24513;20.4203;9.83797;2042.03;983.797;0.998193;22.7076;2.45571;0.998193;9.83797;0.737706;0.923;
5.11149;0.923529;0.92359;0.922609;0.92267;0.00107542;2.4586;1.00007;1.24576;20.4339;9.84166;2043.39;984.166;0.998107;22.7235;2.45678;0.998107;9.84166;0.737922;0.923;
5.14174;0.924112;0.924169;0.922639;0.922695;0.00107612;2.46019;1.00006;1.24636;20.4467;9.84518;2044.67;984.518;0.998028;22.7383;2.45782;0.998028;9.84518;0.738128;0.923;
5.17198;0.924637;0.924686;0.922683;0.922732;0.00107673;2.46158;1.00005;1.2469;20.4581;9.84839;2045.81;984.839;0.997958;22.7516;2.45877;0.997958;9.84839;0.738317;0.923;
5.20223;0.925084;0.925125;0.922737;0.922778;0.00107723;2.46273;1.00004;1.24736;20.4678;9.85119;2046.78;985.119;0.997901;22.7629;2.45961;0.997901;9.85119;0.738483;0.923;
5.23247;0.925439;0.92547;0.9228;0.922832;0.00107761;2.46361;1.00003;1.24773;20.4754;9.85347;2047.54;985.347;0.997857;22.7717;2.4603;0.997857;9.85347;0.738619;0.923;
5.26272;0.925691;0.925711;0.92287;0.92289;0.00107786;2.46417;1.00002;1.24799;20.4807;9.85517;2048.07;985.517;0.997829;22.7779;2.46082;0.997829;9.85517;0.738721;0.923;
5.29297;0.925832;0.925841;0.922942;0.922951;0.00107797;2.46441;1.00001;1.24814;20.4835;9.85621;2048.35;985.621;0.997817;22.7812;2.46116;0.997817;9.85621;0.738786;0.923;
5.32321;0.925861;0.925859;0.923014;0.923012;0.00107793;2.46434;0.999998;1.24817;20.4839;9.8566;2048.39;985.66;0.99782;22.7817;2.4613;0.99782;9.8566;0.738813;0.923;
5.38371;0.925606;0.925583;0.923146;0.923123;0.00107749;2.46332;0.999975;1.24792;20.4778;9.85549;2047.78;985.549;0.997871;22.7745;2.46104;0.997871;9.85549;0.738757;0.923;
5.43645;0.925083;0.925046;0.923239;0.923202;0.00107675;2.46164;0.99996;1.2474;20.466;9.85269;2046.6;985.269;0.997955;22.7607;2.46027;0.997955;9.85269;0.738601;0.923;
5.48392;0.924431;0.924385;0.923297;0.923251;0.00107589;2.45966;0.99995;1.24674;20.4514;9.84902;2045.14;984.902;0.998054;22.7437;2.45924;0.998054;9.84902;0.738393;0.923;
5.52544;0.923771;0.92372;0.923324;0.923274;0.00107505;2.45774;0.999945;1.24607;20.4368;9.8452;2043.68;984.52;0.99815;22.7266;2.45815;0.99815;9.8452;0.738175;0.923;
5.56281;0.923147;0.923096;0.923328;0.923277;0.00107427;2.45597;0.999945;1.24543;20.423;9.84154;2042.3;984.154;0.998239;22.7106;2.45709;0.998239;9.84154;0.737964;0.923;
5.59645;0.922592;0.922543;0.923315;0.923266;0.0010736;2.45444;0.999947;1.24487;20.4109;9.83823;2041.09;983.823;0.998316;22.6964;2.45613;0.998316;9.83823;0.737773;0.923;
5.63008;0.922073;0.922029;0.923288;0.923243;0.00107299;2.45304;0.999951;1.24434;20.3995;9.83509;2039.95;983.509;0.998386;22.6832;2.45521;0.998386;9.83509;0.737591;0.923;
5.66371;0.921613;0.921575;0.923248;0.923209;0.00107246;2.45184;0.999958;1.24387;20.3895;9.83225;2038.95;983.225;0.998446;22.6716;2.45437;0.998446;9.83225;0.737426;0.923;
5.69735;0.921233;0.921202;0.923197;0.923166;0.00107205;2.45088;0.999967;1.24348;20.3813;9.82985;2038.13;982.985;0.998493;22.6621;2.45365;0.998493;9.82985;0.737285;0.923;
5.73098;0.920947;0.920926;0.923139;0.923117;0.00107175;2.45021;0.999977;1.24318;20.3752;9.82798;2037.52;982.798;0.998527;22.655;2.45309;0.998527;9.82798;0.737175;0.923;
5.76461;0.920768;0.920756;0.923075;0.923064;0.0010716;2.44986;0.999987;1.24299;20.3715;9.82672;2037.15;982.672;0.998545;22.6507;2.4527;0.998545;9.82672;0.737099;0.923;
5.79824;0.920699;0.920698;0.92301;0.923009;0.00107158;2.44981;0.999998;1.24292;20.3702;9.8261;2037.02;982.61;0.998547;22.6492;2.4525;0.998547;9.8261;0.737061;0.923;
5.83188;0.920742;0.92075;0.922947;0.922955;0.00107169;2.45008;1.00001;1.24296;20.3713;9.82614;2037.13;982.614;0.998533;22.6506;2.45248;0.998533;9.82614;0.737061;0.923;
5.87501;0.920948;0.920967;0.922873;0.922893;0.00107202;2.45083;1.00002;1.24316;20.3761;9.82711;2037.61;982.711;0.998496;22.6561;2.45273;0.998496;9.82711;0.737115;0.923;
5.91814;0.921302;0.921331;0.922811;0.922841;0.00107252;2.45196;1.00003;1.24352;20.3841;9.82898;2038.41;982.898;0.998439;22.6655;2.45325;0.998439;9.82898;0.737221;0.923;
5.96126;0.921771;0.921808;0.922767;0.922803;0.00107314;2.45339;1.00004;1.244;20.3946;9.83159;2039.46;983.159;0.998368;22.6777;2.45399;0.998368;9.83159;0.737371;0.923;
6.00008;0.922261;0.922301;0.922743;0.922783;0.00107377;2.45482;1.00004;1.24449;20.4055;9.83439;2040.55;983.439;0.998296;22.6904;2.4548;0.998296;9.83439;0.737533;0.923;
6.0389;0.92278;0.922821;0.922736;0.922777;0.00107442;2.45631;1.00004;1.24502;20.417;9.83741;2041.7;983.741;0.998222;22.7037;2.45567;0.998222;9.83741;0.737709;0.923;
6.07383;0.923246;0.923286;0.922744;0.922784;0.00107499;2.45761;1.00004;1.2455;20.4272;9.84017;2042.72;984.017;0.998157;22.7156;2.45647;0.998157;9.84017;0.737869;0.923;
6.10877;0.923685;0.923722;0.922765;0.922802;0.00107551;2.4588;1.00004;1.24595;20.4368;9.84282;2043.68;984.282;0.998097;22.7268;2.45725;0.998097;9.84282;0.738024;0.923;
6.1437;0.924075;0.924107;0.922797;0.922829;0.00107596;2.45984;1.00003;1.24635;20.4453;9.84521;2044.53;984.521;0.998045;22.7367;2.45796;0.998045;9.84521;0.738165;0.923;
6.17863;0.924399;0.924424;0.922839;0.922864;0.00107633;2.46066;1.00003;1.24668;20.4523;9.84725;2045.23;984.725;0.998004;22.7449;2.45857;0.998004;9.84725;0.738285;0.923;
6.21357;0.924642;0.924659;0.922887;0.922905;0.00107658;2.46124;1.00002;1.24693;20.4575;9.84882;2045.75;984.882;0.997975;22.7509;2.45904;0.997975;9.84882;0.738379;0.923;
6.2485;0.924793;0.924803;0.92294;0.922949;0.00107672;2.46156;1.00001;1.24709;20.4607;9.84988;2046.07;984.988;0.997959;22.7545;2.45937;0.997959;9.84988;0.738442;0.923;
6.28344;0.924849;0.92485;0.922994;0.922995;0.00107673;2.4616;1;1.24715;20.4617;9.85038;2046.17;985.038;0.997958;22.7558;2.45954;0.997958;9.85038;0.738474;0.923;
6.31837;0.92481;0.924803;0.923046;0.923039;0.00107663;2.46137;0.999992;1.24712;20.4607;9.85031;2046.07;985.031;0.997969;22.7545;2.45954;0.997969;9.85031;0.738473;0.923;
6.36547;0.924619;0.924602;0.92311;0.923093;0.00107633;2.46069;0.999982;1.24693;20.4562;9.84938;2045.62;984.938;0.998003;22.7493;2.4593;0.998003;9.84938;0.738422;0.923;
6.41256;0.92429;0.924265;0.923161;0.923136;0.00107588;2.45964;0.999973;1.2466;20.4488;9.8476;2044.88;984.76;0.998055;22.7407;2.45881;0.998055;9.8476;0.738323;0.923;
6.45966;0.92386;0.92383;0.923196;0.923165;0.00107531;2.45835;0.999967;1.24616;20.4392;9.84517;2043.92;984.517;0.99812;22.7295;2.45812;0.99812;9.84517;0.738184;0.923;
6.50205;0.923419;0.923387;0.923211;0.923178;0.00107475;2.45707;0.999964;1.24571;20.4294;9.84262;2042.94;984.262;0.998184;22.7181;2.45739;0.998184;9.84262;0.738038;0.923;
6.54443;0.922964;0.922932;0.92321;0.923177;0.00107419;2.45579;0.999965;1.24525;20.4194;9.83994;2041.94;983.994;0.998248;22.7064;2.45661;0.998248;9.83994;0.737883;0.923;
6.58258;0.922569;0.922539;0.923196;0.923166;0.00107372;2.4547;0.999967;1.24485;20.4108;9.83757;2041.08;983.757;0.998302;22.6963;2.45592;0.998302;9.83757;0.737746;0.923;
6.62073;0.922213;0.922187;0.923171;0.923144;0.0010733;2.45376;0.999971;1.24448;20.403;9.83539;2040.3;983.539;0.99835;22.6873;2.45528;0.99835;9.83539;0.737619;0.923;
6.65887;0.921916;0.921895;0.923136;0.923115;0.00107297;2.453;0.999977;1.24418;20.3966;9.83354;2039.66;983.354;0.998387;22.6799;2.45473;0.998387;9.83354;0.73751;0.923;
6.69702;0.921695;0.92168;0.923095;0.92308;0.00107274;2.45247;0.999984;1.24395;20.3918;9.8321;2039.18;983.21;0.998414;22.6744;2.4543;0.998414;9.8321;0.737425;0.923;
6.73517;0.921559;0.921552;0.923049;0.923041;0.00107262;2.45219;0.999992;1.24381;20.389;9.83116;2038.9;983.116;0.998428;22.6711;2.45401;0.998428;9.83116;0.737369;0.923;
6.77332;0.921515;0.921515;0.923001;0.923001;0.00107261;2.45218;1;1.24376;20.3882;9.83075;2038.82;983.075;0.998428;22.6702;2.45387;0.998428;9.83075;0.737343;0.923;
6.81146;0.921562;0.921569;0.922956;0.922963;0.00107272;2.45241;1.00001;1.2438;20.3894;9.83087;2038.94;983.087;0.998417;22.6715;2.45389;0.998417;9.83087;0.737348;0.923;
6.85951;0.921739;0.921754;0.922905;0.92292;0.00107298;2.45303;1.00002;1.24398;20.3934;9.83174;2039.34;983.174;0.998386;22.6763;2.45412;0.998386;9.83174;0.737397;0.923;
6.90756;0.922025;0.922046;0.922865;0.922886;0.00107338;2.45392;1.00002;1.24427;20.3999;9.8333;2039.99;983.33;0.998341;22.6838;2.45455;0.998341;9.8333;0.737485;0.923;
6.95561;0.92239;0.922415;0.92284;0.922865;0.00107385;2.45501;1.00003;1.24464;20.408;9.83536;2040.8;983.536;0.998287;22.6933;2.45514;0.998287;9.83536;0.737604;0.923;
7.00367;0.922795;0.922821;0.92283;0.922857;0.00107436;2.45618;1.00003;1.24505;20.417;9.83771;2041.7;983.771;0.998229;22.7037;2.45582;0.998229;9.83771;0.73774;0.923;
7.04691;0.923164;0.923189;0.922836;0.922861;0.00107481;2.45721;1.00003;1.24543;20.4251;9.83989;2042.51;983.989;0.998177;22.7131;2.45645;0.998177;9.83989;0.737867;0.923;
7.09016;0.923506;0.923529;0.922853;0.922876;0.00107522;2.45813;1.00002;1.24578;20.4326;9.84196;2043.26;984.196;0.998131;22.7219;2.45706;0.998131;9.84196;0.737987;0.923;
7.1334;0.923797;0.923815;0.922882;0.9229;0.00107555;2.45889;1.00002;1.24608;20.4389;9.84376;2043.89;984.376;0.998093;22.7292;2.45759;0.998093;9.84376;0.738093;0.923;
7.17665;0.924015;0.924028;0.922918;0.922931;0.00107579;2.45943;1.00001;1.2463;20.4436;9.84516;2044.36;984.516;0.998066;22.7347;2.45801;0.998066;9.84516;0.738176;0.923;
7.21989;0.924149;0.924155;0.922959;0.922965;0.00107591;2.45972;1.00001;1.24644;20.4464;9.84607;2044.64;984.607;0.998051;22.7379;2.4583;0.998051;9.84607;0.738231;0.923;
7.26314;0.924189;0.924189;0.923001;0.923001;0.00107592;2.45974;1;1.24649;20.4471;9.84644;2044.71;984.644;0.99805;22.7388;2.45842;0.99805;9.84644;0.738255;0.923;
7.30638;0.924138;0.924131;0.923042;0.923036;0.00107582;2.4595;0.999993;1.24644;20.4459;9.84627;2044.59;984.627;0.998062;22.7373;2.45839;0.998062;9.84627;0.738247;0.923;
7.35703;0.923973;0.923959;0.923084;0.923071;0.00107557;2.45894;0.999986;1.24627;20.4421;9.84542;2044.21;984.542;0.99809;22.7328;2.45816;0.99809;9.84542;0.7382;0.923;
7.40768;0.923715;0.923697;0.923115;0.923097;0.00107522;2.45814;0.999981;1.24601;20.4363;9.84401;2043.63;984.401;0.99813;22.7261;2.45776;0.99813;9.84401;0.738119;0.923;
7.45832;0.923396;0.923376;0.923133;0.923112;0.00107481;2.4572;0.999978;1.24569;20.4292;9.84218;2042.92;984.218;0.998177;22.7178;2.45725;0.998177;9.84218;0.738015;0.923;
7.50897;0.923052;0.92303;0.923136;0.923115;0.00107438;2.45622;0.999977;1.24534;20.4216;9.84017;2042.16;984.017;0.998226;22.709;2.45666;0.998226;9.84017;0.737899;0.923;
7.55455;0.922748;0.922728;0.923127;0.923107;0.00107402;2.45538;0.999979;1.24503;20.4149;9.83835;2041.49;983.835;0.998268;22.7012;2.45613;0.998268;9.83835;0.737793;0.923;
7.57933;0.922599;0.922581;0.923116;0.923098;0.00107384;2.45499;0.99998;1.24487;20.4117;9.83744;2041.17;983.744;0.998288;22.6974;2.45586;0.998288;9.83744;0.73774;0.923;
7.6041;0.922467;0.922451;0.923103;0.923087;0.00107369;2.45465;0.999983;1.24474;20.4088;9.83662;2040.88;983.662;0.998305;22.6941;2.45562;0.998305;9.83662;0.737692;0.923;
7.62888;0.922356;0.922342;0.923088;0.923074;0.00107357;2.45437;0.999985;1.24462;20.4064;9.83592;2040.64;983.592;0.998319;22.6913;2.45541;0.998319;9.83592;0.737651;0.923;
7.67843;0.922184;0.922176;0.923054;0.923046;0.00107339;2.45396;0.999991;1.24445;20.4028;9.8348;2040.28;983.48;0.998339;22.6871;2.45508;0.998339;9.8348;0.737585;0.923;
7.72798;0.922101;0.922098;0.923017;0.923014;0.00107333;2.45381;0.999997;1.24436;20.401;9.83419;2040.1;983.419;0.998347;22.6851;2.45488;0.998347;9.83419;0.737548;0.923;
7.77752;0.922109;0.922112;0.92298;0.922983;0.00107337;2.45391;1;1.24436;20.4013;9.83412;2040.13;983.412;0.998342;22.6855;2.45485;0.998342;9.83412;0.737542;0.923;
7.82707;0.922204;0.922212;0.922947;0.922956;0.00107352;2.45426;1.00001;1.24446;20.4036;9.83458;2040.36;983.458;0.998325;22.688;2.45497;0.998325;9.83458;0.737567;0.923;
