time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UOelPu;
1.000000;5.833665;22.210330;1.000000;-0.000000;3.329767;0.781863;0.149920;0.386964;0.892857;-0.000015;
1.000000;5.833667;22.210318;1.000000;0.000000;3.329763;0.781863;0.149920;0.386961;0.892857;-0.000028;
1.000000;5.833671;22.210293;1.000000;0.000000;3.329755;0.781863;0.149919;0.386955;0.892857;-0.000053;
1.000000;5.833680;22.210243;1.000000;-0.000000;3.329741;0.781863;0.149919;0.386943;0.892857;-0.000105;
1.000001;5.833697;22.210144;1.000000;-0.000000;3.329711;0.781863;0.149918;0.386918;0.892857;-0.000208;
1.000002;5.833731;22.209945;1.000000;-0.000000;3.329651;0.781863;0.149917;0.386869;0.892857;-0.000413;
1.000003;5.833765;22.209746;1.000000;0.000000;3.329592;0.781863;0.149916;0.386820;0.892857;-0.000619;
1.000004;5.833799;22.209547;1.000000;0.000000;3.329532;0.781863;0.149914;0.386771;0.892857;-0.000824;
1.000005;5.833834;22.209348;1.000000;0.000000;3.329472;0.781863;0.149913;0.386722;0.892857;-0.001030;
1.000005;5.833868;22.209150;1.000000;-0.000000;3.329413;0.781863;0.149912;0.386674;0.892857;-0.001235;
1.000006;5.833902;22.208951;1.000000;0.000000;3.329353;0.781863;0.149910;0.386625;0.892857;-0.001441;
1.000007;5.833936;22.208752;1.000001;0.000000;3.329293;0.781863;0.149909;0.386576;0.892857;-0.001646;
1.000008;5.833970;22.208553;1.000001;-0.000000;3.329234;0.781863;0.149908;0.386527;0.892857;-0.001852;
1.000010;5.834038;22.208155;1.000001;0.000000;3.329115;0.781863;0.149905;0.386429;0.892857;-0.002263;
1.000012;5.834100;22.207798;1.000001;0.000000;3.329007;0.781863;0.149903;0.386341;0.892857;-0.002632;
1.000014;5.834161;22.207440;1.000001;-0.000000;3.328900;0.781863;0.149900;0.386253;0.892857;-0.003002;
1.000015;5.834223;22.207082;1.000001;0.000000;3.328793;0.781863;0.149898;0.386165;0.892857;-0.003372;
1.000017;5.834284;22.206724;1.000001;0.000000;3.328686;0.781863;0.149895;0.386077;0.892857;-0.003742;
1.000019;5.834346;22.206366;1.000001;0.000000;3.328578;0.781863;0.149893;0.385989;0.892857;-0.004111;
1.000020;5.834407;22.206009;1.000001;-0.000000;3.328471;0.781863;0.149891;0.385901;0.892857;-0.004481;
1.000022;5.834469;22.205651;1.000002;0.000000;3.328364;0.781863;0.149888;0.385813;0.892857;-0.004851;
1.000024;5.834530;22.205293;1.000002;-0.000000;3.328257;0.781863;0.149886;0.385725;0.892857;-0.005220;
1.000025;5.834591;22.204935;1.000002;-0.000000;3.328149;0.781863;0.149883;0.385637;0.892857;-0.005590;
1.000027;5.834653;22.204578;1.000002;0.000000;3.328042;0.781863;0.149881;0.385549;0.892857;-0.005960;
1.000029;5.834714;22.204220;1.000002;-0.000000;3.327935;0.781863;0.149878;0.385461;0.892857;-0.006329;
1.000031;5.834776;22.203862;1.000002;-0.000000;3.327828;0.781863;0.149876;0.385373;0.892857;-0.006699;
1.000034;5.834898;22.203147;1.000002;-0.000000;3.327613;0.781863;0.149871;0.385197;0.892857;-0.007438;
1.000037;5.835021;22.202432;1.000003;0.000000;3.327399;0.781863;0.149866;0.385022;0.892857;-0.008177;
1.000041;5.835144;22.201717;1.000003;-0.000000;3.327185;0.781863;0.149862;0.384846;0.892857;-0.008915;
1.000044;5.835267;22.201002;1.000003;-0.000000;3.326970;0.781863;0.149857;0.384670;0.892857;-0.009654;
1.000048;5.835389;22.200287;1.000003;0.000000;3.326756;0.781863;0.149852;0.384494;0.892857;-0.010393;
1.000051;5.835512;22.199572;1.000004;-0.000000;3.326542;0.781863;0.149847;0.384319;0.892857;-0.011131;
1.000054;5.835635;22.198857;1.000004;0.000000;3.326327;0.781863;0.149842;0.384143;0.892857;-0.011870;
1.000061;5.835880;22.197428;1.000004;-0.000000;3.325899;0.781863;0.149833;0.383792;0.892857;-0.013346;
1.000068;5.836125;22.195998;1.000005;-0.000000;3.325471;0.781863;0.149823;0.383441;0.892857;-0.014823;
1.000075;5.836371;22.194570;1.000005;-0.000000;3.325043;0.781863;0.149813;0.383091;0.892857;-0.016298;
1.000081;5.836616;22.193141;1.000006;0.000000;3.324615;0.781863;0.149804;0.382740;0.892857;-0.017774;
1.000095;5.837106;22.190284;1.000007;-0.000000;3.323759;0.781863;0.149784;0.382039;0.892857;-0.020724;
1.000122;5.838084;22.184577;1.000009;-0.000000;3.322049;0.781863;0.149746;0.380641;0.892857;-0.026615;
1.000149;5.839062;22.178873;1.000010;0.000000;3.320341;0.781863;0.149707;0.379245;0.892857;-0.032501;
1.000204;5.841013;22.167484;1.000014;0.000000;3.316932;0.781863;0.149631;0.376462;0.892857;-0.044248;
1.000312;5.844896;22.144772;1.000022;0.000000;3.310139;0.781864;0.149477;0.370934;0.892857;-0.067643;
1.000421;5.848761;22.122131;1.000029;-0.000000;3.303374;0.781865;0.149324;0.365445;0.892857;-0.090941;
1.000433;5.849176;22.119695;1.000030;-0.000000;3.302646;0.781865;0.149308;0.364857;0.892857;-0.093444;
1.000433;5.849176;22.119695;1.000030;-0.000000;3.302646;0.781865;0.149308;0.364857;0.892857;-0.093444;
1.000435;5.849253;22.119245;1.000030;0.000000;3.302512;0.781865;0.149305;0.364747;0.892857;-0.093907;
1.000437;5.849330;22.118795;1.000031;-0.000000;3.302377;0.781865;0.149302;0.364638;0.892857;-0.094370;
1.000441;5.849484;22.117896;1.000031;0.000000;3.302109;0.781865;0.149296;0.364420;0.892857;-0.095296;
1.000450;5.849791;22.116097;1.000031;0.000000;3.301572;0.781865;0.149284;0.363985;0.892857;-0.097147;
1.000467;5.850405;22.112500;1.000033;0.000000;3.300498;0.781865;0.149259;0.363115;0.892857;-0.100847;
1.000502;5.851631;22.105312;1.000035;-0.000000;3.298352;0.781866;0.149211;0.361378;0.892857;-0.108241;
1.000571;5.854078;22.090956;1.000040;-0.000000;3.294070;0.781866;0.149114;0.357915;0.892857;-0.122999;
1.000709;5.858952;22.062330;1.000050;-0.000000;3.285538;0.781868;0.148921;0.351037;0.892857;-0.152397;
1.000986;5.868613;22.005414;1.000069;-0.000000;3.268608;0.781874;0.148537;0.337468;0.892857;-0.210727;
1.001539;5.887599;21.892914;1.000108;-0.000000;3.235273;0.781889;0.147777;0.311059;0.892857;-0.325547;
1.002092;5.906141;21.782170;1.000146;0.000000;3.202625;0.781911;0.147030;0.285595;0.892857;-0.437948;
1.002646;5.924247;21.673153;1.000185;-0.000000;3.170647;0.781940;0.146294;0.261042;0.892857;-0.547977;
1.003199;5.941926;21.565836;1.000223;0.000000;3.139326;0.781975;0.145569;0.237369;0.892857;-0.655681;
1.003752;5.959184;21.460192;1.000262;0.000000;3.108644;0.782017;0.144856;0.214543;0.892857;-0.761108;
1.004305;5.976030;21.356193;1.000301;0.000000;3.078587;0.782066;0.144154;0.192533;0.892857;-0.864303;
1.004858;5.992472;21.253813;1.000339;0.000000;3.049141;0.782122;0.143463;0.171310;0.892857;-0.965314;
1.005051;5.998107;21.218520;1.000353;0.000000;3.039023;0.782143;0.143225;0.164094;0.892857;-1.000000;
1.005051;5.998107;21.218520;1.000353;0.000000;3.039023;0.782143;0.143225;0.164094;0.892857;-1.000000;
1.005055;5.998226;21.217776;1.000353;-0.000000;3.038810;0.782143;0.143220;0.163944;0.892857;-1.000000;
1.005059;5.998344;21.217033;1.000353;0.000000;3.038597;0.782144;0.143215;0.163793;0.892857;-1.000000;
1.005067;5.998581;21.215546;1.000354;0.000000;3.038171;0.782145;0.143205;0.163490;0.892857;-1.000000;
1.005084;5.999055;21.212573;1.000355;-0.000000;3.037320;0.782146;0.143185;0.162885;0.892857;-1.000000;
1.005116;6.000001;21.206632;1.000357;-0.000000;3.035618;0.782150;0.143145;0.161678;0.892857;-1.000000;
1.005181;6.001890;21.194766;1.000362;0.000000;3.032222;0.782157;0.143065;0.159270;0.892857;-1.000000;
1.005312;6.005650;21.171100;1.000371;-0.000000;3.025454;0.782172;0.142905;0.154486;0.892857;-1.000000;
1.005572;6.013107;21.124027;1.000389;-0.000000;3.012015;0.782203;0.142587;0.145039;0.892857;-1.000000;
1.006094;6.027764;21.030913;1.000425;0.000000;2.985520;0.782270;0.141959;0.126621;0.892857;-1.000000;
1.007136;6.056079;20.848729;1.000498;-0.000000;2.934019;0.782421;0.140729;0.091609;0.892857;-1.000000;
1.008179;6.083093;20.671814;1.000571;-0.000000;2.884436;0.782597;0.139535;0.058907;0.892857;-1.000000;
1.009221;6.108851;20.500012;1.000644;-0.000000;2.836691;0.782795;0.138375;0.028364;0.892857;-1.000000;
1.010264;6.133394;20.333164;1.000716;0.000000;2.790703;0.783018;0.137249;-0.000161;0.892857;-1.000000;
1.011306;6.156764;20.171114;1.000789;-0.000000;2.746399;0.783265;0.136155;-0.026802;0.892857;-1.000000;
1.012349;6.179004;20.013712;1.000862;-0.000000;2.703703;0.783535;0.135093;-0.051683;0.892857;-1.000000;
1.013391;6.200152;19.860809;1.000935;0.000000;2.662549;0.783829;0.134060;-0.074920;0.892857;-1.000000;
1.014434;6.220246;19.712262;1.001007;-0.000000;2.622870;0.784147;0.133058;-0.096623;0.892857;-1.000000;
1.015476;6.239323;19.567932;1.001080;-0.000000;2.584602;0.784489;0.132084;-0.116893;0.892857;-1.000000;
1.016519;6.257419;19.427682;1.001153;0.000000;2.547685;0.784855;0.131137;-0.135822;0.892857;-1.000000;
1.017561;6.274567;19.291382;1.001226;-0.000000;2.512062;0.785244;0.130217;-0.153501;0.892857;-1.000000;
1.018604;6.290800;19.158903;1.001298;0.000000;2.477679;0.785658;0.129323;-0.170009;0.892857;-1.000000;
1.019646;6.306151;19.030121;1.001371;-0.000000;2.444482;0.786095;0.128453;-0.185423;0.892857;-1.000000;
1.021732;6.334364;18.783063;1.001516;-0.000000;2.381423;0.787041;0.126786;-0.213298;0.892857;-1.000000;
1.023608;6.357033;18.572188;1.001647;0.000000;2.328252;0.787973;0.125362;-0.235310;0.892857;-1.000000;
1.025485;6.377292;18.371512;1.001778;-0.000000;2.278209;0.788983;0.124008;-0.254756;0.892857;-1.000000;
1.027361;6.395282;18.180455;1.001909;-0.000000;2.231070;0.790070;0.122718;-0.271915;0.892857;-1.000000;
1.029238;6.411141;17.998453;1.002040;0.000000;2.186624;0.791234;0.121490;-0.287043;0.892857;-1.000000;
1.031114;6.425001;17.824973;1.002170;0.000000;2.144675;0.792475;0.120319;-0.300365;0.892857;-1.000000;
1.032991;6.436983;17.659511;1.002301;0.000000;2.105044;0.793793;0.119202;-0.312083;0.892857;-1.000000;
1.034867;6.447204;17.501589;1.002432;-0.000000;2.067563;0.795188;0.118136;-0.322376;0.892857;-1.000000;
1.036744;6.455771;17.350758;1.002563;0.000000;2.032079;0.796660;0.117118;-0.331403;0.892857;-1.000000;
1.038621;6.462787;17.206593;1.002693;-0.000000;1.998451;0.798209;0.116145;-0.339304;0.892857;-1.000000;
1.040497;6.468346;17.068696;1.002824;-0.000000;1.966548;0.799836;0.115214;-0.346204;0.892857;-1.000000;
1.042374;6.472539;16.936690;1.002955;-0.000000;1.936247;0.801539;0.114323;-0.352213;0.892857;-1.000000;
1.044250;6.475450;16.810223;1.003085;0.000000;1.907439;0.803319;0.113469;-0.357429;0.892857;-1.000000;
1.046127;6.477158;16.688962;1.003216;0.000000;1.880020;0.805177;0.112650;-0.361940;0.892857;-1.000000;
1.048003;6.477738;16.572594;1.003347;0.000000;1.853893;0.807111;0.111865;-0.365823;0.892857;-1.000000;
1.049880;6.477259;16.460825;1.003477;-0.000000;1.828972;0.809123;0.111111;-0.369148;0.892857;-1.000000;
1.051756;6.475787;16.353381;1.003608;0.000000;1.805173;0.811211;0.110385;-0.371975;0.892857;-1.000000;
1.053633;6.473384;16.250001;1.003738;-0.000000;1.782422;0.813376;0.109688;-0.374359;0.892857;-1.000000;
1.057386;6.466075;16.054290;1.003999;-0.000000;1.739747;0.817938;0.108366;-0.378017;0.892857;-1.000000;
1.060764;6.456851;15.889790;1.004234;0.000000;1.704277;0.822307;0.107256;-0.380230;0.892857;-1.000000;
1.064142;6.445416;15.735099;1.004469;0.000000;1.671255;0.826924;0.106212;-0.381622;0.892857;-1.000000;
1.067520;6.432002;15.589218;1.004704;0.000000;1.640410;0.831791;0.105227;-0.382338;0.892857;-1.000000;
1.070897;6.416829;15.451244;1.004939;-0.000000;1.611501;0.836908;0.104296;-0.382508;0.892857;-1.000000;
1.074275;6.400093;15.320367;1.005173;-0.000000;1.584317;0.842273;0.103412;-0.382238;0.892857;-1.000000;
1.077653;6.381972;15.195862;1.005408;-0.000000;1.558671;0.847887;0.102572;-0.381614;0.892857;-1.000000;
1.081031;6.362624;15.077083;1.005643;-0.000000;1.534399;0.853750;0.101770;-0.380706;0.892857;-1.000000;
1.084409;6.342191;14.963455;1.005877;-0.000000;1.511359;0.859862;0.101003;-0.379573;0.892857;-1.000000;
1.087786;6.320801;14.854465;1.006112;-0.000000;1.489422;0.866223;0.100268;-0.378259;0.892857;-1.000000;
1.091164;6.298568;14.749658;1.006346;0.000000;1.468479;0.872833;0.099560;-0.376805;0.892857;-1.000000;
1.094542;6.275594;14.648626;1.006580;-0.000000;1.448430;0.879692;0.098878;-0.375240;0.892857;-1.000000;
1.101298;6.227869;14.456187;1.007049;-0.000000;1.410624;0.894154;0.097579;-0.371893;0.892857;-1.000000;
1.108053;6.178154;14.275068;1.007517;0.000000;1.375499;0.909611;0.096357;-0.368346;0.892857;-1.000000;
1.114809;6.126924;14.103338;1.007985;0.000000;1.342603;0.926062;0.095198;-0.364691;0.892857;-1.000000;
1.121564;6.074578;13.939396;1.008453;0.000000;1.311571;0.943506;0.094091;-0.360991;0.892857;-1.000000;
1.128320;6.021441;13.781996;1.008921;-0.000000;1.282118;0.961943;0.093028;-0.357288;0.892857;-1.000000;
1.135076;5.967775;13.630126;1.009388;0.000000;1.254017;0.981372;0.092003;-0.353609;0.892857;-1.000000;
1.141831;5.913791;13.482973;1.009856;-0.000000;1.227086;1.001793;0.091010;-0.349970;0.892857;-1.000000;
1.148587;5.859657;13.339884;1.010323;-0.000000;1.201179;1.023206;0.090044;-0.346380;0.892857;-1.000000;
1.155343;5.805506;13.200332;1.010790;-0.000000;1.176179;1.045609;0.089102;-0.342842;0.892857;-1.000000;
1.168854;5.697646;12.929756;1.011723;0.000000;1.128455;1.093387;0.087276;-0.335924;0.892857;-1.000000;
1.182365;5.590698;12.669605;1.012655;-0.000000;1.083503;1.145123;0.085520;-0.329216;0.892857;-1.000000;
1.195876;5.485027;12.417969;1.013586;0.000000;1.040890;1.200813;0.083821;-0.322701;0.892857;-1.000000;
1.209387;5.380878;12.173362;1.014516;-0.000000;1.000288;1.260455;0.082170;-0.316360;0.892857;-1.000000;
1.222899;5.278403;11.935043;1.015446;0.000000;0.961505;1.324044;0.080562;-0.310181;0.892857;-1.000000;
1.225422;5.259462;11.891022;1.015619;0.000000;0.954426;1.336355;0.080264;-0.309043;0.892857;-1.000000;
1.225422;5.259462;11.890568;1.015619;0.000000;0.954353;1.336355;0.080261;-0.309012;0.892857;-1.000000;
1.225613;5.258028;11.887254;1.015633;-0.000000;0.953821;1.337295;0.080239;-0.308920;0.892857;-1.000000;
1.225804;5.256595;11.883941;1.015646;0.000000;0.953289;1.338235;0.080217;-0.308834;0.892857;-1.000000;
1.226187;5.253729;11.877320;1.015672;-0.000000;0.952227;1.340116;0.080172;-0.308662;0.892857;-1.000000;
1.226952;5.248005;11.864097;1.015725;0.000000;0.950108;1.343895;0.080083;-0.308318;0.892857;-1.000000;
1.228481;5.236581;11.837721;1.015830;0.000000;0.945889;1.351504;0.079905;-0.307633;0.892857;-1.000000;
1.231541;5.213825;11.785244;1.016040;0.000000;0.937521;1.366922;0.079550;-0.306269;0.892857;-1.000000;
1.237661;5.168687;11.681354;1.016460;0.000000;0.921065;1.398568;0.078849;-0.303569;0.892857;-1.000000;
1.243780;5.123923;11.578795;1.016881;-0.000000;0.904962;1.431022;0.078157;-0.300902;0.892857;-1.000000;
1.249900;5.079532;11.477267;1.017301;0.000000;0.889162;1.464283;0.077472;-0.298263;0.892857;-1.000000;
1.262139;4.991619;11.275486;1.018141;0.000000;0.858172;1.532700;0.076110;-0.293017;0.892857;-1.000000;
1.266000;4.964172;11.212700;1.018405;0.000000;0.848641;1.554896;0.075686;-0.291393;0.892857;-1.000000;
1.266000;4.389561;16.814426;1.018405;8.736473;-8.317109;1.554896;0.717381;-2.761917;0.892857;-1.000000;
1.266000;4.389561;16.814425;1.018405;8.736473;-8.317108;1.554896;0.717381;-2.761917;0.892857;-1.000000;
1.266000;4.389561;16.814424;1.018405;8.736473;-8.317108;1.554896;0.717381;-2.761917;0.892857;-1.000000;
1.266000;4.389561;16.814421;1.018405;8.736473;-8.317107;1.554896;0.717381;-2.761917;0.892857;-1.000000;
1.266000;4.389561;16.814415;1.018405;8.736473;-8.317104;1.554896;0.717381;-2.761918;0.892857;-1.000000;
1.266000;4.389561;16.814403;1.018405;8.736473;-8.317099;1.554897;0.717381;-2.761919;0.892857;-1.000000;
1.266000;4.389560;16.814381;1.018405;8.736472;-8.317089;1.554898;0.717382;-2.761921;0.892857;-1.000000;
1.266000;4.389560;16.814335;1.018405;8.736472;-8.317069;1.554900;0.717383;-2.761925;0.892857;-1.000000;
1.266001;4.389560;16.814318;1.018405;8.736471;-8.317061;1.554900;0.717384;-2.761927;0.892857;-1.000000;
1.266001;4.389560;16.814318;1.018405;8.736471;-8.317061;1.554900;0.717384;-2.761927;0.892857;-1.000000;
1.266001;4.389560;16.814316;1.018405;8.736471;-8.317060;1.554901;0.717384;-2.761927;0.892857;-1.000000;
1.266001;4.389560;16.814314;1.018405;8.736471;-8.317060;1.554901;0.717384;-2.761927;0.892857;-1.000000;
1.266001;4.389560;16.814311;1.018405;8.736471;-8.317058;1.554901;0.717384;-2.761927;0.892857;-1.000000;
1.266001;4.389560;16.814305;1.018405;8.736471;-8.317055;1.554901;0.717384;-2.761928;0.892857;-1.000000;
1.266001;4.389560;16.814292;1.018405;8.736471;-8.317050;1.554902;0.717384;-2.761929;0.892857;-1.000000;
1.266001;4.389560;16.814266;1.018405;8.736471;-8.317038;1.554903;0.717385;-2.761931;0.892857;-1.000000;
1.266001;4.389560;16.814214;1.018405;8.736470;-8.317015;1.554905;0.717386;-2.761936;0.892857;-1.000000;
1.266002;4.389559;16.814109;1.018405;8.736468;-8.316969;1.554909;0.717389;-2.761946;0.892857;-1.000000;
1.266003;4.389559;16.814005;1.018405;8.736466;-8.316923;1.554914;0.717391;-2.761955;0.892857;-1.000000;
1.266004;4.389558;16.813797;1.018405;8.736463;-8.316832;1.554923;0.717396;-2.761975;0.892857;-1.000000;
1.266006;4.389557;16.813588;1.018405;8.736459;-8.316740;1.554932;0.717401;-2.761994;0.892857;-1.000000;
1.266008;4.389557;16.813380;1.018405;8.736456;-8.316648;1.554941;0.717406;-2.762013;0.892857;-1.000000;
1.266009;4.389556;16.813172;1.018405;8.736452;-8.316556;1.554950;0.717411;-2.762032;0.892857;-1.000000;
1.266011;4.389555;16.812963;1.018404;8.736449;-8.316464;1.554959;0.717416;-2.762051;0.892857;-1.000000;
1.266012;4.389554;16.812755;1.018404;8.736446;-8.316372;1.554968;0.717421;-2.762070;0.892857;-1.000000;
1.266014;4.389554;16.812547;1.018404;8.736442;-8.316280;1.554977;0.717426;-2.762089;0.892857;-1.000000;
1.266015;4.389553;16.812338;1.018404;8.736439;-8.316189;1.554986;0.717431;-2.762109;0.892857;-1.000000;
1.266017;4.389552;16.812130;1.018404;8.736435;-8.316097;1.554995;0.717436;-2.762128;0.892857;-1.000000;
1.266019;4.389551;16.811922;1.018404;8.736432;-8.316005;1.555005;0.717441;-2.762147;0.892857;-1.000000;
1.266020;4.389551;16.811713;1.018404;8.736428;-8.315913;1.555014;0.717446;-2.762166;0.892857;-1.000000;
1.266022;4.389550;16.811505;1.018403;8.736425;-8.315821;1.555023;0.717451;-2.762185;0.892857;-1.000000;
1.266025;4.389548;16.811089;1.018403;8.736418;-8.315637;1.555041;0.717461;-2.762224;0.892857;-1.000000;
1.266028;4.389547;16.810672;1.018403;8.736411;-8.315454;1.555059;0.717471;-2.762262;0.892857;-1.000000;
1.266031;4.389545;16.810256;1.018403;8.736405;-8.315270;1.555077;0.717481;-2.762300;0.892857;-1.000000;
1.266034;4.389544;16.809839;1.018402;8.736398;-8.315086;1.555095;0.717490;-2.762338;0.892857;-1.000000;
1.266037;4.389542;16.809423;1.018402;8.736391;-8.314903;1.555113;0.717500;-2.762377;0.892857;-1.000000;
1.266040;4.389541;16.809007;1.018402;8.736384;-8.314719;1.555131;0.717510;-2.762415;0.892857;-1.000000;
1.266044;4.389539;16.808590;1.018402;8.736377;-8.314535;1.555149;0.717520;-2.762453;0.892857;-1.000000;
1.266047;4.389538;16.808174;1.018401;8.736371;-8.314351;1.555167;0.717530;-2.762492;0.892857;-1.000000;
1.266053;4.389535;16.807342;1.018401;8.736357;-8.313984;1.555204;0.717550;-2.762568;0.892857;-1.000000;
1.266059;4.389532;16.806509;1.018400;8.736344;-8.313617;1.555240;0.717570;-2.762645;0.892857;-1.000000;
1.266066;4.389529;16.805677;1.018400;8.736330;-8.313249;1.555276;0.717590;-2.762721;0.892857;-1.000000;
1.266072;4.389526;16.804846;1.018399;8.736317;-8.312882;1.555312;0.717610;-2.762798;0.892857;-1.000000;
1.266084;4.389520;16.803182;1.018398;8.736291;-8.312147;1.555385;0.717650;-2.762951;0.892857;-1.000000;
1.266109;4.389509;16.799859;1.018396;8.736238;-8.310678;1.555529;0.717729;-2.763256;0.892857;-1.000000;
1.266134;4.389498;16.796538;1.018394;8.736186;-8.309209;1.555674;0.717808;-2.763562;0.892857;-1.000000;
1.266184;4.389478;16.789907;1.018390;8.736084;-8.306272;1.555963;0.717967;-2.764173;0.892857;-1.000000;
1.266285;4.389442;16.776683;1.018382;8.735887;-8.300402;1.556542;0.718283;-2.765391;0.892857;-1.000000;
1.266485;4.389391;16.750392;1.018366;8.735519;-8.288683;1.557698;0.718913;-2.767815;0.892857;-1.000000;
1.266685;4.389360;16.724271;1.018350;8.735200;-8.276965;1.558853;0.719540;-2.770229;0.892857;-1.000000;
1.266886;4.389349;16.698319;1.018333;8.734929;-8.265250;1.560007;0.720164;-2.772631;0.892857;-1.000000;
1.267286;4.389374;16.646847;1.018301;8.734548;-8.241779;1.562312;0.721406;-2.777412;0.892857;-1.000000;
1.267371;4.389389;16.636030;1.018294;8.734493;-8.236809;1.562800;0.721667;-2.778420;0.892857;-1.000000;
1.267371;4.389389;16.636030;1.018294;8.734493;-8.236809;1.562800;0.721667;-2.778420;0.892857;-1.000000;
1.267374;4.389390;16.635619;1.018294;8.734491;-8.236619;1.562818;0.721677;-2.778458;0.892857;-1.000000;
1.267378;4.389390;16.635208;1.018293;8.734489;-8.236430;1.562837;0.721687;-2.778496;0.892857;-1.000000;
1.267384;4.389392;16.634386;1.018293;8.734485;-8.236052;1.562874;0.721707;-2.778573;0.892857;-1.000000;
1.267397;4.389394;16.632742;1.018292;8.734478;-8.235295;1.562948;0.721747;-2.778726;0.892857;-1.000000;
1.267423;4.389399;16.629456;1.018290;8.734464;-8.233781;1.563097;0.721827;-2.779032;0.892857;-1.000000;
1.267475;4.389411;16.622894;1.018286;8.734438;-8.230754;1.563393;0.721985;-2.779644;0.892857;-1.000000;
1.267578;4.389438;16.609801;1.018277;8.734395;-8.224700;1.563987;0.722303;-2.780866;0.892857;-1.000000;
1.267784;4.389508;16.583750;1.018260;8.734346;-8.212596;1.565173;0.722935;-2.783300;0.892857;-1.000000;
1.267839;4.389529;16.576938;1.018256;8.734341;-8.209418;1.565484;0.723101;-2.783938;0.892857;-1.000000;
1.267839;4.389529;16.576938;1.018256;8.734341;-8.209418;1.565484;0.723101;-2.783938;0.892857;-1.000000;
1.267842;4.389531;16.576549;1.018256;8.734341;-8.209236;1.565502;0.723110;-2.783974;0.892857;-1.000000;
1.267845;4.389532;16.576160;1.018255;8.734341;-8.209055;1.565520;0.723120;-2.784011;0.892857;-1.000000;
1.267851;4.389534;16.575382;1.018255;8.734341;-8.208692;1.565555;0.723139;-2.784083;0.892857;-1.000000;
1.267864;4.389540;16.573827;1.018254;8.734340;-8.207965;1.565626;0.723176;-2.784229;0.892857;-1.000000;
1.267888;4.389550;16.570719;1.018252;8.734340;-8.206513;1.565769;0.723252;-2.784520;0.892857;-1.000000;
1.267938;4.389573;16.564511;1.018248;8.734341;-8.203607;1.566053;0.723403;-2.785101;0.892857;-1.000000;
1.268037;4.389621;16.552124;1.018240;8.734351;-8.197798;1.566622;0.723705;-2.786262;0.892857;-1.000000;
1.268236;4.389731;16.527472;1.018224;8.734405;-8.186184;1.567759;0.724306;-2.788577;0.892857;-1.000000;
1.268633;4.390007;16.478650;1.018192;8.734642;-8.162973;1.570029;0.725500;-2.793174;0.892857;-1.000000;
1.269427;4.390775;16.382905;1.018127;8.735624;-8.116635;1.574559;0.727855;-2.802242;0.892857;-1.000000;
1.270221;4.391827;16.289659;1.018063;8.737262;-8.070435;1.579072;0.730168;-2.811146;0.892857;-1.000000;
