time;BESS_BESS_HvMeasurements_PPu;BESS_BESS_HvMeasurements_QPu;BESS_BESS_HvMeasurements_UPu;BESS_BESS_LvMeasurements_PPu;BESS_BESS_LvMeasurements_QPu;BESS_BESS_LvMeasurements_UPu;BESS_BESS_injector_PInjPu;BESS_BESS_injector_PInjPuSn;BESS_BESS_injector_QInjPu;BESS_BESS_injector_QInjPuSn;BESS_BESS_injector_terminal_V_re;BESS_BESS_injector_terminal_i_re;BESS_BESS_injector_terminal_V_im;BESS_BESS_injector_terminal_i_im;BESS_BESS_injector_UPu;BESS_BESS_injector_idPu;BESS_BESS_injector_iqPu;BESS_BESS_pll_omegaPLLPu;BESS_BESS_reecC_idCmdPu;BESS_BESS_reecC_iqCmdPu;BESS_BESS_LvTfo_RPu;BESS_BESS_LvTfo_XPu;BESS_BESS_HvTfo_RPu;BESS_BESS_HvTfo_XPu;
1.6197610;0.4880458;0.0016549;1.0000000;0.4880458;0.0016552;1.0000000;0.0292829;0.4880482;0.0000995;0.0016575;1.0000049;-0.0292827;0.0000054;0.0000993;1.0000049;0.4880458;-0.0016552;1.0000000;0.4802729;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6197690;0.4880421;0.0016542;1.0000000;0.4880421;0.0016544;1.0000000;0.0292827;0.4880445;0.0000994;0.0016568;1.0000049;-0.0292825;0.0000054;0.0000992;1.0000049;0.4880421;-0.0016544;1.0000000;0.4802710;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6197730;0.4880403;0.0016538;1.0000000;0.4880403;0.0016540;1.0000000;0.0292826;0.4880427;0.0000994;0.0016564;1.0000049;-0.0292824;0.0000054;0.0000992;1.0000049;0.4880403;-0.0016540;1.0000000;0.4802700;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6197810;0.4880367;0.0016530;1.0000000;0.4880367;0.0016532;1.0000000;0.0292823;0.4880390;0.0000993;0.0016556;1.0000049;-0.0292822;0.0000054;0.0000992;1.0000049;0.4880367;-0.0016532;1.0000000;0.4802681;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6197970;0.4880294;0.0016514;1.0000000;0.4880294;0.0016517;1.0000000;0.0292819;0.4880317;0.0000992;0.0016540;1.0000049;-0.0292818;0.0000054;0.0000991;1.0000049;0.4880294;-0.0016517;1.0000000;0.4802643;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198290;0.4880148;0.0016483;1.0000000;0.4880148;0.0016486;1.0000000;0.0292810;0.4880171;0.0000991;0.0016509;1.0000049;-0.0292809;0.0000054;0.0000989;1.0000049;0.4880148;-0.0016486;1.0000000;0.4802568;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198300;0.4880143;0.0016482;1.0000000;0.4880143;0.0016485;1.0000000;0.0292810;0.4880167;0.0000991;0.0016508;1.0000049;-0.0292809;0.0000054;0.0000989;1.0000049;0.4880143;-0.0016485;1.0000000;0.4802565;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198320;0.4880134;0.0016480;1.0000000;0.4880134;0.0016483;1.0000000;0.0292809;0.4880158;0.0000990;0.0016507;1.0000049;-0.0292808;0.0000054;0.0000989;1.0000049;0.4880134;-0.0016483;1.0000000;0.4802561;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198360;0.4880116;0.0016476;1.0000000;0.4880116;0.0016479;1.0000000;0.0292808;0.4880139;0.0000990;0.0016503;1.0000049;-0.0292807;0.0000054;0.0000989;1.0000049;0.4880116;-0.0016479;1.0000000;0.4802551;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198440;0.4880079;0.0016469;1.0000000;0.4880079;0.0016471;1.0000000;0.0292806;0.4880103;0.0000990;0.0016495;1.0000049;-0.0292805;0.0000054;0.0000988;1.0000049;0.4880079;-0.0016471;1.0000000;0.4802532;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198480;0.4880061;0.0016465;1.0000000;0.4880061;0.0016467;1.0000000;0.0292805;0.4880085;0.0000989;0.0016491;1.0000049;-0.0292804;0.0000054;0.0000988;1.0000049;0.4880061;-0.0016467;1.0000000;0.4802523;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198560;0.4880024;0.0016457;1.0000000;0.4880024;0.0016459;1.0000000;0.0292803;0.4880048;0.0000989;0.0016483;1.0000049;-0.0292801;0.0000054;0.0000987;1.0000049;0.4880024;-0.0016459;1.0000000;0.4802504;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6198720;0.4879951;0.0016442;1.0000000;0.4879951;0.0016444;1.0000000;0.0292799;0.4879975;0.0000988;0.0016468;1.0000049;-0.0292797;0.0000054;0.0000986;1.0000049;0.4879951;-0.0016444;1.0000000;0.4802466;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199040;0.4879806;0.0016411;1.0000000;0.4879806;0.0016413;1.0000000;0.0292790;0.4879830;0.0000986;0.0016437;1.0000049;-0.0292788;0.0000054;0.0000985;1.0000049;0.4879806;-0.0016413;1.0000000;0.4802390;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199050;0.4879801;0.0016410;1.0000000;0.4879801;0.0016412;1.0000000;0.0292789;0.4879825;0.0000986;0.0016436;1.0000049;-0.0292788;0.0000054;0.0000985;1.0000049;0.4879801;-0.0016412;1.0000000;0.4802388;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199070;0.4879792;0.0016408;1.0000000;0.4879792;0.0016410;1.0000000;0.0292789;0.4879816;0.0000986;0.0016434;1.0000049;-0.0292788;0.0000054;0.0000984;1.0000049;0.4879792;-0.0016410;1.0000000;0.4802383;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199110;0.4879774;0.0016404;1.0000000;0.4879774;0.0016406;1.0000000;0.0292788;0.4879798;0.0000986;0.0016430;1.0000049;-0.0292786;0.0000054;0.0000984;1.0000049;0.4879774;-0.0016406;1.0000000;0.4802374;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199190;0.4879737;0.0016396;1.0000000;0.4879737;0.0016399;1.0000000;0.0292786;0.4879761;0.0000985;0.0016422;1.0000049;-0.0292784;0.0000054;0.0000984;1.0000049;0.4879737;-0.0016399;1.0000000;0.4802355;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199230;0.4879719;0.0016392;1.0000000;0.4879719;0.0016395;1.0000000;0.0292785;0.4879743;0.0000985;0.0016419;1.0000049;-0.0292783;0.0000054;0.0000984;1.0000049;0.4879719;-0.0016395;1.0000000;0.4802345;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199310;0.4879683;0.0016385;1.0000000;0.4879683;0.0016387;1.0000000;0.0292782;0.4879707;0.0000985;0.0016411;1.0000049;-0.0292781;0.0000054;0.0000983;1.0000049;0.4879683;-0.0016387;1.0000000;0.4802327;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199470;0.4879610;0.0016369;1.0000000;0.4879610;0.0016372;1.0000000;0.0292778;0.4879634;0.0000984;0.0016396;1.0000049;-0.0292777;0.0000054;0.0000982;1.0000049;0.4879610;-0.0016372;1.0000000;0.4802289;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199790;0.4879465;0.0016339;1.0000000;0.4879465;0.0016341;1.0000000;0.0292769;0.4879488;0.0000982;0.0016365;1.0000049;-0.0292768;0.0000054;0.0000980;1.0000049;0.4879465;-0.0016341;1.0000000;0.4802214;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199800;0.4879460;0.0016338;1.0000000;0.4879460;0.0016340;1.0000000;0.0292769;0.4879484;0.0000982;0.0016364;1.0000049;-0.0292768;0.0000054;0.0000980;1.0000049;0.4879460;-0.0016340;1.0000000;0.4802211;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199820;0.4879451;0.0016336;1.0000000;0.4879451;0.0016338;1.0000000;0.0292768;0.4879475;0.0000982;0.0016362;1.0000049;-0.0292767;0.0000054;0.0000980;1.0000049;0.4879451;-0.0016338;1.0000000;0.4802206;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199860;0.4879433;0.0016332;1.0000000;0.4879433;0.0016334;1.0000000;0.0292767;0.4879457;0.0000981;0.0016358;1.0000049;-0.0292766;0.0000054;0.0000980;1.0000049;0.4879433;-0.0016334;1.0000000;0.4802197;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199940;0.4879396;0.0016324;1.0000000;0.4879396;0.0016327;1.0000000;0.0292765;0.4879420;0.0000981;0.0016350;1.0000049;-0.0292764;0.0000054;0.0000979;1.0000049;0.4879396;-0.0016327;1.0000000;0.4802178;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6199980;0.4879378;0.0016320;1.0000000;0.4879378;0.0016323;1.0000000;0.0292764;0.4879402;0.0000981;0.0016346;1.0000049;-0.0292763;0.0000054;0.0000979;1.0000049;0.4879378;-0.0016323;1.0000000;0.4802169;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200060;0.4879342;0.0016313;1.0000000;0.4879342;0.0016315;1.0000000;0.0292762;0.4879366;0.0000980;0.0016339;1.0000049;-0.0292761;0.0000054;0.0000979;1.0000049;0.4879342;-0.0016315;1.0000000;0.4802150;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200220;0.4879269;0.0016297;1.0000000;0.4879269;0.0016300;1.0000000;0.0292758;0.4879293;0.0000979;0.0016323;1.0000049;-0.0292756;0.0000054;0.0000978;1.0000049;0.4879269;-0.0016300;1.0000000;0.4802112;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200540;0.4879124;0.0016267;1.0000000;0.4879124;0.0016269;1.0000000;0.0292749;0.4879148;0.0000978;0.0016293;1.0000049;-0.0292747;0.0000054;0.0000976;1.0000049;0.4879124;-0.0016269;1.0000000;0.4802037;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200550;0.4879120;0.0016266;1.0000000;0.4879120;0.0016268;1.0000000;0.0292749;0.4879144;0.0000978;0.0016292;1.0000049;-0.0292747;0.0000054;0.0000976;1.0000049;0.4879120;-0.0016268;1.0000000;0.4802035;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200570;0.4879111;0.0016264;1.0000000;0.4879111;0.0016266;1.0000000;0.0292748;0.4879134;0.0000977;0.0016290;1.0000049;-0.0292747;0.0000054;0.0000976;1.0000049;0.4879111;-0.0016266;1.0000000;0.4802030;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200610;0.4879093;0.0016260;1.0000000;0.4879093;0.0016262;1.0000000;0.0292747;0.4879116;0.0000977;0.0016286;1.0000049;-0.0292746;0.0000054;0.0000976;1.0000049;0.4879093;-0.0016262;1.0000000;0.4802021;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200690;0.4879056;0.0016252;1.0000000;0.4879056;0.0016255;1.0000000;0.0292745;0.4879080;0.0000977;0.0016279;1.0000049;-0.0292743;0.0000054;0.0000975;1.0000049;0.4879056;-0.0016255;1.0000000;0.4802002;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200730;0.4879038;0.0016249;1.0000000;0.4879038;0.0016251;1.0000000;0.0292744;0.4879062;0.0000976;0.0016275;1.0000049;-0.0292742;0.0000054;0.0000975;1.0000049;0.4879038;-0.0016251;1.0000000;0.4801993;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200810;0.4879002;0.0016241;1.0000000;0.4879002;0.0016243;1.0000000;0.0292742;0.4879026;0.0000976;0.0016267;1.0000049;-0.0292740;0.0000054;0.0000974;1.0000049;0.4879002;-0.0016243;1.0000000;0.4801974;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6200970;0.4878929;0.0016226;1.0000000;0.4878929;0.0016228;1.0000000;0.0292737;0.4878953;0.0000975;0.0016252;1.0000049;-0.0292736;0.0000054;0.0000974;1.0000049;0.4878929;-0.0016228;1.0000000;0.4801937;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201290;0.4878785;0.0016195;1.0000000;0.4878785;0.0016197;1.0000000;0.0292729;0.4878808;0.0000973;0.0016221;1.0000049;-0.0292727;0.0000054;0.0000972;1.0000049;0.4878785;-0.0016197;1.0000000;0.4801862;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201300;0.4878780;0.0016194;1.0000000;0.4878780;0.0016197;1.0000000;0.0292728;0.4878804;0.0000973;0.0016220;1.0000049;-0.0292727;0.0000054;0.0000972;1.0000049;0.4878780;-0.0016197;1.0000000;0.4801860;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201320;0.4878771;0.0016192;1.0000000;0.4878771;0.0016195;1.0000000;0.0292728;0.4878795;0.0000973;0.0016218;1.0000049;-0.0292726;0.0000054;0.0000972;1.0000049;0.4878771;-0.0016195;1.0000000;0.4801855;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201360;0.4878753;0.0016188;1.0000000;0.4878753;0.0016191;1.0000000;0.0292727;0.4878777;0.0000973;0.0016215;1.0000049;-0.0292725;0.0000054;0.0000971;1.0000049;0.4878753;-0.0016191;1.0000000;0.4801845;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201440;0.4878717;0.0016181;1.0000000;0.4878717;0.0016183;1.0000000;0.0292724;0.4878741;0.0000972;0.0016207;1.0000049;-0.0292723;0.0000054;0.0000971;1.0000049;0.4878717;-0.0016183;1.0000000;0.4801827;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201480;0.4878699;0.0016177;1.0000000;0.4878699;0.0016179;1.0000000;0.0292723;0.4878723;0.0000972;0.0016203;1.0000049;-0.0292722;0.0000054;0.0000971;1.0000049;0.4878699;-0.0016179;1.0000000;0.4801817;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201560;0.4878663;0.0016169;1.0000000;0.4878663;0.0016172;1.0000000;0.0292721;0.4878686;0.0000972;0.0016196;1.0000049;-0.0292720;0.0000054;0.0000970;1.0000049;0.4878663;-0.0016172;1.0000000;0.4801799;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6201720;0.4878590;0.0016154;1.0000000;0.4878590;0.0016157;1.0000000;0.0292717;0.4878614;0.0000971;0.0016180;1.0000049;-0.0292715;0.0000054;0.0000969;1.0000049;0.4878590;-0.0016157;1.0000000;0.4801761;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202040;0.4878446;0.0016124;1.0000000;0.4878446;0.0016126;1.0000000;0.0292708;0.4878470;0.0000969;0.0016150;1.0000049;-0.0292707;0.0000054;0.0000967;1.0000049;0.4878446;-0.0016126;1.0000000;0.4801687;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202050;0.4878441;0.0016123;1.0000000;0.4878441;0.0016125;1.0000000;0.0292708;0.4878465;0.0000969;0.0016149;1.0000049;-0.0292706;0.0000054;0.0000967;1.0000049;0.4878441;-0.0016125;1.0000000;0.4801685;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202070;0.4878432;0.0016121;1.0000000;0.4878432;0.0016123;1.0000000;0.0292707;0.4878456;0.0000969;0.0016147;1.0000049;-0.0292706;0.0000054;0.0000967;1.0000049;0.4878432;-0.0016123;1.0000000;0.4801680;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202110;0.4878414;0.0016117;1.0000000;0.4878414;0.0016120;1.0000000;0.0292706;0.4878438;0.0000969;0.0016143;1.0000049;-0.0292705;0.0000054;0.0000967;1.0000049;0.4878414;-0.0016120;1.0000000;0.4801671;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202190;0.4878378;0.0016110;1.0000000;0.4878378;0.0016112;1.0000000;0.0292704;0.4878402;0.0000968;0.0016136;1.0000049;-0.0292703;0.0000054;0.0000967;1.0000049;0.4878378;-0.0016112;1.0000000;0.4801652;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202230;0.4878360;0.0016106;1.0000000;0.4878360;0.0016108;1.0000000;0.0292703;0.4878384;0.0000968;0.0016132;1.0000049;-0.0292702;0.0000054;0.0000966;1.0000049;0.4878360;-0.0016108;1.0000000;0.4801643;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202310;0.4878324;0.0016098;1.0000000;0.4878324;0.0016101;1.0000000;0.0292701;0.4878348;0.0000967;0.0016124;1.0000049;-0.0292699;0.0000054;0.0000966;1.0000049;0.4878324;-0.0016101;1.0000000;0.4801624;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202470;0.4878252;0.0016083;1.0000000;0.4878252;0.0016086;1.0000000;0.0292697;0.4878276;0.0000967;0.0016109;1.0000049;-0.0292695;0.0000054;0.0000965;1.0000049;0.4878252;-0.0016086;1.0000000;0.4801587;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202790;0.4878108;0.0016053;1.0000000;0.4878108;0.0016055;1.0000000;0.0292688;0.4878131;0.0000965;0.0016079;1.0000049;-0.0292686;0.0000054;0.0000963;1.0000049;0.4878108;-0.0016055;1.0000000;0.4801513;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202800;0.4878103;0.0016052;1.0000000;0.4878103;0.0016054;1.0000000;0.0292688;0.4878127;0.0000965;0.0016078;1.0000049;-0.0292686;0.0000054;0.0000963;1.0000049;0.4878103;-0.0016054;1.0000000;0.4801510;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202820;0.4878094;0.0016050;1.0000000;0.4878094;0.0016052;1.0000000;0.0292687;0.4878118;0.0000965;0.0016076;1.0000049;-0.0292686;0.0000054;0.0000963;1.0000049;0.4878094;-0.0016052;1.0000000;0.4801506;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202860;0.4878076;0.0016046;1.0000000;0.4878076;0.0016049;1.0000000;0.0292686;0.4878100;0.0000964;0.0016073;1.0000049;-0.0292685;0.0000054;0.0000963;1.0000049;0.4878076;-0.0016049;1.0000000;0.4801496;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202940;0.4878040;0.0016039;1.0000000;0.4878040;0.0016041;1.0000000;0.0292684;0.4878064;0.0000964;0.0016065;1.0000049;-0.0292682;0.0000054;0.0000962;1.0000049;0.4878040;-0.0016041;1.0000000;0.4801478;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6202980;0.4878022;0.0016035;1.0000000;0.4878022;0.0016037;1.0000000;0.0292683;0.4878046;0.0000964;0.0016061;1.0000049;-0.0292681;0.0000054;0.0000962;1.0000049;0.4878022;-0.0016037;1.0000000;0.4801469;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203060;0.4877986;0.0016027;1.0000000;0.4877986;0.0016030;1.0000000;0.0292681;0.4878010;0.0000963;0.0016054;1.0000049;-0.0292679;0.0000054;0.0000962;1.0000049;0.4877986;-0.0016030;1.0000000;0.4801450;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203220;0.4877914;0.0016012;1.0000000;0.4877914;0.0016015;1.0000000;0.0292676;0.4877938;0.0000962;0.0016039;1.0000049;-0.0292675;0.0000054;0.0000961;1.0000049;0.4877914;-0.0016015;1.0000000;0.4801413;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203540;0.4877770;0.0015982;1.0000000;0.4877770;0.0015985;1.0000000;0.0292668;0.4877794;0.0000961;0.0016008;1.0000049;-0.0292666;0.0000054;0.0000959;1.0000049;0.4877770;-0.0015985;1.0000000;0.4801339;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203550;0.4877766;0.0015981;1.0000000;0.4877766;0.0015984;1.0000000;0.0292667;0.4877789;0.0000960;0.0016008;1.0000049;-0.0292666;0.0000054;0.0000959;1.0000049;0.4877766;-0.0015984;1.0000000;0.4801337;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203570;0.4877757;0.0015979;1.0000000;0.4877757;0.0015982;1.0000000;0.0292667;0.4877780;0.0000960;0.0016006;1.0000049;-0.0292665;0.0000054;0.0000959;1.0000049;0.4877757;-0.0015982;1.0000000;0.4801332;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203610;0.4877739;0.0015976;1.0000000;0.4877739;0.0015978;1.0000000;0.0292666;0.4877762;0.0000960;0.0016002;1.0000049;-0.0292664;0.0000054;0.0000959;1.0000049;0.4877739;-0.0015978;1.0000000;0.4801323;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203690;0.4877703;0.0015968;1.0000000;0.4877703;0.0015971;1.0000000;0.0292664;0.4877726;0.0000960;0.0015994;1.0000049;-0.0292662;0.0000054;0.0000958;1.0000049;0.4877703;-0.0015971;1.0000000;0.4801304;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203730;0.4877685;0.0015964;1.0000000;0.4877685;0.0015967;1.0000000;0.0292663;0.4877708;0.0000959;0.0015991;1.0000049;-0.0292661;0.0000054;0.0000958;1.0000049;0.4877685;-0.0015967;1.0000000;0.4801295;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203810;0.4877649;0.0015957;1.0000000;0.4877649;0.0015959;1.0000000;0.0292660;0.4877673;0.0000959;0.0015983;1.0000049;-0.0292659;0.0000054;0.0000957;1.0000049;0.4877649;-0.0015959;1.0000000;0.4801276;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6203970;0.4877577;0.0015942;1.0000000;0.4877577;0.0015944;1.0000000;0.0292656;0.4877601;0.0000958;0.0015968;1.0000049;-0.0292655;0.0000054;0.0000956;1.0000049;0.4877577;-0.0015944;1.0000000;0.4801240;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204290;0.4877433;0.0015912;1.0000000;0.4877433;0.0015914;1.0000000;0.0292647;0.4877457;0.0000956;0.0015938;1.0000049;-0.0292646;0.0000054;0.0000955;1.0000049;0.4877433;-0.0015914;1.0000000;0.4801166;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204300;0.4877429;0.0015911;1.0000000;0.4877429;0.0015913;1.0000000;0.0292647;0.4877453;0.0000956;0.0015937;1.0000049;-0.0292646;0.0000054;0.0000955;1.0000049;0.4877429;-0.0015913;1.0000000;0.4801163;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204320;0.4877420;0.0015909;1.0000000;0.4877420;0.0015912;1.0000000;0.0292647;0.4877444;0.0000956;0.0015935;1.0000049;-0.0292645;0.0000054;0.0000955;1.0000049;0.4877420;-0.0015912;1.0000000;0.4801159;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204360;0.4877402;0.0015905;1.0000000;0.4877402;0.0015908;1.0000000;0.0292646;0.4877426;0.0000956;0.0015932;1.0000049;-0.0292644;0.0000054;0.0000954;1.0000049;0.4877402;-0.0015908;1.0000000;0.4801150;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204440;0.4877366;0.0015898;1.0000000;0.4877366;0.0015900;1.0000000;0.0292643;0.4877390;0.0000955;0.0015924;1.0000049;-0.0292642;0.0000054;0.0000954;1.0000049;0.4877366;-0.0015900;1.0000000;0.4801131;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204480;0.4877348;0.0015894;1.0000000;0.4877348;0.0015897;1.0000000;0.0292642;0.4877372;0.0000955;0.0015920;1.0000049;-0.0292641;0.0000054;0.0000954;1.0000049;0.4877348;-0.0015897;1.0000000;0.4801122;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204560;0.4877312;0.0015887;1.0000000;0.4877312;0.0015889;1.0000000;0.0292640;0.4877336;0.0000955;0.0015913;1.0000049;-0.0292639;0.0000054;0.0000953;1.0000049;0.4877312;-0.0015889;1.0000000;0.4801104;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6204720;0.4877241;0.0015872;1.0000000;0.4877241;0.0015874;1.0000000;0.0292636;0.4877264;0.0000954;0.0015898;1.0000049;-0.0292634;0.0000054;0.0000952;1.0000049;0.4877241;-0.0015874;1.0000000;0.4801067;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205040;0.4877097;0.0015842;1.0000000;0.4877097;0.0015844;1.0000000;0.0292627;0.4877121;0.0000952;0.0015868;1.0000049;-0.0292626;0.0000054;0.0000951;1.0000049;0.4877097;-0.0015844;1.0000000;0.4800993;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205050;0.4877093;0.0015841;1.0000000;0.4877093;0.0015843;1.0000000;0.0292627;0.4877117;0.0000952;0.0015867;1.0000049;-0.0292626;0.0000054;0.0000950;1.0000049;0.4877093;-0.0015843;1.0000000;0.4800991;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205070;0.4877084;0.0015839;1.0000000;0.4877084;0.0015842;1.0000000;0.0292626;0.4877108;0.0000952;0.0015865;1.0000049;-0.0292625;0.0000054;0.0000950;1.0000049;0.4877084;-0.0015842;1.0000000;0.4800986;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205110;0.4877066;0.0015835;1.0000000;0.4877066;0.0015838;1.0000000;0.0292625;0.4877090;0.0000952;0.0015862;1.0000049;-0.0292624;0.0000054;0.0000950;1.0000049;0.4877066;-0.0015838;1.0000000;0.4800977;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205190;0.4877030;0.0015828;1.0000000;0.4877030;0.0015830;1.0000000;0.0292623;0.4877054;0.0000951;0.0015854;1.0000049;-0.0292622;0.0000054;0.0000950;1.0000049;0.4877030;-0.0015830;1.0000000;0.4800959;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205230;0.4877012;0.0015824;1.0000000;0.4877012;0.0015827;1.0000000;0.0292622;0.4877036;0.0000951;0.0015850;1.0000049;-0.0292621;0.0000054;0.0000949;1.0000049;0.4877012;-0.0015827;1.0000000;0.4800950;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205310;0.4876977;0.0015817;1.0000000;0.4876977;0.0015819;1.0000000;0.0292620;0.4877000;0.0000951;0.0015843;1.0000049;-0.0292619;0.0000054;0.0000949;1.0000049;0.4876976;-0.0015819;1.0000000;0.4800931;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205470;0.4876905;0.0015802;1.0000000;0.4876905;0.0015804;1.0000000;0.0292616;0.4876929;0.0000950;0.0015828;1.0000049;-0.0292614;0.0000054;0.0000948;1.0000049;0.4876905;-0.0015804;1.0000000;0.4800895;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205790;0.4876762;0.0015772;1.0000000;0.4876762;0.0015775;1.0000000;0.0292607;0.4876786;0.0000948;0.0015798;1.0000049;-0.0292606;0.0000054;0.0000946;1.0000049;0.4876762;-0.0015775;1.0000000;0.4800821;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205800;0.4876758;0.0015771;1.0000000;0.4876758;0.0015774;1.0000000;0.0292607;0.4876781;0.0000948;0.0015798;1.0000049;-0.0292605;0.0000054;0.0000946;1.0000049;0.4876758;-0.0015774;1.0000000;0.4800819;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
1.6205820;0.4876749;0.0015770;1.0000000;0.4876749;0.0015772;1.0000000;0.0292606;0.4876772;0.0000948;0.0015796;1.0000049;-0.0292605;0.0000054;0.0000946;1.0000049;0.4876749;-0.0015772;1.0000000;0.4800814;0.0000003;0.0000100;0.0000100;0.0000000;0.0000167;
