time;WT4B_WT_controlMeasurements_PGenNomPu;WT4B_WT_controlMeasurements_QGenNomPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;
12.186395;0.504991;-0.285913;0.995702;0.991325;0.093258;-0.478047;-0.333387;
12.188342;0.506838;-0.268826;1.000794;0.996445;0.093200;-0.479221;-0.314608;
12.190288;0.508375;-0.253516;1.005310;1.000988;0.093120;-0.480158;-0.297934;
12.192235;0.509475;-0.240730;1.009051;1.004756;0.093007;-0.480766;-0.284094;
12.196128;0.510000;-0.225582;1.013458;1.009212;0.092677;-0.480764;-0.267671;
12.200021;0.509285;-0.218556;1.015504;1.011303;0.092280;-0.479878;-0.259901;
12.203914;0.507937;-0.216720;1.016057;1.011894;0.091881;-0.478574;-0.257628;
12.207807;0.506406;-0.217557;1.015840;1.011709;0.091517;-0.477189;-0.258204;
12.215593;0.504008;-0.220679;1.014977;1.010890;0.091001;-0.475077;-0.261069;
12.223379;0.502473;-0.222599;1.014447;1.010387;0.090669;-0.473723;-0.262821;
12.238951;0.501252;-0.223227;1.014285;1.010250;0.090377;-0.472616;-0.263242;
12.254522;0.500790;-0.222959;1.014370;1.010347;0.090251;-0.472181;-0.262854;
12.285666;0.500665;-0.222274;1.014570;1.010553;0.090198;-0.472044;-0.262086;
12.347954;0.500944;-0.221115;1.014901;1.010881;0.090234;-0.472264;-0.260891;
12.472529;0.501235;-0.219167;1.015459;1.011441;0.090249;-0.472470;-0.258845;
12.721679;0.501230;-0.216344;1.016273;1.012266;0.090161;-0.472373;-0.255796;
13.219979;0.501164;-0.213274;1.017159;1.013164;0.090051;-0.472212;-0.252473;
13.718278;0.501130;-0.211620;1.017635;1.013648;0.089992;-0.472127;-0.250686;
14.714878;0.501079;-0.210546;1.017944;1.013962;0.089946;-0.472045;-0.249521;
15.711478;0.501035;-0.210159;1.018056;1.014077;0.089923;-0.471991;-0.249096;
17.704678;0.500954;-0.210033;1.018093;1.014116;0.089899;-0.471913;-0.248944;
19.999996;0.500876;-0.210016;1.018099;1.014124;0.089879;-0.471840;-0.248909;
19.999996;0.500876;-0.210016;1.018099;1.014124;0.089879;-0.471840;-0.248909;
20.003201;0.499099;-0.212514;1.017407;1.014281;0.079308;-0.472798;-0.246491;
20.003201;0.499118;-0.212521;1.017407;1.014311;0.079312;-0.472801;-0.246492;
20.003867;0.498794;-0.212929;1.017294;1.014358;0.077121;-0.473040;-0.245880;
20.003867;0.498799;-0.212932;1.017294;1.014367;0.077121;-0.473041;-0.245880;
20.003931;0.498770;-0.212968;1.017284;1.014372;0.076912;-0.473064;-0.245819;
20.003931;0.498770;-0.212968;1.017284;1.014373;0.076912;-0.473065;-0.245819;
20.003938;0.498767;-0.212972;1.017283;1.014373;0.076888;-0.473067;-0.245812;
20.003938;0.498767;-0.212972;1.017283;1.014373;0.076888;-0.473067;-0.245812;
20.003946;0.498763;-0.212977;1.017282;1.014374;0.076861;-0.473070;-0.245805;
20.003946;0.498763;-0.212977;1.017282;1.014374;0.076861;-0.473070;-0.245805;
20.006741;0.497485;-0.214568;1.016844;1.014589;0.067685;-0.474113;-0.243111;
20.006864;0.497452;-0.214582;1.016840;1.014608;0.067284;-0.474179;-0.242938;
20.006864;0.497452;-0.214582;1.016840;1.014608;0.067284;-0.474179;-0.242938;
20.008888;0.496754;-0.215243;1.016661;1.014849;0.060680;-0.475106;-0.240501;
20.012934;0.495924;-0.215429;1.016620;1.015507;0.047569;-0.477366;-0.234500;
20.021027;0.495236;-0.214635;1.016860;1.016632;0.021521;-0.482448;-0.221336;
20.029121;0.494922;-0.213905;1.017076;1.017065;-0.004454;-0.487529;-0.208182;
20.045307;0.494675;-0.213298;1.017253;1.015696;-0.056251;-0.497136;-0.182469;
20.061493;0.494546;-0.212956;1.017351;1.011618;-0.107868;-0.505564;-0.156602;
20.093866;0.494534;-0.212540;1.017473;0.995552;-0.210067;-0.518697;-0.104041;
20.158611;0.494549;-0.211805;1.017684;0.932772;-0.406960;-0.528636;0.003568;
20.288102;0.494572;-0.210957;1.017927;0.695758;-0.743032;-0.483364;0.213003;
20.352847;0.494591;-0.210532;1.018049;0.531367;-0.868373;-0.429969;0.306458;
20.352974;0.494592;-0.210531;1.018049;0.531022;-0.868585;-0.429847;0.306629;
20.353227;0.494592;-0.210530;1.018049;0.530332;-0.869007;-0.429601;0.306971;
20.353733;0.494592;-0.210526;1.018050;0.528951;-0.869849;-0.429110;0.307655;
20.354744;0.494592;-0.210519;1.018052;0.526184;-0.871528;-0.428123;0.309021;
20.355250;0.494592;-0.210516;1.018053;0.524799;-0.872364;-0.427628;0.309703;
20.356262;0.494593;-0.210508;1.018055;0.522025;-0.874029;-0.426635;0.311064;
20.356768;0.494593;-0.210505;1.018057;0.520636;-0.874859;-0.426137;0.311743;
20.357779;0.494593;-0.210497;1.018059;0.517853;-0.876511;-0.425137;0.313099;
20.358285;0.494594;-0.210494;1.018060;0.516460;-0.877334;-0.424635;0.313776;
20.359297;0.494594;-0.210486;1.018062;0.513670;-0.878973;-0.423629;0.315128;
20.359802;0.494594;-0.210483;1.018063;0.512273;-0.879789;-0.423124;0.315802;
20.360814;0.494595;-0.210476;1.018065;0.509475;-0.881414;-0.422112;0.317149;
20.361320;0.494595;-0.210472;1.018066;0.508074;-0.882224;-0.421604;0.317821;
20.362332;0.494595;-0.210466;1.018068;0.505268;-0.883836;-0.420585;0.319162;
20.362837;0.494595;-0.210462;1.018069;0.503864;-0.884638;-0.420074;0.319831;
20.363849;0.494596;-0.210456;1.018071;0.501050;-0.886237;-0.419049;0.321168;
20.364355;0.494596;-0.210452;1.018071;0.499642;-0.887033;-0.418535;0.321835;
20.365367;0.494596;-0.210446;1.018073;0.496821;-0.888618;-0.417504;0.323166;
20.365872;0.494596;-0.210443;1.018074;0.495408;-0.889408;-0.416987;0.323830;
20.366884;0.494596;-0.210437;1.018076;0.492580;-0.890979;-0.415950;0.325157;
20.367390;0.494596;-0.210434;1.018077;0.491163;-0.891762;-0.415430;0.325819;
20.368401;0.494596;-0.210428;1.018078;0.488327;-0.893320;-0.414386;0.327140;
20.368907;0.494597;-0.210425;1.018079;0.486907;-0.894095;-0.413863;0.327799;
20.369919;0.494597;-0.210420;1.018081;0.484064;-0.895640;-0.412814;0.329115;
20.370425;0.494597;-0.210417;1.018082;0.482640;-0.896409;-0.412287;0.329772;
20.371436;0.494597;-0.210411;1.018083;0.479789;-0.897940;-0.411232;0.331083;
20.371942;0.494597;-0.210409;1.018084;0.478362;-0.898702;-0.410703;0.331737;
20.372954;0.494597;-0.210403;1.018086;0.475504;-0.900219;-0.409641;0.333043;
20.373460;0.494597;-0.210401;1.018086;0.474073;-0.900974;-0.409109;0.333694;
20.374471;0.494597;-0.210396;1.018088;0.471208;-0.902478;-0.408041;0.334995;
20.374977;0.494597;-0.210393;1.018088;0.469773;-0.903226;-0.407505;0.335644;
20.375989;0.494597;-0.210388;1.018090;0.466901;-0.904716;-0.406432;0.336939;
20.376495;0.494597;-0.210385;1.018091;0.465463;-0.905457;-0.405893;0.337586;
20.377506;0.494598;-0.210380;1.018092;0.462583;-0.906934;-0.404813;0.338876;
20.378012;0.494598;-0.210378;1.018093;0.461141;-0.907668;-0.404272;0.339520;
20.379024;0.494598;-0.210373;1.018094;0.458255;-0.909131;-0.403185;0.340805;
20.379530;0.494598;-0.210370;1.018095;0.456810;-0.909858;-0.402641;0.341446;
20.380541;0.494598;-0.210365;1.018096;0.453916;-0.911307;-0.401549;0.342726;
20.381047;0.494598;-0.210363;1.018097;0.452468;-0.912028;-0.401001;0.343364;
20.382059;0.494598;-0.210358;1.018099;0.449567;-0.913463;-0.399903;0.344639;
20.382565;0.494598;-0.210355;1.018099;0.448115;-0.914177;-0.399352;0.345275;
20.383576;0.494598;-0.210350;1.018101;0.445208;-0.915598;-0.398248;0.346544;
20.384082;0.494598;-0.210348;1.018101;0.443753;-0.916305;-0.397694;0.347178;
20.385094;0.494599;-0.210343;1.018103;0.440839;-0.917712;-0.396584;0.348442;
20.385599;0.494599;-0.210341;1.018104;0.439380;-0.918412;-0.396027;0.349072;
20.386611;0.494599;-0.210336;1.018105;0.436459;-0.919805;-0.394911;0.350331;
20.387117;0.494599;-0.210333;1.018106;0.434997;-0.920498;-0.394351;0.350959;
20.388129;0.494599;-0.210328;1.018107;0.432070;-0.921877;-0.393229;0.352212;
20.388634;0.494599;-0.210326;1.018108;0.430605;-0.922563;-0.392666;0.352838;
20.389646;0.494599;-0.210321;1.018109;0.427671;-0.923929;-0.391538;0.354086;
20.390152;0.494599;-0.210318;1.018110;0.426202;-0.924608;-0.390972;0.354708;
20.391164;0.494600;-0.210314;1.018111;0.423262;-0.925959;-0.389838;0.355951;
20.391669;0.494600;-0.210311;1.018112;0.421790;-0.926631;-0.389269;0.356571;
20.392681;0.494600;-0.210306;1.018113;0.418843;-0.927968;-0.388129;0.357808;
20.393187;0.494600;-0.210304;1.018114;0.417368;-0.928633;-0.387558;0.358425;
20.394198;0.494600;-0.210299;1.018115;0.414415;-0.929956;-0.386412;0.359657;
20.394704;0.494600;-0.210297;1.018116;0.412937;-0.930615;-0.385837;0.360271;
20.395716;0.494601;-0.210292;1.018118;0.409978;-0.931924;-0.384686;0.361497;
20.396222;0.494601;-0.210289;1.018118;0.408497;-0.932575;-0.384108;0.362109;
20.397233;0.494601;-0.210285;1.018120;0.405531;-0.933869;-0.382951;0.363330;
20.397739;0.494601;-0.210282;1.018120;0.404047;-0.934513;-0.382370;0.363939;
20.398751;0.494601;-0.210277;1.018122;0.401075;-0.935794;-0.381207;0.365154;
20.399257;0.494601;-0.210275;1.018122;0.399587;-0.936431;-0.380624;0.365760;
20.400268;0.494602;-0.210270;1.018124;0.396610;-0.937698;-0.379455;0.366969;
20.400774;0.494602;-0.210268;1.018124;0.395119;-0.938327;-0.378869;0.367573;
20.401786;0.494602;-0.210263;1.018126;0.392135;-0.939580;-0.377694;0.368776;
20.402292;0.494602;-0.210261;1.018126;0.390642;-0.940202;-0.377105;0.369377;
20.403303;0.494602;-0.210256;1.018128;0.387652;-0.941440;-0.375924;0.370575;
20.403809;0.494602;-0.210254;1.018128;0.386156;-0.942056;-0.375333;0.371173;
20.404821;0.494603;-0.210249;1.018130;0.383160;-0.943280;-0.374146;0.372365;
20.405327;0.494603;-0.210247;1.018130;0.381661;-0.943888;-0.373552;0.372960;
20.406338;0.494603;-0.210242;1.018132;0.378659;-0.945097;-0.372360;0.374147;
20.406844;0.494603;-0.210240;1.018132;0.377157;-0.945699;-0.371763;0.374739;
20.407856;0.494603;-0.210235;1.018134;0.374150;-0.946894;-0.370565;0.375920;
20.408362;0.494603;-0.210233;1.018134;0.372645;-0.947488;-0.369965;0.376509;
20.409373;0.494604;-0.210229;1.018136;0.369632;-0.948669;-0.368762;0.377684;
20.409879;0.494604;-0.210226;1.018136;0.368124;-0.949255;-0.368159;0.378271;
20.410891;0.494604;-0.210222;1.018138;0.365106;-0.950422;-0.366950;0.379440;
20.411396;0.494604;-0.210220;1.018138;0.363595;-0.951001;-0.366345;0.380024;
20.412408;0.494604;-0.210215;1.018139;0.360571;-0.952154;-0.365131;0.381187;
20.412914;0.494604;-0.210213;1.018140;0.359058;-0.952726;-0.364522;0.381768;
20.413926;0.494605;-0.210209;1.018141;0.356028;-0.953864;-0.363302;0.382926;
20.414431;0.494605;-0.210206;1.018142;0.354512;-0.954429;-0.362691;0.383503;
20.415443;0.494605;-0.210202;1.018143;0.351477;-0.955552;-0.361466;0.384655;
20.415949;0.494605;-0.210200;1.018144;0.349959;-0.956110;-0.360852;0.385230;
20.416202;0.494605;-0.210199;1.018144;0.349199;-0.956388;-0.360545;0.385517;
20.416708;0.494605;-0.210196;1.018145;0.347679;-0.956942;-0.359929;0.386090;
20.416961;0.494605;-0.210195;1.018145;0.346918;-0.957218;-0.359622;0.386376;
20.417466;0.494606;-0.210193;1.018146;0.345397;-0.957769;-0.359005;0.386948;
20.417719;0.494606;-0.210192;1.018146;0.344636;-0.958043;-0.358696;0.387233;
20.418225;0.494606;-0.210190;1.018147;0.343113;-0.958591;-0.358078;0.387803;
20.418478;0.494606;-0.210189;1.018147;0.342352;-0.958863;-0.357769;0.388088;
20.418984;0.494606;-0.210187;1.018148;0.340828;-0.959407;-0.357150;0.388656;
20.419237;0.494606;-0.210186;1.018148;0.340065;-0.959677;-0.356840;0.388940;
20.419743;0.494606;-0.210184;1.018148;0.338540;-0.960217;-0.356219;0.389507;
20.420754;0.494606;-0.210180;1.018150;0.335487;-0.961289;-0.354975;0.390639;
20.421260;0.494606;-0.210178;1.018150;0.333959;-0.961822;-0.354352;0.391203;
20.422272;0.494607;-0.210173;1.018151;0.330900;-0.962880;-0.353102;0.392328;
20.422777;0.494607;-0.210171;1.018152;0.329370;-0.963405;-0.352476;0.392890;
20.423789;0.494607;-0.210167;1.018153;0.326307;-0.964448;-0.351221;0.394009;
20.424295;0.494607;-0.210165;1.018154;0.324774;-0.964966;-0.350593;0.394567;
20.425307;0.494607;-0.210161;1.018155;0.321706;-0.965994;-0.349333;0.395681;
20.425812;0.494608;-0.210159;1.018156;0.320170;-0.966505;-0.348701;0.396236;
20.426065;0.494608;-0.210158;1.018156;0.319402;-0.966759;-0.348385;0.396513;
20.426571;0.494608;-0.210156;1.018157;0.317866;-0.967266;-0.347753;0.397067;
20.426824;0.494608;-0.210154;1.018157;0.317097;-0.967519;-0.347436;0.397343;
20.427330;0.494608;-0.210152;1.018157;0.315559;-0.968022;-0.346802;0.397895;
20.427583;0.494608;-0.210151;1.018158;0.314790;-0.968273;-0.346485;0.398171;
20.428089;0.494608;-0.210149;1.018158;0.313251;-0.968772;-0.345849;0.398722;
20.428342;0.494608;-0.210148;1.018159;0.312481;-0.969021;-0.345531;0.398996;
20.428847;0.494608;-0.210146;1.018159;0.310941;-0.969517;-0.344895;0.399546;
20.429100;0.494608;-0.210145;1.018159;0.310171;-0.969764;-0.344576;0.399820;
20.429606;0.494609;-0.210143;1.018160;0.308630;-0.970256;-0.343938;0.400367;
20.429859;0.494609;-0.210142;1.018160;0.307859;-0.970502;-0.343619;0.400641;
20.430365;0.494609;-0.210140;1.018161;0.306316;-0.970990;-0.342980;0.401187;
20.431376;0.494609;-0.210136;1.018162;0.303229;-0.971960;-0.341699;0.402276;
20.431882;0.494609;-0.210134;1.018163;0.301684;-0.972441;-0.341057;0.402819;
20.432894;0.494609;-0.210130;1.018164;0.298592;-0.973396;-0.339771;0.403902;
20.433400;0.494609;-0.210128;1.018164;0.297045;-0.973870;-0.339127;0.404442;
20.434411;0.494610;-0.210124;1.018165;0.293948;-0.974810;-0.337836;0.405518;
20.434917;0.494610;-0.210122;1.018166;0.292399;-0.975277;-0.337189;0.406055;
20.435170;0.494610;-0.210121;1.018166;0.291624;-0.975509;-0.336865;0.406323;
20.435676;0.494610;-0.210119;1.018167;0.290074;-0.975972;-0.336217;0.406859;
20.435929;0.494610;-0.210118;1.018167;0.289298;-0.976202;-0.335892;0.407126;
20.436435;0.494610;-0.210116;1.018168;0.287747;-0.976661;-0.335243;0.407659;
20.436688;0.494610;-0.210115;1.018168;0.286971;-0.976890;-0.334918;0.407926;
20.437193;0.494611;-0.210113;1.018169;0.285418;-0.977345;-0.334267;0.408458;
20.437446;0.494611;-0.210112;1.018169;0.284641;-0.977572;-0.333941;0.408724;
20.437952;0.494611;-0.210110;1.018169;0.283088;-0.978024;-0.333290;0.409254;
20.438205;0.494611;-0.210109;1.018170;0.282311;-0.978249;-0.332963;0.409519;
20.438711;0.494611;-0.210107;1.018170;0.280756;-0.978697;-0.332310;0.410048;
20.438964;0.494611;-0.210106;1.018171;0.279978;-0.978920;-0.331983;0.410313;
20.439470;0.494611;-0.210104;1.018171;0.278422;-0.979364;-0.331329;0.410840;
20.439723;0.494611;-0.210103;1.018171;0.277644;-0.979585;-0.331001;0.411103;
20.440228;0.494611;-0.210102;1.018172;0.276087;-0.980026;-0.330346;0.411629;
20.440481;0.494611;-0.210101;1.018172;0.275308;-0.980245;-0.330017;0.411892;
20.440987;0.494611;-0.210099;1.018173;0.273750;-0.980682;-0.329360;0.412416;
20.441240;0.494612;-0.210098;1.018173;0.272971;-0.980899;-0.329032;0.412678;
20.441746;0.494612;-0.210096;1.018174;0.271412;-0.981332;-0.328374;0.413201;
20.441999;0.494612;-0.210095;1.018174;0.270632;-0.981548;-0.328044;0.413462;
20.442505;0.494612;-0.210093;1.018174;0.269072;-0.981977;-0.327385;0.413983;
20.442757;0.494612;-0.210092;1.018175;0.268292;-0.982191;-0.327055;0.414243;
20.443263;0.494612;-0.210090;1.018175;0.266731;-0.982617;-0.326394;0.414763;
20.443516;0.494612;-0.210089;1.018175;0.265950;-0.982828;-0.326063;0.415022;
20.444022;0.494612;-0.210087;1.018176;0.264388;-0.983250;-0.325402;0.415540;
20.444275;0.494612;-0.210086;1.018176;0.263607;-0.983460;-0.325070;0.415799;
20.444781;0.494612;-0.210085;1.018177;0.262044;-0.983879;-0.324407;0.416315;
20.445034;0.494613;-0.210084;1.018177;0.261262;-0.984087;-0.324075;0.416573;
20.445540;0.494613;-0.210082;1.018178;0.259698;-0.984501;-0.323411;0.417088;
20.445792;0.494613;-0.210081;1.018178;0.258916;-0.984707;-0.323079;0.417345;
20.446298;0.494613;-0.210079;1.018178;0.257351;-0.985118;-0.322413;0.417858;
20.446551;0.494613;-0.210078;1.018179;0.256568;-0.985323;-0.322080;0.418114;
20.447057;0.494613;-0.210076;1.018179;0.255002;-0.985730;-0.321413;0.418626;
20.447310;0.494613;-0.210075;1.018179;0.254219;-0.985932;-0.321080;0.418881;
20.447816;0.494613;-0.210073;1.018180;0.252652;-0.986335;-0.320412;0.419392;
20.448069;0.494613;-0.210072;1.018180;0.251868;-0.986536;-0.320077;0.419646;
20.448574;0.494613;-0.210071;1.018181;0.250300;-0.986936;-0.319408;0.420155;
20.448827;0.494614;-0.210070;1.018181;0.249516;-0.987135;-0.319073;0.420409;
20.449333;0.494614;-0.210068;1.018182;0.247947;-0.987530;-0.318403;0.420915;
20.449586;0.494614;-0.210067;1.018182;0.247162;-0.987727;-0.318067;0.421168;
20.450092;0.494614;-0.210065;1.018182;0.245592;-0.988119;-0.317396;0.421674;
20.450345;0.494614;-0.210064;1.018183;0.244807;-0.988314;-0.317060;0.421926;
20.450851;0.494614;-0.210062;1.018183;0.243236;-0.988703;-0.316387;0.422430;
20.451104;0.494614;-0.210061;1.018183;0.242451;-0.988896;-0.316050;0.422681;
20.451609;0.494614;-0.210060;1.018184;0.240879;-0.989280;-0.315376;0.423183;
20.451862;0.494614;-0.210059;1.018184;0.240093;-0.989472;-0.315039;0.423434;
20.452368;0.494615;-0.210057;1.018185;0.238520;-0.989853;-0.314364;0.423934;
20.452621;0.494615;-0.210056;1.018185;0.237734;-0.990042;-0.314026;0.424184;
20.453127;0.494615;-0.210054;1.018186;0.236160;-0.990419;-0.313349;0.424683;
20.453380;0.494615;-0.210053;1.018186;0.235373;-0.990607;-0.313011;0.424932;
20.453886;0.494615;-0.210051;1.018186;0.233799;-0.990980;-0.312333;0.425429;
20.454139;0.494615;-0.210050;1.018187;0.233012;-0.991166;-0.311994;0.425677;
20.454644;0.494615;-0.210049;1.018187;0.231436;-0.991535;-0.311316;0.426173;
20.454897;0.494615;-0.210048;1.018187;0.230648;-0.991719;-0.310976;0.426420;
20.455403;0.494615;-0.210046;1.018188;0.229072;-0.992085;-0.310296;0.426914;
20.455656;0.494615;-0.210045;1.018188;0.228284;-0.992267;-0.309956;0.427161;
20.456162;0.494616;-0.210043;1.018189;0.226707;-0.992629;-0.309275;0.427653;
20.456415;0.494616;-0.210042;1.018189;0.225918;-0.992809;-0.308934;0.427899;
20.456921;0.494616;-0.210040;1.018189;0.224340;-0.993167;-0.308252;0.428390;
20.457173;0.494616;-0.210039;1.018190;0.223551;-0.993345;-0.307910;0.428635;
20.457679;0.494616;-0.210038;1.018190;0.221972;-0.993700;-0.307227;0.429124;
20.457932;0.494616;-0.210037;1.018190;0.221183;-0.993876;-0.306885;0.429368;
20.458438;0.494616;-0.210035;1.018191;0.219603;-0.994227;-0.306200;0.429855;
20.458691;0.494616;-0.210034;1.018191;0.218813;-0.994401;-0.305858;0.430099;
20.459197;0.494616;-0.210032;1.018192;0.217233;-0.994748;-0.305172;0.430584;
20.459450;0.494617;-0.210031;1.018192;0.216442;-0.994921;-0.304829;0.430827;
20.459955;0.494617;-0.210030;1.018193;0.214861;-0.995264;-0.304142;0.431311;
20.460208;0.494617;-0.210029;1.018193;0.214070;-0.995435;-0.303798;0.431553;
20.460714;0.494617;-0.210027;1.018193;0.212488;-0.995774;-0.303110;0.432035;
20.460967;0.494617;-0.210026;1.018194;0.211697;-0.995943;-0.302766;0.432276;
20.461473;0.494617;-0.210024;1.018194;0.210114;-0.996279;-0.302077;0.432757;
20.461726;0.494617;-0.210023;1.018194;0.209322;-0.996446;-0.301732;0.432997;
20.462232;0.494617;-0.210022;1.018195;0.207739;-0.996777;-0.301042;0.433476;
20.462485;0.494617;-0.210021;1.018195;0.206947;-0.996942;-0.300696;0.433715;
20.462990;0.494618;-0.210019;1.018196;0.205362;-0.997271;-0.300005;0.434193;
20.463243;0.494618;-0.210018;1.018196;0.204570;-0.997434;-0.299659;0.434431;
20.463749;0.494618;-0.210016;1.018196;0.202985;-0.997758;-0.298966;0.434907;
20.464002;0.494618;-0.210015;1.018197;0.202192;-0.997919;-0.298620;0.435145;
20.464508;0.494618;-0.210014;1.018197;0.200606;-0.998240;-0.297926;0.435619;
20.464761;0.494618;-0.210013;1.018197;0.199813;-0.998399;-0.297579;0.435856;
20.465267;0.494618;-0.210011;1.018198;0.198226;-0.998716;-0.296884;0.436328;
20.465520;0.494618;-0.210010;1.018198;0.197432;-0.998873;-0.296536;0.436564;
20.466025;0.494618;-0.210009;1.018199;0.195845;-0.999186;-0.295840;0.437035;
20.466278;0.494619;-0.210008;1.018199;0.195051;-0.999342;-0.295492;0.437270;
20.466784;0.494619;-0.210006;1.018199;0.193463;-0.999651;-0.294795;0.437740;
20.467037;0.494619;-0.210005;1.018200;0.192668;-0.999805;-0.294446;0.437974;
20.467543;0.494619;-0.210003;1.018200;0.191079;-1.000110;-0.293748;0.438441;
20.467796;0.494619;-0.210002;1.018200;0.190285;-1.000262;-0.293399;0.438675;
20.468302;0.494619;-0.210001;1.018201;0.188695;-1.000563;-0.292700;0.439141;
20.468554;0.494619;-0.210000;1.018201;0.187900;-1.000713;-0.292350;0.439373;
20.469060;0.494619;-0.209998;1.018201;0.186310;-1.001011;-0.291649;0.439838;
20.469313;0.494619;-0.209997;1.018202;0.185514;-1.001159;-0.291299;0.440069;
20.469819;0.494620;-0.209996;1.018202;0.183923;-1.001453;-0.290597;0.440532;
20.470072;0.494620;-0.209995;1.018202;0.183127;-1.001599;-0.290246;0.440763;
20.470578;0.494620;-0.209993;1.018203;0.181535;-1.001889;-0.289544;0.441224;
20.470831;0.494620;-0.209992;1.018203;0.180739;-1.002033;-0.289192;0.441454;
20.471337;0.494620;-0.209991;1.018204;0.179147;-1.002320;-0.288489;0.441913;
20.471589;0.494620;-0.209990;1.018204;0.178350;-1.002462;-0.288137;0.442142;
20.472095;0.494620;-0.209988;1.018204;0.176757;-1.002745;-0.287432;0.442600;
20.472348;0.494620;-0.209987;1.018205;0.175960;-1.002885;-0.287079;0.442828;
20.472854;0.494620;-0.209986;1.018205;0.174367;-1.003164;-0.286373;0.443284;
20.473107;0.494621;-0.209985;1.018205;0.173569;-1.003302;-0.286020;0.443511;
20.473613;0.494621;-0.209983;1.018206;0.171975;-1.003577;-0.285313;0.443966;
20.473866;0.494621;-0.209982;1.018206;0.171178;-1.003714;-0.284960;0.444192;
20.474371;0.494621;-0.209981;1.018207;0.169582;-1.003985;-0.284252;0.444645;
20.474624;0.494621;-0.209980;1.018207;0.168785;-1.004120;-0.283897;0.444871;
20.475130;0.494621;-0.209978;1.018207;0.167189;-1.004387;-0.283188;0.445321;
20.475383;0.494621;-0.209977;1.018207;0.166391;-1.004520;-0.282834;0.445546;
20.475889;0.494621;-0.209976;1.018208;0.164794;-1.004784;-0.282124;0.445996;
20.476142;0.494621;-0.209975;1.018208;0.163996;-1.004915;-0.281768;0.446220;
20.476648;0.494622;-0.209973;1.018209;0.162399;-1.005174;-0.281057;0.446667;
20.476901;0.494622;-0.209972;1.018209;0.161600;-1.005303;-0.280701;0.446890;
20.477406;0.494622;-0.209971;1.018209;0.160002;-1.005559;-0.279989;0.447336;
20.477659;0.494622;-0.209970;1.018210;0.159203;-1.005686;-0.279633;0.447558;
20.478165;0.494622;-0.209968;1.018210;0.157605;-1.005939;-0.278919;0.448002;
20.478418;0.494622;-0.209967;1.018210;0.156806;-1.006064;-0.278562;0.448224;
20.478924;0.494622;-0.209966;1.018211;0.155207;-1.006312;-0.277848;0.448666;
20.479177;0.494622;-0.209965;1.018211;0.154407;-1.006435;-0.277491;0.448887;
20.479683;0.494622;-0.209963;1.018211;0.152808;-1.006680;-0.276775;0.449328;
20.479936;0.494623;-0.209963;1.018212;0.152008;-1.006801;-0.276417;0.449547;
20.480441;0.494623;-0.209961;1.018212;0.150408;-1.007042;-0.275701;0.449986;
20.480694;0.494623;-0.209960;1.018212;0.149608;-1.007161;-0.275343;0.450205;
20.481200;0.494623;-0.209959;1.018213;0.148007;-1.007398;-0.274625;0.450643;
20.481453;0.494623;-0.209958;1.018213;0.147206;-1.007516;-0.274266;0.450861;
20.481959;0.494623;-0.209956;1.018213;0.145605;-1.007749;-0.273548;0.451296;
20.482212;0.494623;-0.209955;1.018214;0.144805;-1.007864;-0.273188;0.451513;
20.482718;0.494623;-0.209954;1.018214;0.143203;-1.008094;-0.272469;0.451947;
20.482970;0.494623;-0.209953;1.018214;0.142402;-1.008207;-0.272109;0.452164;
20.483476;0.494624;-0.209951;1.018215;0.140799;-1.008433;-0.271388;0.452596;
20.483729;0.494624;-0.209951;1.018215;0.139998;-1.008545;-0.271028;0.452811;
20.484235;0.494624;-0.209949;1.018216;0.138395;-1.008766;-0.270306;0.453241;
20.484488;0.494624;-0.209948;1.018216;0.137594;-1.008876;-0.269945;0.453456;
20.484994;0.494624;-0.209947;1.018216;0.135990;-1.009094;-0.269222;0.453885;
20.485247;0.494624;-0.209946;1.018216;0.135189;-1.009202;-0.268861;0.454099;
20.485752;0.494624;-0.209944;1.018217;0.133585;-1.009416;-0.268137;0.454525;
20.486005;0.494624;-0.209944;1.018217;0.132783;-1.009522;-0.267775;0.454738;
20.486511;0.494624;-0.209942;1.018218;0.131178;-1.009732;-0.267051;0.455163;
20.486764;0.494625;-0.209941;1.018218;0.130376;-1.009836;-0.266688;0.455376;
20.487270;0.494625;-0.209940;1.018218;0.128771;-1.010043;-0.265962;0.455799;
20.487523;0.494625;-0.209939;1.018218;0.127969;-1.010145;-0.265599;0.456010;
20.488029;0.494625;-0.209937;1.018219;0.126363;-1.010347;-0.264873;0.456432;
20.488282;0.494625;-0.209937;1.018219;0.125560;-1.010448;-0.264509;0.456642;
20.488787;0.494625;-0.209935;1.018220;0.123955;-1.010646;-0.263782;0.457062;
20.489040;0.494625;-0.209934;1.018220;0.123152;-1.010745;-0.263418;0.457272;
20.489546;0.494625;-0.209933;1.018220;0.121545;-1.010940;-0.262689;0.457690;
20.489799;0.494625;-0.209932;1.018220;0.120742;-1.011036;-0.262324;0.457898;
20.490305;0.494626;-0.209930;1.018221;0.119135;-1.011227;-0.261595;0.458315;
20.490558;0.494626;-0.209930;1.018221;0.118332;-1.011322;-0.261230;0.458523;
20.491064;0.494626;-0.209928;1.018221;0.116724;-1.011509;-0.260499;0.458937;
