time;SynchronousGenerator_generator_UPu;SynchronousGenerator_generator_efdPu;SynchronousGenerator_generator_PGenPu;SynchronousGenerator_generator_QGenPu;SynchronousGenerator_generator_omegaPu;SynchronousGenerator_pss_UpssPu;
0.200000;0.851864;4.000000;5.569032;0.018511;1.011514;0.100000;
0.200000;0.851864;4.000000;5.569038;0.018516;1.011514;0.100000;
0.200000;0.851865;4.000000;5.569044;0.018522;1.011514;0.100000;
0.200001;0.851865;4.000000;5.569050;0.018527;1.011514;0.100000;
0.200001;0.851865;4.000000;5.569056;0.018532;1.011514;0.100000;
0.200001;0.851866;4.000000;5.569062;0.018537;1.011514;0.100000;
0.200001;0.851866;4.000000;5.569068;0.018542;1.011514;0.100000;
0.200001;0.851866;4.000000;5.569074;0.018547;1.011514;0.100000;
0.200001;0.851866;4.000000;5.569080;0.018552;1.011514;0.100000;
0.200002;0.851867;4.000000;5.569086;0.018557;1.011514;0.100000;
0.200002;0.851867;4.000000;5.569092;0.018562;1.011514;0.100000;
0.200002;0.851867;4.000000;5.569099;0.018567;1.011514;0.100000;
0.200002;0.851868;4.000000;5.569105;0.018572;1.011514;0.100000;
0.200002;0.851868;4.000000;5.569111;0.018577;1.011514;0.100000;
0.200003;0.851868;4.000000;5.569117;0.018582;1.011514;0.100000;
0.200003;0.851868;4.000000;5.569123;0.018587;1.011514;0.100000;
0.200003;0.851869;4.000000;5.569129;0.018592;1.011514;0.100000;
0.200003;0.851869;4.000000;5.569135;0.018597;1.011514;0.100000;
0.200003;0.851869;4.000000;5.569141;0.018602;1.011514;0.100000;
0.200004;0.851870;4.000000;5.569147;0.018607;1.011514;0.100000;
0.200004;0.851870;4.000000;5.569153;0.018612;1.011514;0.100000;
0.200004;0.851870;4.000000;5.569159;0.018617;1.011514;0.100000;
0.200004;0.851870;4.000000;5.569166;0.018622;1.011514;0.100000;
0.200004;0.851871;4.000000;5.569172;0.018627;1.011514;0.100000;
0.200005;0.851871;4.000000;5.569178;0.018632;1.011514;0.100000;
0.200005;0.851871;4.000000;5.569184;0.018637;1.011514;0.100000;
0.200005;0.851872;4.000000;5.569190;0.018642;1.011514;0.100000;
0.200005;0.851872;4.000000;5.569196;0.018647;1.011514;0.100000;
0.200005;0.851872;4.000000;5.569202;0.018652;1.011514;0.100000;
0.200005;0.851872;4.000000;5.569208;0.018657;1.011514;0.100000;
0.200006;0.851873;4.000000;5.569214;0.018662;1.011514;0.100000;
0.200006;0.851873;4.000000;5.569220;0.018667;1.011514;0.100000;
0.200006;0.851873;4.000000;5.569226;0.018672;1.011514;0.100000;
0.200006;0.851874;4.000000;5.569233;0.018677;1.011514;0.100000;
0.200006;0.851874;4.000000;5.569239;0.018682;1.011514;0.100000;
0.200007;0.851874;4.000000;5.569245;0.018687;1.011514;0.100000;
0.200007;0.851874;4.000000;5.569251;0.018692;1.011514;0.100000;
0.200007;0.851875;4.000000;5.569257;0.018697;1.011513;0.100000;
0.200007;0.851875;4.000000;5.569263;0.018702;1.011513;0.100000;
0.200007;0.851875;4.000000;5.569269;0.018707;1.011513;0.100000;
0.200008;0.851876;4.000000;5.569275;0.018712;1.011513;0.100000;
0.200008;0.851876;4.000000;5.569281;0.018717;1.011513;0.100000;
0.200008;0.851876;4.000000;5.569287;0.018722;1.011513;0.100000;
0.200008;0.851876;4.000000;5.569293;0.018727;1.011513;0.100000;
0.200008;0.851877;4.000000;5.569299;0.018732;1.011513;0.100000;
0.200008;0.851877;4.000000;5.569306;0.018737;1.011513;0.100000;
0.200009;0.851877;4.000000;5.569312;0.018742;1.011513;0.100000;
0.200009;0.851878;4.000000;5.569318;0.018747;1.011513;0.100000;
0.200009;0.851878;4.000000;5.569324;0.018752;1.011513;0.100000;
0.200009;0.851878;4.000000;5.569330;0.018757;1.011513;0.100000;
0.200009;0.851878;4.000000;5.569336;0.018762;1.011513;0.100000;
0.200010;0.851879;4.000000;5.569342;0.018767;1.011513;0.100000;
0.200010;0.851879;4.000000;5.569348;0.018772;1.011513;0.100000;
0.200010;0.851879;4.000000;5.569354;0.018777;1.011513;0.100000;
0.200010;0.851880;4.000000;5.569360;0.018782;1.011513;0.100000;
0.200010;0.851880;4.000000;5.569366;0.018787;1.011513;0.100000;
0.200011;0.851880;4.000000;5.569373;0.018792;1.011513;0.100000;
0.200011;0.851880;4.000000;5.569379;0.018797;1.011513;0.100000;
0.200011;0.851881;4.000000;5.569385;0.018802;1.011513;0.100000;
0.200011;0.851881;4.000000;5.569391;0.018807;1.011513;0.100000;
0.200011;0.851881;4.000000;5.569397;0.018812;1.011513;0.100000;
0.200012;0.851882;4.000000;5.569403;0.018817;1.011513;0.100000;
0.200012;0.851882;4.000000;5.569409;0.018822;1.011513;0.100000;
0.200012;0.851882;4.000000;5.569415;0.018827;1.011513;0.100000;
0.200012;0.851882;4.000000;5.569421;0.018832;1.011513;0.100000;
0.200012;0.851883;4.000000;5.569427;0.018837;1.011513;0.100000;
0.200013;0.851883;4.000000;5.569439;0.018847;1.011513;0.100000;
0.200013;0.851884;4.000000;5.569450;0.018856;1.011513;0.100000;
0.200013;0.851884;4.000000;5.569461;0.018865;1.011513;0.100000;
0.200014;0.851885;4.000000;5.569472;0.018874;1.011513;0.100000;
0.200014;0.851885;4.000000;5.569483;0.018883;1.011513;0.100000;
0.200014;0.851886;4.000000;5.569494;0.018892;1.011513;0.100000;
0.200015;0.851886;4.000000;5.569505;0.018901;1.011513;0.100000;
0.200015;0.851887;4.000000;5.569516;0.018910;1.011513;0.100000;
0.200015;0.851887;4.000000;5.569527;0.018919;1.011513;0.100000;
0.200016;0.851888;4.000000;5.569538;0.018928;1.011513;0.100000;
0.200016;0.851888;4.000000;5.569549;0.018937;1.011513;0.100000;
0.200016;0.851889;4.000000;5.569560;0.018946;1.011513;0.100000;
0.200017;0.851889;4.000000;5.569571;0.018955;1.011513;0.100000;
0.200017;0.851890;4.000000;5.569582;0.018964;1.011513;0.100000;
0.200017;0.851890;4.000000;5.569593;0.018973;1.011513;0.100000;
0.200018;0.851891;4.000000;5.569604;0.018982;1.011513;0.100000;
0.200018;0.851891;4.000000;5.569615;0.018991;1.011513;0.100000;
0.200018;0.851892;4.000000;5.569626;0.019000;1.011513;0.100000;
0.200019;0.851892;4.000000;5.569637;0.019009;1.011513;0.100000;
0.200019;0.851893;4.000000;5.569648;0.019018;1.011513;0.100000;
0.200019;0.851893;4.000000;5.569659;0.019027;1.011513;0.100000;
0.200020;0.851894;4.000000;5.569670;0.019037;1.011513;0.100000;
0.200020;0.851894;4.000000;5.569681;0.019046;1.011513;0.100000;
0.200020;0.851895;4.000000;5.569691;0.019055;1.011513;0.100000;
0.200021;0.851896;4.000000;5.569702;0.019064;1.011513;0.100000;
0.200021;0.851896;4.000000;5.569713;0.019073;1.011513;0.100000;
0.200021;0.851897;4.000000;5.569724;0.019082;1.011513;0.100000;
0.200022;0.851897;4.000000;5.569735;0.019091;1.011513;0.100000;
0.200022;0.851898;4.000000;5.569746;0.019100;1.011513;0.100000;
0.200022;0.851898;4.000000;5.569757;0.019109;1.011513;0.100000;
0.200023;0.851899;4.000000;5.569768;0.019118;1.011513;0.100000;
0.200023;0.851899;4.000000;5.569779;0.019127;1.011513;0.100000;
0.200024;0.851900;4.000000;5.569790;0.019136;1.011513;0.100000;
0.200024;0.851900;4.000000;5.569801;0.019145;1.011513;0.100000;
0.200024;0.851901;4.000000;5.569812;0.019154;1.011513;0.100000;
0.200025;0.851901;4.000000;5.569823;0.019163;1.011513;0.100000;
0.200025;0.851902;4.000000;5.569834;0.019172;1.011513;0.100000;
0.200025;0.851902;4.000000;5.569845;0.019181;1.011513;0.100000;
0.200026;0.851903;4.000000;5.569856;0.019190;1.011513;0.100000;
0.200026;0.851903;4.000000;5.569867;0.019199;1.011513;0.100000;
0.200026;0.851904;4.000000;5.569878;0.019208;1.011513;0.100000;
0.200027;0.851904;4.000000;5.569889;0.019217;1.011513;0.100000;
0.200027;0.851905;4.000000;5.569900;0.019226;1.011513;0.100000;
0.200027;0.851905;4.000000;5.569911;0.019235;1.011513;0.100000;
0.200028;0.851906;4.000000;5.569922;0.019244;1.011513;0.100000;
0.200028;0.851906;4.000000;5.569932;0.019253;1.011513;0.100000;
0.200028;0.851907;4.000000;5.569943;0.019262;1.011513;0.100000;
0.200029;0.851907;4.000000;5.569954;0.019271;1.011513;0.100000;
0.200029;0.851908;4.000000;5.569965;0.019280;1.011513;0.100000;
0.200029;0.851908;4.000000;5.569976;0.019289;1.011513;0.100000;
0.200030;0.851909;4.000000;5.569987;0.019298;1.011513;0.100000;
0.200030;0.851909;4.000000;5.569998;0.019307;1.011513;0.100000;
0.200031;0.851910;4.000000;5.570020;0.019325;1.011513;0.100000;
0.200031;0.851911;4.000000;5.570040;0.019341;1.011513;0.100000;
0.200032;0.851912;4.000000;5.570060;0.019357;1.011513;0.100000;
0.200032;0.851913;4.000000;5.570079;0.019374;1.011513;0.100000;
0.200033;0.851914;4.000000;5.570099;0.019390;1.011513;0.100000;
0.200034;0.851915;4.000000;5.570119;0.019406;1.011513;0.100000;
0.200034;0.851916;4.000000;5.570138;0.019422;1.011513;0.100000;
0.200035;0.851917;4.000000;5.570158;0.019439;1.011513;0.100000;
0.200036;0.851918;4.000000;5.570178;0.019455;1.011513;0.100000;
0.200036;0.851919;4.000000;5.570198;0.019471;1.011513;0.100000;
0.200037;0.851920;4.000000;5.570217;0.019487;1.011513;0.100000;
0.200037;0.851921;4.000000;5.570237;0.019503;1.011513;0.100000;
0.200038;0.851921;4.000000;5.570257;0.019520;1.011513;0.100000;
0.200039;0.851922;4.000000;5.570276;0.019536;1.011513;0.100000;
0.200039;0.851923;4.000000;5.570296;0.019552;1.011513;0.100000;
0.200040;0.851924;4.000000;5.570316;0.019568;1.011513;0.100000;
0.200040;0.851925;4.000000;5.570336;0.019585;1.011513;0.100000;
0.200041;0.851926;4.000000;5.570355;0.019601;1.011513;0.100000;
0.200042;0.851927;4.000000;5.570375;0.019617;1.011513;0.100000;
0.200042;0.851928;4.000000;5.570395;0.019633;1.011513;0.100000;
0.200043;0.851929;4.000000;5.570414;0.019649;1.011513;0.100000;
0.200044;0.851930;4.000000;5.570434;0.019666;1.011513;0.100000;
0.200044;0.851931;4.000000;5.570454;0.019682;1.011513;0.100000;
0.200045;0.851932;4.000000;5.570474;0.019698;1.011513;0.100000;
0.200045;0.851933;4.000000;5.570493;0.019714;1.011513;0.100000;
0.200046;0.851933;4.000000;5.570513;0.019731;1.011513;0.100000;
0.200047;0.851934;4.000000;5.570533;0.019747;1.011513;0.100000;
0.200047;0.851935;4.000000;5.570552;0.019763;1.011513;0.100000;
0.200048;0.851936;4.000000;5.570572;0.019779;1.011513;0.100000;
0.200049;0.851938;4.000000;5.570612;0.019812;1.011513;0.100000;
0.200050;0.851940;4.000000;5.570647;0.019841;1.011513;0.100000;
0.200051;0.851941;4.000000;5.570682;0.019870;1.011513;0.100000;
0.200052;0.851943;4.000000;5.570718;0.019899;1.011513;0.100000;
0.200053;0.851945;4.000000;5.570753;0.019928;1.011513;0.100000;
0.200055;0.851946;4.000000;5.570789;0.019958;1.011512;0.100000;
0.200056;0.851948;4.000000;5.570824;0.019987;1.011512;0.100000;
0.200057;0.851950;4.000000;5.570860;0.020016;1.011512;0.100000;
0.200058;0.851951;4.000000;5.570895;0.020045;1.011512;0.100000;
0.200059;0.851953;4.000000;5.570931;0.020074;1.011512;0.100000;
0.200060;0.851955;4.000000;5.570966;0.020104;1.011512;0.100000;
0.200061;0.851956;4.000000;5.571002;0.020133;1.011512;0.100000;
0.200062;0.851958;4.000000;5.571037;0.020162;1.011512;0.100000;
0.200063;0.851960;4.000000;5.571073;0.020191;1.011512;0.100000;
0.200064;0.851961;4.000000;5.571108;0.020220;1.011512;0.100000;
0.200066;0.851963;4.000000;5.571144;0.020249;1.011512;0.100000;
0.200067;0.851965;4.000000;5.571179;0.020279;1.011512;0.100000;
0.200069;0.851968;4.000000;5.571250;0.020337;1.011512;0.100000;
0.200071;0.851971;4.000000;5.571321;0.020395;1.011512;0.100000;
0.200073;0.851975;4.000000;5.571392;0.020454;1.011512;0.100000;
0.200075;0.851978;4.000000;5.571463;0.020512;1.011512;0.100000;
0.200078;0.851981;4.000000;5.571534;0.020570;1.011512;0.100000;
0.200080;0.851985;4.000000;5.571605;0.020629;1.011512;0.100000;
0.200082;0.851988;4.000000;5.571676;0.020687;1.011512;0.100000;
0.200084;0.851991;4.000000;5.571747;0.020746;1.011512;0.100000;
0.200086;0.851995;4.000000;5.571818;0.020804;1.011512;0.100000;
0.200089;0.851998;4.000000;5.571888;0.020862;1.011512;0.100000;
0.200093;0.852004;4.000000;5.572030;0.020979;1.011512;0.100000;
0.200097;0.852011;4.000000;5.572172;0.021096;1.011512;0.100000;
0.200102;0.852018;4.000000;5.572314;0.021212;1.011511;0.100000;
0.200106;0.852024;4.000000;5.572456;0.021329;1.011511;0.100000;
0.200111;0.852031;4.000000;5.572598;0.021446;1.011511;0.100000;
0.200115;0.852038;4.000000;5.572739;0.021562;1.011511;0.100000;
0.200124;0.852051;4.000000;5.573023;0.021795;1.011511;0.100000;
0.200133;0.852064;4.000000;5.573307;0.022029;1.011511;0.100000;
0.200142;0.852077;4.000000;5.573590;0.022262;1.011511;0.100000;
0.200159;0.852104;4.000000;5.574157;0.022728;1.011510;0.100000;
0.200194;0.852157;4.000000;5.575290;0.023659;1.011510;0.100000;
0.200265;0.852262;4.000000;5.577554;0.025520;1.011508;0.100000;
0.200335;0.852368;4.000000;5.579816;0.027377;1.011507;0.100000;
0.200406;0.852473;4.000000;5.582075;0.029232;1.011505;0.100000;
0.200547;0.852682;4.000000;5.586590;0.032937;1.011502;0.100000;
0.200688;0.852891;4.000000;5.591097;0.036633;1.011499;0.100000;
0.200970;0.853306;4.000000;5.600085;0.043993;1.011493;0.100000;
0.201252;0.853717;4.000000;5.609040;0.051313;1.011487;0.100000;
0.201815;0.854529;4.000000;5.626849;0.065833;1.011474;0.100000;
0.202379;0.855326;4.000000;5.644525;0.080192;1.011461;0.100000;
0.202943;0.856109;4.000000;5.662068;0.094394;1.011448;0.100000;
0.203507;0.856878;4.000000;5.679481;0.108437;1.011435;0.100000;
0.204071;0.857633;4.000000;5.696765;0.122325;1.011422;0.100000;
0.204425;0.858101;4.000000;5.707570;0.130981;1.011413;0.100000;
0.204425;0.858101;4.000000;5.707570;0.130981;1.011413;0.100000;
0.204426;0.858103;4.000000;5.707594;0.131000;1.011413;0.099939;
0.204427;0.858104;4.000000;5.707618;0.131019;1.011413;0.099878;
0.204428;0.858106;4.000000;5.707665;0.131057;1.011413;0.099756;
0.204431;0.858110;4.000000;5.707760;0.131133;1.011413;0.099513;
0.204438;0.858118;4.000000;5.707949;0.131284;1.011413;0.099025;
0.204450;0.858134;4.000000;5.708327;0.131587;1.011412;0.098051;
0.204475;0.858167;4.000000;5.709084;0.132192;1.011412;0.096106;
0.204525;0.858232;4.000000;5.710596;0.133402;1.011410;0.092229;
0.204625;0.858362;4.000000;5.713618;0.135817;1.011408;0.084527;
0.204824;0.858621;4.000000;5.719651;0.140634;1.011403;0.069323;
0.205222;0.859134;4.000000;5.731668;0.150211;1.011393;0.039708;
0.205621;0.859640;4.000000;5.743622;0.159712;1.011383;0.011127;
0.206418;0.860634;4.000000;5.767345;0.178490;1.011363;-0.043085;
0.207135;0.861506;4.000000;5.788486;0.195137;1.011344;-0.088628;
0.207322;0.861729;4.000000;5.793954;0.199429;1.011339;-0.100000;
0.207322;0.861729;4.000000;5.793954;0.199429;1.011339;-0.100000;
0.207322;0.861730;4.000000;5.793977;0.199447;1.011339;-0.100000;
0.207323;0.861731;4.000000;5.794001;0.199466;1.011339;-0.100000;
0.207325;0.861733;4.000000;5.794047;0.199502;1.011339;-0.100000;
0.207328;0.861737;4.000000;5.794140;0.199575;1.011339;-0.100000;
0.207334;0.861744;4.000000;5.794327;0.199721;1.011338;-0.100000;
0.207347;0.861760;4.000000;5.794699;0.200013;1.011338;-0.100000;
0.207372;0.861790;4.000000;5.795444;0.200598;1.011337;-0.100000;
0.207423;0.861851;4.000000;5.796933;0.201765;1.011336;-0.100000;
0.207525;0.861972;4.000000;5.799909;0.204097;1.011333;-0.100000;
0.207729;0.862212;4.000000;5.805848;0.208745;1.011328;-0.100000;
0.208137;0.862689;4.000000;5.817679;0.217985;1.011317;-0.100000;
0.208544;0.863160;4.000000;5.829448;0.227150;1.011306;-0.100000;
0.209359;0.864082;4.000000;5.852800;0.245257;1.011283;-0.100000;
0.210093;0.864890;4.000000;5.873608;0.261300;1.011262;-0.100000;
0.210826;0.865679;4.000000;5.894220;0.277107;1.011241;-0.100000;
0.211560;0.866448;4.000000;5.914638;0.292681;1.011219;-0.100000;
0.212293;0.867198;4.000000;5.934865;0.308024;1.011197;-0.100000;
0.213027;0.867929;4.000000;5.954903;0.323140;1.011175;-0.100000;
0.213760;0.868642;4.000000;5.974754;0.338031;1.011152;-0.100000;
0.214494;0.869337;4.000000;5.994421;0.352701;1.011129;-0.100000;
0.215227;0.870014;4.000000;6.013905;0.367153;1.011105;-0.100000;
0.215961;0.870673;4.000000;6.033208;0.381388;1.011082;-0.100000;
0.216695;0.871316;4.000000;6.052333;0.395411;1.011057;-0.100000;
0.217428;0.871941;4.000000;6.071282;0.409224;1.011033;-0.100000;
0.218162;0.872550;4.000000;6.090057;0.422830;1.011008;-0.100000;
0.218895;0.873143;4.000000;6.108659;0.436231;1.010983;-0.100000;
0.219629;0.873720;4.000000;6.127091;0.449431;1.010957;-0.100000;
0.220362;0.874281;4.000000;6.145354;0.462433;1.010931;-0.100000;
0.221096;0.874827;4.000000;6.163451;0.475237;1.010905;-0.100000;
0.221829;0.875357;4.000000;6.181382;0.487849;1.010878;-0.100000;
0.222563;0.875873;4.000000;6.199150;0.500270;1.010852;-0.100000;
0.223296;0.876374;4.000000;6.216757;0.512502;1.010824;-0.100000;
0.224030;0.876861;4.000000;6.234203;0.524549;1.010797;-0.100000;
0.224764;0.877334;4.000000;6.251492;0.536413;1.010769;-0.100000;
0.225497;0.877794;4.000000;6.268624;0.548097;1.010741;-0.100000;
0.226231;0.878239;4.000000;6.285601;0.559602;1.010712;-0.100000;
0.226964;0.878671;4.000000;6.302425;0.570933;1.010683;-0.100000;
0.227698;0.879091;4.000000;6.319097;0.582090;1.010654;-0.100000;
0.228431;0.879497;4.000000;6.335619;0.593077;1.010625;-0.100000;
0.229165;0.879891;4.000000;6.351993;0.603896;1.010595;-0.100000;
0.229898;0.880272;4.000000;6.368218;0.614549;1.010565;-0.100000;
0.230632;0.880642;4.000000;6.384299;0.625039;1.010534;-0.100000;
0.232099;0.881345;4.000000;6.416030;0.645542;1.010473;-0.100000;
0.233419;0.881939;4.000000;6.444103;0.663458;1.010416;-0.100000;
0.234740;0.882497;4.000000;6.471725;0.680881;1.010359;-0.100000;
0.236060;0.883020;4.000000;6.498903;0.697823;1.010300;-0.100000;
0.237381;0.883509;4.000000;6.525644;0.714296;1.010241;-0.100000;
0.238701;0.883966;4.000000;6.551956;0.730311;1.010181;-0.100000;
0.240021;0.884392;4.000000;6.577845;0.745882;1.010120;-0.100000;
0.240244;0.884461;4.000000;6.582178;0.748471;1.010110;-0.100000;
0.240244;0.884461;4.000000;6.582178;0.748471;1.010110;-0.100000;
0.240244;0.884461;4.000000;6.582178;0.748471;1.010110;-0.100000;
0.240244;0.884461;4.000000;6.582178;0.748471;1.010110;-0.100000;
0.240245;0.884461;4.000001;6.582197;0.748482;1.010110;-0.100000;
0.240246;0.884461;4.000001;6.582216;0.748493;1.010110;-0.100000;
0.240248;0.884462;4.000001;6.582253;0.748515;1.010109;-0.100000;
0.240252;0.884463;4.000001;6.582329;0.748560;1.010109;-0.100000;
0.240260;0.884465;4.000001;6.582479;0.748650;1.010109;-0.100000;
0.240275;0.884470;4.000001;6.582779;0.748829;1.010108;-0.100000;
0.240306;0.884479;4.000000;6.583380;0.749187;1.010107;-0.100000;
0.240368;0.884498;3.999998;6.584581;0.749903;1.010104;-0.100000;
0.240492;0.884536;3.999990;6.586980;0.751332;1.010098;-0.100000;
0.240740;0.884610;3.999956;6.591767;0.754178;1.010086;-0.100000;
0.241236;0.884756;3.999825;6.601298;0.759824;1.010063;-0.100000;
0.242228;0.885035;3.999320;6.620186;0.770941;1.010016;-0.100000;
0.243220;0.885298;3.998506;6.638846;0.781823;1.009969;-0.100000;
0.244212;0.885545;3.997409;6.657278;0.792475;1.009921;-0.100000;
0.245204;0.885776;3.996051;6.675486;0.802902;1.009872;-0.100000;
0.246196;0.885993;3.994455;6.693471;0.813107;1.009823;-0.100000;
0.247188;0.886195;3.992643;6.711236;0.823095;1.009774;-0.100000;
0.248180;0.886382;3.990637;6.728783;0.832869;1.009724;-0.100000;
0.249172;0.886556;3.988456;6.746114;0.842435;1.009674;-0.100000;
0.250164;0.886716;3.986121;6.763231;0.851795;1.009623;-0.100000;
0.251155;0.886863;3.983650;6.780137;0.860954;1.009572;-0.100000;
0.252147;0.886997;3.981061;6.796832;0.869915;1.009521;-0.100000;
0.253139;0.887118;3.978372;6.813320;0.878682;1.009469;-0.100000;
0.254131;0.887228;3.975598;6.829603;0.887260;1.009417;-0.100000;
0.255123;0.887325;3.972756;6.845681;0.895651;1.009364;-0.100000;
0.256115;0.887411;3.969861;6.861558;0.903859;1.009311;-0.100000;
0.257107;0.887486;3.966927;6.877234;0.911888;1.009257;-0.100000;
0.258099;0.887550;3.963968;6.892713;0.919740;1.009203;-0.100000;
0.259091;0.887603;3.960997;6.907996;0.927421;1.009149;-0.100000;
0.260083;0.887646;3.958027;6.923084;0.934932;1.009094;-0.100000;
0.261075;0.887679;3.955070;6.937979;0.942278;1.009039;-0.100000;
0.262067;0.887702;3.952137;6.952684;0.949461;1.008984;-0.100000;
0.263058;0.887716;3.949238;6.967200;0.956484;1.008928;-0.100000;
0.264050;0.887720;3.946385;6.981529;0.963352;1.008871;-0.100000;
0.265042;0.887716;3.943587;6.995672;0.970066;1.008815;-0.100000;
0.266034;0.887703;3.940853;7.009631;0.976630;1.008758;-0.100000;
0.267026;0.887682;3.938191;7.023409;0.983046;1.008701;-0.100000;
0.269010;0.887615;3.933131;7.050427;0.995454;1.008585;-0.100000;
0.270795;0.887529;3.928903;7.074138;1.006147;1.008480;-0.100000;
0.272581;0.887420;3.925025;7.097284;1.016406;1.008373;-0.100000;
0.274366;0.887289;3.921533;7.119874;1.026247;1.008266;-0.100000;
0.276152;0.887138;3.918458;7.141919;1.035686;1.008158;-0.100000;
0.277937;0.886967;3.915826;7.163426;1.044738;1.008048;-0.100000;
0.279723;0.886778;3.913662;7.184405;1.053415;1.007938;-0.100000;
0.281508;0.886573;3.911986;7.204865;1.061733;1.007826;-0.100000;
0.283294;0.886352;3.910815;7.224814;1.069705;1.007714;-0.100000;
0.285079;0.886117;3.910163;7.244260;1.077343;1.007601;-0.100000;
0.286864;0.885868;3.910041;7.263212;1.084661;1.007487;-0.100000;
0.288650;0.885607;3.910458;7.281678;1.091669;1.007372;-0.100000;
0.290435;0.885335;3.911420;7.299666;1.098382;1.007256;-0.100000;
0.292221;0.885053;3.912930;7.317184;1.104809;1.007140;-0.100000;
0.294006;0.884762;3.914989;7.334240;1.110962;1.007022;-0.100000;
0.295792;0.884462;3.917597;7.350841;1.116851;1.006904;-0.100000;
0.297577;0.884156;3.920751;7.366996;1.122488;1.006785;-0.100000;
0.299363;0.883843;3.924446;7.382711;1.127883;1.006665;-0.100000;
0.301148;0.883525;3.928675;7.397994;1.133045;1.006545;-0.100000;
0.302934;0.883202;3.933431;7.412853;1.137983;1.006424;-0.100000;
0.304719;0.882876;3.938704;7.427294;1.142708;1.006302;-0.100000;
0.306504;0.882547;3.944484;7.441324;1.147228;1.006180;-0.100000;
0.308290;0.882216;3.950757;7.454950;1.151551;1.006057;-0.100000;
0.310075;0.881883;3.957510;7.468180;1.155687;1.005933;-0.100000;
0.311861;0.881550;3.964729;7.481019;1.159643;1.005808;-0.100000;
0.313646;0.881217;3.972398;7.493474;1.163427;1.005684;-0.100000;
0.315432;0.880885;3.980501;7.505552;1.167047;1.005558;-0.100000;
0.317217;0.880555;3.989020;7.517258;1.170511;1.005432;-0.100000;
0.319003;0.880226;3.997936;7.528600;1.173825;1.005305;-0.100000;
0.319406;0.880153;4.000001;7.531110;1.174554;1.005277;-0.100000;
0.319406;0.880153;4.000000;7.531110;1.174554;1.005277;-0.100000;
0.319408;0.880152;4.000000;7.531127;1.174559;1.005276;-0.100000;
0.319411;0.880152;4.000000;7.531145;1.174564;1.005276;-0.100000;
0.319417;0.880151;4.000000;7.531179;1.174574;1.005276;-0.100000;
0.319428;0.880149;4.000000;7.531248;1.174594;1.005275;-0.100000;
0.319450;0.880145;4.000000;7.531386;1.174634;1.005274;-0.100000;
0.319495;0.880137;4.000000;7.531662;1.174713;1.005270;-0.100000;
0.319584;0.880120;4.000000;7.532212;1.174873;1.005264;-0.100000;
0.319761;0.880088;4.000000;7.533311;1.175190;1.005251;-0.100000;
0.320117;0.880023;4.000000;7.535497;1.175820;1.005226;-0.100000;
0.320829;0.879893;4.000000;7.539825;1.177063;1.005175;-0.100000;
0.322253;0.879636;4.000000;7.548306;1.179478;1.005074;-0.100000;
0.325100;0.879129;4.000000;7.564578;1.184040;1.004869;-0.100000;
0.327947;0.878633;4.000000;7.579943;1.188259;1.004664;-0.100000;
0.330794;0.878150;4.000000;7.594418;1.192154;1.004457;-0.100000;
0.333641;0.877682;4.000000;7.608020;1.195745;1.004249;-0.100000;
0.336488;0.877232;4.000000;7.620767;1.199051;1.004040;-0.100000;
0.339335;0.876801;4.000000;7.632676;1.202090;1.003831;-0.100000;
0.342182;0.876391;4.000000;7.643760;1.204879;1.003620;-0.100000;
0.345029;0.876004;4.000000;7.654037;1.207435;1.003409;-0.100000;
0.347876;0.875641;4.000000;7.663520;1.209773;1.003196;-0.100000;
0.350723;0.875304;4.000000;7.672224;1.211910;1.002984;-0.100000;
0.353570;0.874994;4.000000;7.680162;1.213858;1.002770;-0.100000;
0.356417;0.874713;4.000000;7.687345;1.215633;1.002556;-0.100000;
0.359264;0.874462;4.000000;7.693787;1.217246;1.002341;-0.100000;
0.362111;0.874243;4.000000;7.699499;1.218712;1.002126;-0.100000;
0.364959;0.874056;4.000000;7.704491;1.220041;1.001911;-0.100000;
0.367806;0.873902;4.000000;7.708773;1.221246;1.001695;-0.100000;
0.370653;0.873784;4.000000;7.712354;1.222337;1.001479;-0.100000;
0.373500;0.873700;4.000000;7.715243;1.223326;1.001262;-0.100000;
0.376347;0.873654;4.000000;7.717448;1.224223;1.001046;-0.100000;
0.379194;0.873645;4.000000;7.718975;1.225038;1.000829;-0.100000;
0.382041;0.873674;4.000000;7.719832;1.225779;1.000612;-0.100000;
0.384888;0.873742;4.000000;7.720024;1.226457;1.000395;-0.100000;
0.387735;0.873849;4.000000;7.719555;1.227081;1.000178;-0.100000;
0.393429;0.874186;4.000000;7.716661;1.228208;0.999744;-0.100000;
0.398554;0.874630;4.000000;7.711833;1.229117;0.999354;-0.100000;
0.403679;0.875209;4.000000;7.704911;1.229972;0.998965;-0.100000;
0.408803;0.875926;4.000000;7.695896;1.230815;0.998576;-0.100000;
0.413928;0.876782;4.000000;7.684786;1.231683;0.998189;-0.100000;
0.419053;0.877777;4.000000;7.671568;1.232616;0.997804;-0.100000;
0.424177;0.878911;4.000000;7.656226;1.233647;0.997420;-0.100000;
0.429302;0.880185;4.000000;7.638739;1.234816;0.997039;-0.100000;
0.434427;0.881598;4.000000;7.619065;1.236142;0.996660;-0.100000;
0.439552;0.883147;4.000000;7.597177;1.237664;0.996283;-0.100000;
0.444217;0.884675;4.000000;7.575287;1.239241;0.995943;-0.100000;
